benchmark_id,sequence_id,step,seed,random_patterns,candidate_count,inserted_count,candidate_id,net,type,insertion_sequence,source_bench_sha256,inserted_bench_sha256,total_faults,detected_faults,test_coverage,fault_coverage,pattern_count,effective_pattern_count,baseline_test_coverage,baseline_fault_coverage,baseline_pattern_count,baseline_effective_pattern_count,delta_test_coverage,delta_fault_coverage,delta_pattern_count,delta_effective_pattern_count,fault_list_path,fault_csv_path,hard_fault_summary_path,hard_fault_count,undetected_fault_count,fault_status_counts,work_dir,status,error,source_plan_csv,pred_score,pred_fc,pred_pattern,elapsed_sec
subckt_0340,-1,0,2026,300000,1241,0,,,,[],a5c49b8bbcda1d0bf3a003cc5626811d3689939ad5a9fbce571eee5346255b37,32baa0bd468ce35d8333c4f1cc902144a59737adc42af40682f63de8487a8947,1170,1170,1.0,1.0,300000,41,1.0,1.0,300000,41,0.0,0.0,0,0,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0340/initial/__aig_and_98885__control1/subckt_0340/baseline/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0340/initial/__aig_and_98885__control1/subckt_0340/baseline/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0340/initial/__aig_and_98885__control1/subckt_0340/baseline/hard_fault_summary.json,0,0,{},autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0340/initial/__aig_and_98885__control1/subckt_0340/baseline,ok,,autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0340/initial/__aig_and_98885__control1/plan.csv,,,,0.038956642150878906
subckt_0340,0,1,2026,300000,1241,1,261,__aig_and_98885,CP1,"[{""candidate_id"": 261, ""net"": ""__aig_and_98885"", ""type"": ""CP1"", ""score"": 0.38035279512405396}]",a5c49b8bbcda1d0bf3a003cc5626811d3689939ad5a9fbce571eee5346255b37,f73aab00ffbd2e49a35f23ae1d6fe647766894e77daecf6c30fa72d9b7da50a2,1172,1172,1.0,1.0,300000,42,1.0,1.0,300000,41,0.0,0.0,0,1,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0340/initial/__aig_and_98885__control1/subckt_0340/seq_0000/step_0001/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0340/initial/__aig_and_98885__control1/subckt_0340/seq_0000/step_0001/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0340/initial/__aig_and_98885__control1/subckt_0340/seq_0000/step_0001/hard_fault_summary.json,0,0,{},autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0340/initial/__aig_and_98885__control1/subckt_0340/seq_0000/step_0001,ok,,autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0340/initial/__aig_and_98885__control1/plan.csv,0.38035279512405396,0.0038035279512405396,0.5407206416130066,0.03657269477844238
