circuit	benchmark_id	budget	allowlist_nodes	plan_nodes	legal_plan_nodes	legal_ratio_pct	baseline_tc_pct	filtered_final_tc_pct	filtered_delta_tc_pp	unfiltered_final_tc_pct	change_vs_unfiltered_pp	deeptpi_final_tc_pct	gap_vs_deeptpi_pp	beats_deeptpi	plan_elapsed_sec	eval_elapsed_sec	plan_csv	eval_dir
b15_C	iscas99__b15_1	278	7918	278	278	100.0	81.764	92.11	10.34600000000001	90.656	1.4539999999999935	93.2	-1.0900000000000034	False	173.098	8.035	autoresearch/loop-260718-0223/v5_q_type_context/b15_C/plans/iscas99__b15_1__greedy__cumulative__q_pred_type_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv	autoresearch/loop-260718-0223/v5_q_type_context/b15_C/evals/iscas99__b15_1__greedy__cumulative__q_pred_type_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
b20_C	iscas99__b20	616	19175	616	616	100.0	90.757	94.24	3.4829999999999806	97.087	-2.8470000000000084	95.02	-0.7800000000000011	False	544.753	12.292	autoresearch/loop-260718-0223/v5_q_type_context/b20_C/plans/iscas99__b20__greedy__cumulative__q_pred_type_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv	autoresearch/loop-260718-0223/v5_q_type_context/b20_C/evals/iscas99__b20__greedy__cumulative__q_pred_type_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
b21_C	iscas99__b21	628	19520	628	628	100.0	89.682	94.671	4.988999999999999	96.379	-1.7079999999999984	94.51	0.16100000000000136	True	601.266	12.495	autoresearch/loop-260718-0223/v5_q_type_context/b21_C/plans/iscas99__b21__greedy__cumulative__q_pred_type_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv	autoresearch/loop-260718-0223/v5_q_type_context/b21_C/evals/iscas99__b21__greedy__cumulative__q_pred_type_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
b22_C	iscas99__b22	915	28412	915	915	100.0	92.13	94.808	2.6780000000000026	97.187	-2.3789999999999907	95.59	-0.7819999999999965	False	1206.24	19.284	autoresearch/loop-260718-0223/v5_q_type_context/b22_C/plans/iscas99__b22__greedy__cumulative__q_pred_type_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv	autoresearch/loop-260718-0223/v5_q_type_context/b22_C/evals/iscas99__b22__greedy__cumulative__q_pred_type_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
b17_C	iscas99__b17	994	29334	994	994	100.0	85.623	90.741	5.118	89.869	0.8719999999999999	91.67	-0.929000000000002	False	1625.772	75.259	autoresearch/loop-260718-0223/v5_q_type_context/b17_C/plans/iscas99__b17__greedy__cumulative__q_pred_type_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv	autoresearch/loop-260718-0223/v5_q_type_context/b17_C/evals/iscas99__b17__greedy__cumulative__q_pred_type_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
