epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_hard_weight,train_oracle_loss,train_oracle_rank_loss,train_oracle_value_loss,train_oracle_candidate_loss,train_oracle_pairs,train_oracle_groups,train_oracle_weight,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_hard_weight,val_steps
1,1,0.06053134191781282,0.2572294715940952,0.027061281692236663,0.0002653543048327265,0.935439854502678,0.20370331293344499,0.507044080466032,0.9248666225671768,0.04563896857760846,0.09202893610671163,1.1182399236866238,1.1182399236866238,0.0,1.200970827067169,1.0,0.34291474652662873,0.34291474652662873,0.0,0.0,142.774,8.0,1.0,500.0,500.0,0.06366006670577917,0.23145417246269062,0.013415089906629873,3.180826696080885e-05,1.1228189240209758,0.1945057712146081,0.5636733970604837,0.988529323367402,0.061647913229535334,0.14092501657432877,0.03767246222093634,0.03767246222093634,0.0,0.6693469249230759,1.0,256.0
2,1,0.0546273863427341,0.18156918078660966,0.012281458950601518,6.381679773767246e-05,0.8450733799040318,0.20542627219110726,0.3929658778309822,0.9125708770751954,0.07000287659093737,0.0943779301904142,1.2622695891983213,1.2622695891983213,0.0,1.2955270804544752,1.0,0.06525440715788863,0.06525440715788863,0.0,0.0,139.45,8.0,1.0,500.0,500.0,0.05894160243042279,0.14905007142806426,0.00798107497394085,1.7271415106989707e-05,1.1308579188771546,0.18065340179600753,0.4589664882514626,0.9879471070598811,0.055482114883488975,0.048965239420795115,0.047207456430111705,0.047207456430111705,0.0,0.36241939449928395,1.0,256.0
3,1,0.04993425703421235,0.14721598982810974,0.009389263849705457,3.183282050122216e-05,0.7674935675710439,0.202545144662261,0.2293878983333707,0.8500740946531296,0.06833558806404472,0.09930835393443703,1.2106337147067843,1.2106337147067843,0.0,1.1937251659722825,1.0,0.026629989935414416,0.026629989935414416,0.0,0.0,140.658,8.0,1.0,500.0,500.0,0.05518420849693939,0.12190051641664468,0.011602529073570622,1.0408561232466695e-05,1.0929175142664462,0.1489317023952026,0.19937522715190426,0.983395537128672,0.061861882044468075,0.06969204083725344,0.03713569839382773,0.03713569839382773,0.0,0.38343233650505226,1.0,256.0
4,1,0.04630250170826912,0.1372544273585081,0.00870034859981388,1.587149555780343e-05,0.6966938032954931,0.18616837467998265,0.15911571152787657,0.8055003162622452,0.06209909731894731,0.1024072389677167,1.2087188890919438,1.2087188890919438,0.0,1.1767047907123125,1.0,0.017577706631627735,0.017577706631627735,0.0,0.0,142.806,8.0,1.0,500.0,500.0,0.055032636199030094,0.1210194590385072,0.0064078171581059,7.0123347040151884e-06,1.128785640001297,0.1334943010660936,0.2785661069210619,0.9833473835606128,0.05572412387118675,0.06154576421249658,0.03855378797333803,0.03855378797333803,0.0,0.360631972892119,1.0,256.0
5,1,0.04325709903053939,0.1326369436085224,0.0073044959451071916,8.346766899649084e-06,0.6577622880786658,0.16342565501853823,0.12741985943540932,0.7612714216709137,0.060481123145669696,0.1068376639932394,1.2616030557339317,1.2616030557339317,0.0,1.264588285474596,1.0,0.019755576319626926,0.019755576319626926,0.0,0.0,142.718,8.0,1.0,500.0,500.0,0.05496917440905236,0.11071766898385249,0.005629654520816985,4.0693753371456864e-06,1.2650030015502125,0.09013939094438683,0.1985192188876681,0.9784921768587083,0.040824834475643,0.07873845438007265,0.04219767973802746,0.04219767973802746,0.0,0.34386100118899776,1.0,256.0
6,1,0.040331614702939986,0.12304074649512768,0.007491369936615228,6.54467650110746e-06,0.6028323056697845,0.1492190011376515,0.10998923818953335,0.7293435817956925,0.05745370279252529,0.11527555878832936,1.3795396163357279,1.3795396163357279,0.0,1.3292862866636015,1.0,0.010492284174700784,0.010492284174700784,0.0,0.0,139.96,8.0,1.0,500.0,500.0,0.05308329171384685,0.10559309422387742,0.005821675735205645,3.713355376078198e-06,1.1258590628858656,0.11566219950418599,0.15383639431092888,0.9722509274724871,0.06389911107544322,0.057291302815428935,0.03622104014660016,0.03622104014660016,0.0,0.2997542794846595,1.0,256.0
7,1,0.038292535638436674,0.11682073850929738,0.006703335997182876,3.034661371202674e-06,0.5524124522320926,0.13630714009996153,0.09817925244709477,0.7260384395122528,0.060306955467909575,0.1198936354368925,1.0455634264241014,1.0455634264241014,0.0,1.0268741001258277,1.0,0.01060960089965397,0.01060960089965397,0.0,0.0,141.926,8.0,1.0,500.0,500.0,0.06015075130562764,0.09514622751157731,0.004353355526291125,1.62282972748784e-06,1.4481008714064956,0.13741624483100168,0.17092212423449382,0.9758514571003616,0.04559402658196632,0.11645771320036147,0.03557038636155552,0.03557038636155552,0.0,0.3075807165369042,1.0,256.0
8,1,0.03705157422274351,0.10823944342136384,0.005985978110693395,1.9994001818304243e-06,0.5374581196978688,0.1328102448117861,0.09634619941422716,0.7095003998279572,0.06365924609452486,0.11351420818641782,1.2704275395659084,1.2704275395659084,0.0,1.2462403102748705,1.0,0.010478661840585119,0.010478661840585119,0.0,0.0,139.904,8.0,1.0,500.0,500.0,0.06064219569088891,0.09374076311360113,0.004648351384275884,5.331718673673436e-06,1.6128372917883098,0.08434842592396308,0.14527604178874753,0.9717173937242478,0.044070759482565336,0.08742513388278894,0.03610394157592922,0.03610394157592922,0.0,0.2255945869410425,1.0,256.0
