epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_hard_weight,train_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_hard_weight,val_steps
1,1,0.656556858509779,0.09857601515948772,0.017335470360703768,0.00011712220616755076,1.0632176365107298,0.2245804291255772,0.2615286680087447,0.8996192984580994,0.02708623960800469,0.029921062153229285,1.1164844811588055,1.1164844811588055,0.0,0.016161973127916725,1.0,500.0,0.9855567736085504,0.06253978311724495,0.004912080194117152,3.375579376552196e-05,1.8231572583317757,0.10806484277054551,0.1992225936264731,0.9812917264644057,0.01576217003093916,0.014791953195981478,0.037684731137335004,0.037684731137335004,0.0,0.027733000395528506,1.0,256.0
2,1,0.49728602075576783,0.08924011446535587,0.006914528576657176,6.22279135932331e-05,0.7821471334900707,0.19100689585320652,0.0866857162360102,0.824267492890358,0.017935102360555902,0.023405793905978498,1.317288386722567,1.317288386722567,0.0,0.026334458469835228,1.0,500.0,0.8394616679288447,0.07751449558418244,0.004511622497375356,1.7138859867316114e-05,1.5023653730750084,0.04905147705721902,0.1138199255510699,0.9735332485288382,0.014802636142121628,0.01404653921008503,0.03876401292937359,0.03876401292937359,0.0,0.034979062314960174,1.0,256.0
3,1,0.411726400077343,0.08793290604650975,0.005270947840996087,2.918545572902076e-05,0.613873021999374,0.15428443801685351,0.04080370821710676,0.7828853888511658,0.0121236579392571,0.026000776754732214,1.1250154117167182,1.1250154117167182,0.0,0.02702424633515784,1.0,500.0,1.0240606165025383,0.08122998414910398,0.006432348620364792,1.667193370735731e-05,1.8608777904883027,0.048059203902084846,0.08767706833896227,0.9661893073935062,0.019178903992724372,0.01450533888306893,0.05085717899419251,0.05085717899419251,0.0,0.021902393811615184,1.0,256.0
4,1,0.38120747949182987,0.08411556974798441,0.004705723393941298,1.986147081333911e-05,0.5631143401651644,0.14406462131091394,0.03101567226834595,0.7532644739151001,0.01094866249919869,0.02416210547256196,1.4176445634658599,1.4176445634658599,0.0,0.029541996346832546,1.0,500.0,1.0493724180851132,0.07084075731108896,0.004079490913682093,8.705628356864281e-06,1.9362188405357301,0.06580107247646083,0.06041419222310651,0.9661318219732493,0.010492403958778596,0.014661280559749912,0.0471661963160841,0.0471661963160841,0.0,0.07410246305516921,1.0,256.0
