timestamp	variant_id	status	planner	beam_objective	score_field	beam_width	lookahead_depth	max_candidates	discount_gamma	candidate_strategy	candidate_diversity_penalty	candidate_diversity_depth	patterns	seed	benchmark_count	macro_mean_delta_tc	min_delta_tc	router_delta_tc	positive_count	negative_count	safe	elapsed_sec
2026-06-26T14:00:37	beam__cumulative__reward_pred__bw1__d1__c1__g1p0__candtestability__div0p0	dry_run	beam	cumulative	reward_pred	1	1	1	1.0	testability	0.0	4	300000	2026	1	NA	NA	NA	0	0	False	19.889
