node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
__buf_split_3760,1,0,1,0,0
__buf_split_4148,1,0,1,0,0
__buf_split_4150,1,0,1,0,0
__buf_split_4152,1,0,1,0,0
__buf_split_4154,1,0,1,0,0
__buf_split_5635,1,0,1,0,0
new_n5362_,1,0,1,0,0
new_n5374_,1,0,1,0,0
new_n5408_,1,0,1,0,0
new_n5524_,1,0,1,0,0
new_n5542_,1,0,1,0,0
new_n5549_,1,0,1,0,0
new_n5554_,1,0,1,0,0
new_n5605_,1,0,1,0,0
new_n5608_,1,0,1,0,0
new_n5609_,1,0,1,0,0
new_n5628_,1,0,1,0,0
new_n5644_,1,0,1,0,0
new_n5646_,1,0,1,0,0
new_n5661_,1,0,1,0,0
new_n5684_,1,0,1,0,0
new_n5691_,1,0,1,0,0
new_n5699_,1,0,1,0,0
new_n5725_,1,0,1,0,0
new_n5745_,1,0,1,0,0
