epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_hard_weight,train_rollout_steps,train_oracle_loss,train_oracle_rank_loss,train_oracle_value_loss,train_oracle_candidate_loss,train_oracle_pairs,train_oracle_groups,train_oracle_weight,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_hard_weight,val_rollout_steps,val_steps
1,1,0.3630717258900404,0.14903549561897914,0.19963610551423497,0.028647232519126393,0.9394722707486814,0.22150686949491502,0.45946352352698644,0.9200153879324595,0.07539378130446292,0.029238462092810853,0.5157948590943932,0.5157948590943932,0.0,0.5196566632560305,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,900.0,0.49284842183988076,0.07644114227150567,0.2207383728818968,0.02785361274436582,0.4957433481467888,0.2550601433031261,0.37963988713454455,0.8664109229575843,0.09469526442990173,0.033498214320161424,0.839135148500672,0.839135148500672,0.0,0.8472876958531295,1.0,1.0,256.0
2,2,0.6222169677623444,0.21583840409914654,0.22362354937526915,0.03234917413132886,0.895516210777892,0.22285475419627296,0.3949020203368531,0.9175320239530669,0.0770023884717375,0.03236257313455288,0.7894232568753264,0.7894232568753264,0.0,1.3005439203291287,1.0,2.0,0.3755179558528794,0.5485086316698128,0.52197657543338,2.956461576355828,311.9633333333333,10.0,0.18999999999999825,900.0,900.0,0.9950535792304436,0.20842823421116918,0.22370631134253927,0.027569651505473303,0.4903495507314801,0.27401501065469347,0.35863606524071656,0.8663948640460148,0.10028642824181588,0.04726298805934448,1.3868038940147907,1.3868038940147907,0.0,2.2914629790803076,1.0,2.0,256.0
3,2,0.685785066642695,0.2993807233787245,0.22330029079897537,0.027284072442497646,0.849862905976673,0.22457755347506866,0.3707308124171363,0.9042074310779572,0.07112496065182819,0.030241625989506058,0.8860109609860494,0.8860109609860494,0.0,1.363260143718529,1.0,2.0,0.585360839135117,0.2611247503177987,0.548552604942686,2.6397909149858685,310.79555555555555,10.0,0.3799999999999965,900.0,900.0,0.9737797740235692,0.28520401229616255,0.20794461527839303,0.023664480024308432,0.5236958903842606,0.2821312482992653,0.3735331096686423,0.8664219812490046,0.10692508122883737,0.043407358779578686,1.3920996147139633,1.3920996147139633,0.0,2.070477851349237,1.0,2.0,256.0
4,3,0.6957933193445198,0.33012386664196264,0.22585524931274062,0.02431833758777767,0.8942033543713669,0.22098990908168545,0.38531736299395614,0.921662329611955,0.06552609338321615,0.02689487817667701,0.7109125645192517,0.7109125645192517,0.0,1.633849554164853,1.0,3.0,0.5177771699428558,0.14099876975847614,0.5226558047698604,2.5208028066158295,307.6377777777778,10.0,0.3799999999999965,900.0,900.0,1.218018092021036,0.2853895272710361,0.20470312530718118,0.026096770052390625,0.5164156611620755,0.33866728333911555,0.34209952231807,0.8690475370579711,0.08916180403806115,0.040974491904459405,1.3719109255535291,1.3719109255535291,0.0,3.3311237084797405,1.0,3.0,256.0
5,3,0.7793706591316938,0.34713214079539,0.2156315491652046,0.023735591768183625,0.8597192095109708,0.2207365362456552,0.38000993841776126,0.9175064603929166,0.06533709061711473,0.027130757362119003,0.8126807612579697,0.8126807612579697,0.0,1.8781679287194093,1.0,3.0,0.4999519434902403,0.1089062441388766,0.5020711788535118,2.491811836030748,308.41555555555556,10.0,0.3799999999999965,900.0,900.0,1.2482212103107793,0.33900179256064183,0.2077359384081016,0.02376741559176784,0.5452800235167768,0.36825664450104034,0.34178774194636696,0.8699354132016501,0.08570101095150069,0.04163964941487563,1.465908366258228,1.465908366258228,0.0,3.2540137468493797,1.0,3.0,256.0
6,4,1.0609574507818453,0.38989284521175754,0.2128986256259183,0.020245691590761353,0.8570990301358203,0.22016247634093614,0.38138678066018555,0.918997505903244,0.05982012804726967,0.027773034982775217,0.9657684638659718,0.9657684638659718,0.0,2.9903848375911974,1.0,4.0,0.4928421443369653,0.09420178637322452,0.46497644892997214,2.4874773319562276,305.14666666666665,10.0,0.3799999999999965,900.0,900.0,1.8714011615084019,0.31895241705933586,0.18410513340495527,0.020856358834862476,0.5634131421975326,0.3238070721272379,0.3870771467627492,0.8782992041087709,0.08750007900016499,0.039327137621370134,1.9432015391206328,1.9432015391206328,0.0,5.688919727043363,1.0,4.0,256.0
7,4,0.972684299627112,0.37134420125848716,0.21155255228281022,0.019395378742548118,0.8387395018566813,0.205270534926466,0.38397752285831505,0.9230119009150399,0.05823130644392222,0.02359388142456633,0.9048111426873789,0.9048111426873789,0.0,2.6854181323424346,1.0,4.0,0.48541241410705777,0.08602972344184916,0.4544409634007348,2.4646237908469306,310.8955555555556,10.0,0.3799999999999965,900.0,900.0,1.7282812801859109,0.33443544803594705,0.2077892407105537,0.018552881927462295,0.6100499158201274,0.40293695079162717,0.3582106684334576,0.8779156222008169,0.08003314975576359,0.03983909475708902,1.6866269664491151,1.6866269664491151,0.0,5.326193339933846,1.0,4.0,256.0
8,5,1.0449900646474617,0.4001149955458113,0.2081736892627346,0.016848382357197513,0.8115103252877791,0.20310458381974617,0.3858697754641374,0.9207073354588622,0.05435189517090713,0.024101475081047933,0.8288273380439546,0.8288273380439546,0.0,3.120212537968469,1.0,5.0,0.4823828766081068,0.08187457407307294,0.44249372026986544,2.457892476850086,308.34444444444443,10.0,0.3799999999999965,900.0,900.0,2.2949352485244154,0.45339458131929866,0.1927833424531854,0.016568512172671034,0.5389462436316533,0.3004454444628207,0.3554447195725514,0.8778063341509551,0.07573141061147912,0.03673120776733963,1.9740852240137927,1.9740852240137927,0.0,7.571386717448192,1.0,5.0,256.0
9,5,1.21615418278012,0.416971082581414,0.1994101574851406,0.015344350908158562,0.794613237612777,0.1975899175124815,0.40927900613347684,0.9160305121607241,0.05057645171984202,0.027415749081092195,1.0160419420214115,1.0160419420214115,0.0,3.6611422925502897,1.0,5.0,0.4762233967416816,0.07763490716616313,0.4362255329555935,2.43332002626525,308.9322222222222,10.0,0.3799999999999965,900.0,900.0,2.0796796567738056,0.4719944182899779,0.2065048430929891,0.0178855233854847,0.5715785369975495,0.2758266915450804,0.3853441716870292,0.8837716822978112,0.07327224023465534,0.03738179019665324,1.7110999946538843,1.7110999946538843,0.0,6.854157081092778,1.0,5.0,256.0
10,5,1.146525662923853,0.41521662551495747,0.1891948996153142,0.014853212704778542,0.7740815363907155,0.19576197117607166,0.3997688907550435,0.9174368993706175,0.04806634418562879,0.026243915416223205,0.9423289963159467,0.9423289963159467,0.0,3.4332975816018467,1.0,5.0,0.4751562428805563,0.07538472345098853,0.4290663939134942,2.432937244243092,309.42555555555555,10.0,0.3799999999999965,900.0,900.0,2.30350751465885,0.42064965064637355,0.18381435148185118,0.014452477837767224,0.5379876066930593,0.3072496759588831,0.39284845574293287,0.8780911326408385,0.07266671215184035,0.03621501670957058,2.101488534048686,2.101488534048686,0.0,7.474193866927066,1.0,5.0,256.0
