timestamp	variant_id	status	benchmark_id	logic_gates	budget_mode	budget	planner	beam_objective	score_field	beam_width	lookahead_depth	max_candidates	k_recall	k_model	k_plan	discount_gamma	candidate_strategy	candidate_diversity_penalty	candidate_diversity_depth	candidate_sample_seed	patterns	seed	candidate_prior_alpha	refresh_ratio_numerator	refresh_ratio_denominator	refresh_rounding	refresh_steps	prefix_state_mode	residual_prior_source	source_bench_sha256	plan_score_sum	plan_reward_sum	plan_fc_sum	plan_return_sum	plan_sequence_sum	plan_objective_sum	delta_test_coverage	delta_fault_coverage	delta_pattern_count	plan_csv	eval_dir	prior_setup_elapsed_sec	plan_elapsed_sec	eval_elapsed_sec	elapsed_sec	error
2026-07-22T17:40:00	residual_refresh__replay__ratio192of278__prioralpha0__typed_return_pred__c72	ok	iscas99__b22	90738	deeptpi_table2_fixed	915	greedy	cumulative	typed_return_pred	1	1	72				1.0	hard_fault_cluster	0.0	4	0	300000	2026	0.0	192	278	floor	631	replay	intermediate_atpg_last_nonbaseline_row	c530b8d8412fc7fd2bc74d969691df7f1e3fbc9f7471fd925b785c76618ad230	154.26135563850403	229.91511088609695	2.2991511088609697	13.243608923628926	714239.3423566554	945.4078678414226	0.04139999999999999	0.04139999999999999	0	autoresearch/loop-260720-0945/typed_winner_round21_horizon_return_five/b22_C/plans/iscas99__b22.csv	autoresearch/loop-260720-0945/typed_winner_round21_horizon_return_five/b22_C/evals/final	19.12	1092.11	19.5	1130.7299999999998	
