variant	score_field	expanded_spearman	expanded_negative_top1	expanded_top1_real_delta	expanded_top1_regret	transfer_spearman	transfer_negative_top1	transfer_top1_real_delta	transfer_top1_regret	verdict	reasons
incumbent	hybrid_pred	0.0785806774147185	0.4864864864864865	-0.013760540540540541	0.040851621621621634	0.3269676612983808	0.16666666666666666	0.010638333333333324	0.012551666666666702	BASELINE	
B_oracle_0p05	derived_hard_reduction_hybrid_pred	0.42458450013894894	0.16216216216216217	0.0077886486486486274	0.019302432432432463	0.08127880279098897	0.0	0.005678333333333341	0.017511666666666686	BASELINE	
Q_v0_rank0p5	q_pred	0.5489230065129774	0.2702702702702703	0.0069105405405405365	0.020180540540540554	0.1730581235350661	0.16666666666666666	0.00549333333333335	0.017696666666666677	REJECT	expanded_negative_top1_worse,transfer_regret_worse
Q_v0_rank1p0	q_pred	0.576224348635029	0.13513513513513514	0.004589999999999995	0.022501081081081096	0.07662172859541795	0.16666666666666666	0.005478333333333345	0.01771166666666668	REJECT	transfer_regret_worse
Q_v0_rank2p0	q_pred	0.5388128530014101	0.35135135135135137	0.0066640540540540616	0.020427027027027027	0.18892237700208955	0.5	0.00372166666666666	0.019468333333333365	REJECT	expanded_negative_top1_worse,transfer_negative_top1_worse,transfer_regret_worse
Q_v0_value1_rank1	q_pred	0.49562744441549067	0.32432432432432434	0.003676756756756752	0.02341432432432434	0.3002244672078064	0.16666666666666666	0.010916666666666686	0.01227333333333334	REJECT	expanded_negative_top1_worse
