epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_hard_weight,train_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_hard_weight,val_steps
1,1,0.5638743689209222,0.07276616794243455,0.026325961818918584,6.522441570268711e-05,0.9196839807480574,0.23784173986315726,0.028094437033403665,0.030548434111209645,1.1120262793500588,1.1120262793500588,0.0,0.006457019863410384,1.0,500.0,0.6910966362338513,0.03291365441691596,0.013400465406448347,3.259674916478161e-05,1.2853104076348245,0.14459181886923034,0.009795755660888972,0.015676381687626417,0.2531862325304246,0.2531862325304246,0.0,0.004454239636515922,1.0,256.0
2,1,0.4632013561576605,0.05057712136954069,0.01765399418398738,2.6640058011253132e-05,0.7789397715926171,0.2235681357383728,0.02262931950110942,0.024112858764368868,1.3079597705676247,1.3079597705676247,0.0,0.002796106393001473,1.0,500.0,0.6415184643119574,0.03127253289130749,0.013836037349392427,8.761753004904449e-06,1.1882946053519845,0.1415137139701983,0.016308856498653768,0.015094193107415776,0.28840596361260395,0.28840596361260395,0.0,0.014281745495281939,1.0,256.0
3,1,0.4183914063721895,0.05207270007580519,0.014963681555353105,1.3631819452712079e-05,0.6884823810681701,0.19689482595026492,0.01888508697389625,0.0254061516942711,1.1421384620939257,1.1421384620939257,0.0,0.004769296524835262,1.0,500.0,0.8549395746085793,0.041413302067667246,0.016331297156284563,8.393089707681156e-06,1.5935986852273345,0.08198646669916343,0.011057090570830042,0.014906106374837691,0.28805475439003203,0.28805475439003203,0.0,0.039922798503539525,1.0,256.0
4,1,0.40233557580411433,0.05105481638014316,0.01375383147597313,8.081290088739479e-06,0.6610968248322606,0.18914405655837618,0.017811383030144498,0.024143737848326054,1.4075416337568531,1.4075416337568531,0.0,0.007834229126627335,1.0,500.0,0.6164822911377996,0.041631133790360764,0.014996112066000933,4.1579544323155915e-06,1.1184550700709224,0.09609658006229438,0.01111878324081772,0.014024879541693736,0.2227074054012519,0.2227074054012519,0.0,0.027938300670939498,1.0,256.0
