benchmark_id	state_id	candidate_strategy	candidate_rank	node	type	action_key	status	oracle_delta_tc	oracle_delta_fault_coverage	oracle_delta_pattern_count	oracle_test_coverage	oracle_fault_coverage	oracle_hard_fault_count	oracle_undetected_fault_count	oracle_error	eval_dir	reward_pred	fc_pred	guarded_reward	return_pred	hard_reduction_total_pred	hybrid_pred	score_pred	pattern_pred	hard_reduction_sa0_pred	hard_reduction_sa1_pred
subckt_0335	initial	cached_stride	1	__buf_split_5216	control0	__buf_split_5216::control0	ok	0.04235	0.04235	0	0.58621	0.58621	48	48		autoresearch/oracle-action-probe-260629-smallckt/evals/subckt_0335/initial/__buf_split_5216__control0	0.31918448209762573	0.003191844820976257	0.2462923675775528	0.2462923675775528	0.1051497757434845	11.080454424023628	0.31918448209762573	0.41956228017807007	-0.10592487454414368	0.07601386308670044
subckt_0335	initial	cached_stride	2	__buf_split_5216	control1	__buf_split_5216::control1	ok	0.04235	0.04235	0	0.58621	0.58621	48	48		autoresearch/oracle-action-probe-260629-smallckt/evals/subckt_0335/initial/__buf_split_5216__control1	0.3215314745903015	0.003215314745903015	0.25383472442626953	0.25383472442626953	0.1046961098909378	11.044977188110352	0.3215314745903015	0.41465163230895996	-0.10383929312229156	0.07480121403932571
subckt_0335	initial	cached_stride	3	__buf_split_5216	observe	__buf_split_5216::observe	ok	0.01546000000000003	0.01546000000000003	0	0.55932	0.55932	52	52		autoresearch/oracle-action-probe-260629-smallckt/evals/subckt_0335/initial/__buf_split_5216__observe	0.31532496213912964	0.0031532496213912964	0.24430736899375916	0.24430736899375916	0.10438309609889984	10.997941941022873	0.31532496213912964	0.41608697175979614	-0.10315249860286713	0.07536283135414124
subckt_0335	initial	cached_stride	4	new_n7935_	control0	new_n7935_::control0	ok	0.04235	0.04235	0	0.58621	0.58621	48	48		autoresearch/oracle-action-probe-260629-smallckt/evals/subckt_0335/initial/new_n7935___control0	0.31913137435913086	0.0031913137435913086	0.22336149215698242	0.22336149215698242	0.09566518664360046	10.10901153087616	0.31913137435913086	0.3861221671104431	-0.10190601646900177	0.07146880775690079
subckt_0335	initial	cached_stride	5	new_n7935_	control1	new_n7935_::control1	ok	0.04235	0.04235	0	0.58621	0.58621	48	48		autoresearch/oracle-action-probe-260629-smallckt/evals/subckt_0335/initial/new_n7935___control1	0.3192439079284668	0.003192439079284668	0.22753500938415527	0.22753500938415527	0.09505300223827362	10.052079141139984	0.3192439079284668	0.3818342089653015	-0.10019545257091522	0.07051685452461243
subckt_0335	initial	cached_stride	6	new_n7935_	observe	new_n7935_::observe	ok	0.15106000000000008	0.15106000000000008	0	0.6949200000000001	0.6949200000000001	36	36		autoresearch/oracle-action-probe-260629-smallckt/evals/subckt_0335/initial/new_n7935___observe	0.3238806128501892	0.003238806128501892	0.21635819971561432	0.21635819971561432	0.0978584885597229	10.326087668538094	0.3238806128501892	0.3940218687057495	-0.1043558120727539	0.07377152889966965
subckt_0335	initial	cached_stride	7	new_n7960_	control0	new_n7960_::control0	ok	0.05959000000000003	0.05959000000000003	0	0.60345	0.60345	46	46		autoresearch/oracle-action-probe-260629-smallckt/evals/subckt_0335/initial/new_n7960___control0	0.30415695905685425	0.0030415695905685425	0.2405875027179718	0.2405875027179718	0.10600343346595764	11.14508780837059	0.30415695905685425	0.40361785888671875	-0.09665362536907196	0.07135195285081863
subckt_0335	initial	cached_stride	8	new_n7960_	control1	new_n7960_::control1	ok	0.04235	0.04235	0	0.58621	0.58621	48	48		autoresearch/oracle-action-probe-260629-smallckt/evals/subckt_0335/initial/new_n7960___control1	0.3074960708618164	0.003074960708618164	0.2415200173854828	0.2415200173854828	0.10509125888347626	11.058141976594925	0.3074960708618164	0.40382033586502075	-0.09496493637561798	0.07230935245752335
subckt_0335	initial	cached_stride	9	new_n7960_	observe	new_n7960_::observe	ok	0.3374999999999999	0.3374999999999999	0	0.8813599999999999	0.8813599999999999	14	14		autoresearch/oracle-action-probe-260629-smallckt/evals/subckt_0335/initial/new_n7960___observe	0.35806989669799805	0.0035806989669799807	0.20755574107170105	0.20755574107170105	0.09845025837421417	10.410651475191116	0.35806989669799805	0.4098636507987976	-0.10149185359477997	0.08594126254320145
subckt_0335	initial	cached_stride	10	new_n7983_	control0	new_n7983_::control0	ok	0.05096999999999996	0.05096999999999996	0	0.59483	0.59483	47	47		autoresearch/oracle-action-probe-260629-smallckt/evals/subckt_0335/initial/new_n7983___control0	0.32363826036453247	0.0032363826036453246	0.23061898350715637	0.23061898350715637	0.10934112966060638	11.488370209932327	0.32363826036453247	0.43130964040756226	-0.10237018764019012	0.07948137074708939
