timestamp	variant_id	status	best_epoch	predictive_score	hard_macro_f1_tuned	hard_recall_at_top_10pct	hard_reduction_score	hard_count_top10_overlap	scoap_acc_at_005	hard_sa0_pr_auc	hard_sa1_pr_auc	lambda_hard	lambda_hard_count	lambda_hard_reduction	hard_pos_weight_max	hard_negative_sample_ratio	feature_mode	edge_weight_mode	edge_keep_ratio	lambda_fc	run_dir	config_path	checkpoint	metrics_csv	metrics_png	elapsed_sec	error
2026-06-25T12:03:24	lh0p7__lhc0p1__lhr0p5__pw20__ns5__fmtestability__ewfault_path__ek0p6__fc0p0	dry_run										0.7	0.1	0.5	20	5	testability	fault_path	0.6	0.0	autoresearch/predictive-smoke/runs/lh0p7__lhc0p1__lhr0p5__pw20__ns5__fmtestability__ewfault_path__ek0p6__fc0p0	autoresearch/predictive-smoke/configs/lh0p7__lhc0p1__lhr0p5__pw20__ns5__fmtestability__ewfault_path__ek0p6__fc0p0.json					
2026-06-25T12:03:24	lh0p7__lhc0p05__lhr0p5__pw20__ns5__fmtestability__ewfault_path__ek0p6__fc0p0	dry_run										0.7	0.05	0.5	20	5	testability	fault_path	0.6	0.0	autoresearch/predictive-smoke/runs/lh0p7__lhc0p05__lhr0p5__pw20__ns5__fmtestability__ewfault_path__ek0p6__fc0p0	autoresearch/predictive-smoke/configs/lh0p7__lhc0p05__lhr0p5__pw20__ns5__fmtestability__ewfault_path__ek0p6__fc0p0.json					
2026-06-25T12:03:24	lh0p7__lhc0p0__lhr0p5__pw20__ns5__fmtestability__ewfault_path__ek0p6__fc0p0	dry_run										0.7	0.0	0.5	20	5	testability	fault_path	0.6	0.0	autoresearch/predictive-smoke/runs/lh0p7__lhc0p0__lhr0p5__pw20__ns5__fmtestability__ewfault_path__ek0p6__fc0p0	autoresearch/predictive-smoke/configs/lh0p7__lhc0p0__lhr0p5__pw20__ns5__fmtestability__ewfault_path__ek0p6__fc0p0.json					
