step,node,type,score_pred,reward_pred,fc_pred,pattern_pred,return_pred,guarded_reward,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,bounded_residual_hybrid_pred,diversity_penalty
1,__aig_and_418,control0,0.3278590440750122,0.3278590440750122,0.0032785904407501222,0.49588996171951294,0.32035237550735474,0.32035237550735474,0.10244263708591461,-0.16223657131195068,0.11878637224435806,87.47987365722656,24.296390533447266,63.18347930908203,79.05201721191406,21.102828979492188,57.94918441772461,0.09634052217006683,0.13144181668758392,0.08284277468919754,9.634052217006683,10.892475128173828,10.406316563487053,0.0
