checkpoint	score_field	benchmark_id	state_id	prefix_step	candidate_count	selected_action	selected_type	best_action	best_type	top1_hit	type_hit	selected_delta_tc_pp	best_delta_tc_pp	top1_regret_pp	negative_top1	spearman	pairwise_accuracy
type_balanced_rank_best_final_horizon	typed_marginal_pred	subckt_0010	prefix_0001	1	9	new_n16252_::control1	control1	new_n16252_::control1	control1	1	1	5.8509999999999955	5.8509999999999955	0.0	0	0.7628214415734117	0.8181818181818182
type_balanced_rank_best_final_horizon	typed_return_pred	subckt_0010	prefix_0001	1	9	new_n16252_::control1	control1	new_n16252_::control1	control1	1	1	5.8509999999999955	5.8509999999999955	0.0	0	0.8136762043449725	0.8787878787878788
type_balanced_rank_best_final_horizon	typed_sa_reduction_total_pred	subckt_0010	prefix_0001	1	9	new_n14127_::observe	observe	new_n16252_::control1	control1	0	0	-0.3990000000000049	5.8509999999999955	6.25	1	-0.2881769890388444	0.36363636363636365
type_balanced_rank_best_final_horizon	typed_marginal_pred	subckt_0010	prefix_0002	2	9	new_n21571_::control0	control0	new_n14125_::observe	observe	0	0	-0.264999999999993	0.08000000000000229	0.3449999999999953	1	-0.5744562646538028	0.26666666666666666
type_balanced_rank_best_final_horizon	typed_return_pred	subckt_0010	prefix_0002	2	9	new_n21571_::control0	control0	new_n14125_::observe	observe	0	0	-0.264999999999993	0.08000000000000229	0.3449999999999953	1	-0.7050145066205763	0.23333333333333334
type_balanced_rank_best_final_horizon	typed_sa_reduction_total_pred	subckt_0010	prefix_0002	2	9	new_n14126_::observe	observe	new_n14125_::observe	observe	0	1	0.08000000000000229	0.08000000000000229	0.0	0	0.9052038109696288	0.9333333333333333
type_balanced_rank_best_final_horizon	typed_marginal_pred	subckt_0010	prefix_0004	4	9	new_n16287_::observe	observe	new_n16287_::observe	observe	1	1	0.270999999999999	0.270999999999999	0.0	0	0.49543369430686224	0.76
type_balanced_rank_best_final_horizon	typed_return_pred	subckt_0010	prefix_0004	4	9	new_n16287_::observe	observe	new_n16287_::observe	observe	1	1	0.270999999999999	0.270999999999999	0.0	0	0.5046083923495819	0.76
type_balanced_rank_best_final_horizon	typed_sa_reduction_total_pred	subckt_0010	prefix_0004	4	9	new_n14130_::observe	observe	new_n16287_::observe	observe	0	1	0.10000000000001119	0.270999999999999	0.17099999999998783	0	0.8532469179729294	0.92
type_balanced_rank_best_final_horizon	typed_marginal_pred	subckt_0010	prefix_0008	8	9	new_n13603_::control1	control1	__buf_split_5977::observe	observe	0	0	-0.2870000000000039	0.09999999999998899	0.3869999999999929	1	-0.14852213144650114	0.42857142857142855
