node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
__aig_and_14874,1,0,0,0,1
__aig_not_14875,1,0,1,0,0
__aig_not_14877,1,0,1,0,0
__aig_not_14879,1,0,1,0,0
__aig_not_14881,1,0,1,0,0
__aig_not_14883,1,0,1,0,0
__aig_not_14885,1,0,1,0,0
__aig_not_14887,1,0,1,0,0
__aig_not_14889,1,0,1,0,0
__aig_not_14893,1,0,1,0,0
__buf_split_8026,1,0,1,0,0
__buf_split_8027,1,0,1,0,0
__buf_split_8028,1,0,1,0,0
__buf_split_8029,1,0,1,0,0
__buf_split_8030,1,0,1,0,0
__buf_split_8031,1,0,1,0,0
__buf_split_8032,1,0,1,0,0
__buf_split_8034,1,0,1,0,0
