line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
1,__buf_split_1177->new_n1592_ /1 undetected,input_edge,__buf_split_1177,new_n1592_,new_n1592_,1,undetected,new_n1592_,new_n1592_,new_n1592_,sa1,1
2,new_n1621_ /1 undetected,output,,new_n1621_,new_n1621_,1,undetected,new_n1621_,new_n1621_,new_n1621_,sa1,1
