timestamp	variant_id	status	benchmark_id	logic_gates	budget_mode	budget	planner	beam_objective	score_field	beam_width	lookahead_depth	max_candidates	discount_gamma	candidate_strategy	candidate_diversity_penalty	candidate_diversity_depth	patterns	seed	plan_score_sum	plan_reward_sum	plan_fc_sum	plan_return_sum	plan_sequence_sum	plan_objective_sum	delta_test_coverage	delta_fault_coverage	delta_pattern_count	plan_csv	eval_dir	elapsed_sec	error
2026-06-26T20:27:21	beam__cumulative__guarded_reward__bw2__d2__c32__g1p0__candffr_hier__div0p0	ok	b17_C	137128	fixed	5	beam	cumulative	guarded_reward	2	2	32	1.0	ffr_hier	0.0	4	50000	2026	1.6531095057725906	1.6531095057725906	0.016531095057725907	1.0276754572987556	3.669080324470997	1.808500550687313	-0.010830000000000006	-0.010830000000000006	0	autoresearch/safe-rollout-b17-candidates-260626-2002-par/runs/ffr_hier__guarded_reward__cumulative__div0p00__d4/plans/b17_C__beam__cumulative__guarded_reward__bw2__d2__c32__g1p0__candffr_hier__div0p0.csv	autoresearch/safe-rollout-b17-candidates-260626-2002-par/runs/ffr_hier__guarded_reward__cumulative__div0p00__d4/evals/b17_C__beam__cumulative__guarded_reward__bw2__d2__c32__g1p0__candffr_hier__div0p0	437.269	
