benchmark_id,sequence_id,step,net,type,status
subckt_0266,onpolicy:subckt_0266,8,new_n29146,observe,ok
subckt_0266,onpolicy:subckt_0266,9,__aig_not_62966,control0,ok
subckt_0266,onpolicy:subckt_0266,10,__aig_and_62955,control0,ok
subckt_0266,onpolicy:subckt_0266,11,__aig_and_62965,control1,ok
subckt_0266,onpolicy:subckt_0266,12,__aig_not_62927,control0,ok
subckt_0266,onpolicy:subckt_0266,13,__aig_and_34071,control0,ok
subckt_0266,onpolicy:subckt_0266,14,__aig_and_34003,control0,ok
subckt_0266,onpolicy:subckt_0266,15,__aig_and_62884,observe,ok
subckt_0266,onpolicy:subckt_0266,16,__aig_and_62427,observe,ok
subckt_0266,onpolicy:subckt_0266,17,__aig_and_33731,control0,ok
subckt_0266,onpolicy:subckt_0266,18,__aig_and_31964,control0,ok
subckt_0266,onpolicy:subckt_0266,19,__aig_and_62531,control0,ok
subckt_0266,onpolicy:subckt_0266,20,__aig_not_63448,control0,ok
subckt_0266,onpolicy:subckt_0266,21,new_n29160,control0,ok
subckt_0266,onpolicy:subckt_0266,22,__aig_not_62513,control0,ok
subckt_0266,onpolicy:subckt_0266,23,__buf_split_40826,control0,ok
subckt_0266,onpolicy:subckt_0266,24,__aig_not_62957,control0,ok
subckt_0266,onpolicy:subckt_0266,25,__aig_not_62510,control0,ok
subckt_0266,onpolicy:subckt_0266,26,__buf_split_40498,control0,ok
subckt_0266,onpolicy:subckt_0266,27,__aig_not_62484,control0,ok
subckt_0266,onpolicy:subckt_0266,28,__aig_not_62486,control0,ok
subckt_0266,onpolicy:subckt_0266,29,__aig_not_34099,control0,ok
subckt_0266,onpolicy:subckt_0266,30,__aig_not_33703,control0,ok
subckt_0266,onpolicy:subckt_0266,31,__aig_not_34073,control0,ok
subckt_0266,onpolicy:subckt_0266,32,__aig_not_62555,control0,ok
subckt_0279,onpolicy:subckt_0279,1,new_n50721_,control1,ok
subckt_0279,onpolicy:subckt_0279,2,new_n48578_,observe,ok
subckt_0279,onpolicy:subckt_0279,3,new_n47891_,control1,ok
subckt_0279,onpolicy:subckt_0279,4,new_n47870_,control0,ok
subckt_0279,onpolicy:subckt_0279,5,new_n47885_,control0,ok
subckt_0279,onpolicy:subckt_0279,6,__buf_split_8,control0,ok
subckt_0279,onpolicy:subckt_0279,7,__buf_split_6,control0,ok
subckt_0279,onpolicy:subckt_0279,8,__buf_split_5,control0,ok
subckt_0279,onpolicy:subckt_0279,9,__buf_split_15402,control0,ok
subckt_0279,onpolicy:subckt_0279,10,new_n50744_,control0,ok
subckt_0279,onpolicy:subckt_0279,11,__buf_split_13993,control1,ok
subckt_0279,onpolicy:subckt_0279,12,new_n47867_,control1,ok
subckt_0279,onpolicy:subckt_0279,13,__buf_split_13996,control0,ok
subckt_0279,onpolicy:subckt_0279,14,__buf_split_38,control0,ok
subckt_0279,onpolicy:subckt_0279,15,__buf_split_41,control0,ok
subckt_0279,onpolicy:subckt_0279,16,__buf_split_35,control0,ok
subckt_0279,onpolicy:subckt_0279,17,__buf_split_29,control0,ok
subckt_0279,onpolicy:subckt_0279,18,__buf_split_28,control0,ok
subckt_0279,onpolicy:subckt_0279,19,__buf_split_211,control0,ok
subckt_0279,onpolicy:subckt_0279,20,__buf_split_212,control0,ok
subckt_0279,onpolicy:subckt_0279,21,new_n48732_,control0,ok
subckt_0279,onpolicy:subckt_0279,22,new_n47878_,control0,ok
subckt_0279,onpolicy:subckt_0279,23,new_n48566_,control0,ok
subckt_0279,onpolicy:subckt_0279,24,new_n48582_,control0,ok
subckt_0279,onpolicy:subckt_0279,25,new_n22195_,control0,ok
subckt_0279,onpolicy:subckt_0279,26,__buf_split_15426,control0,ok
subckt_0279,onpolicy:subckt_0279,27,__buf_split_23,control0,ok
subckt_0279,onpolicy:subckt_0279,28,new_n22899_,control0,ok
subckt_0279,onpolicy:subckt_0279,29,__buf_split_7,control0,ok
subckt_0279,onpolicy:subckt_0279,30,__buf_split_25,control0,ok
subckt_0279,onpolicy:subckt_0279,31,__buf_split_32,control0,ok
subckt_0279,onpolicy:subckt_0279,32,__buf_split_13501,control0,ok
subckt_0295,onpolicy:subckt_0295,1,__buf_split_73,control1,ok
subckt_0295,onpolicy:subckt_0295,2,__aig_and_190,observe,ok
subckt_0295,onpolicy:subckt_0295,3,__buf_split_149,control0,ok
subckt_0295,onpolicy:subckt_0295,4,159,control0,ok
subckt_0295,onpolicy:subckt_0295,5,__buf_split_270,control0,ok
subckt_0295,onpolicy:subckt_0295,6,428,control0,ok
subckt_0295,onpolicy:subckt_0295,7,154,control0,ok
subckt_0295,onpolicy:subckt_0295,8,__aig_not_335,control0,ok
subckt_0295,onpolicy:subckt_0295,9,__buf_split_204,observe,ok
subckt_0295,onpolicy:subckt_0295,10,__aig_and_352,control1,ok
subckt_0295,onpolicy:subckt_0295,11,__aig_and_327,observe,ok
subckt_0295,onpolicy:subckt_0295,12,360,control0,ok
subckt_0295,onpolicy:subckt_0295,13,__buf_split_266,control0,ok
subckt_0295,onpolicy:subckt_0295,14,__buf_split_264,control0,ok
subckt_0295,onpolicy:subckt_0295,15,__aig_not_143,control0,ok
subckt_0295,onpolicy:subckt_0295,16,__aig_not_118,control0,ok
subckt_0295,onpolicy:subckt_0295,17,__aig_and_344,observe,ok
subckt_0295,onpolicy:subckt_0295,18,__aig_and_355,control1,ok
subckt_0295,onpolicy:subckt_0295,19,370,control0,ok
subckt_0295,onpolicy:subckt_0295,20,380,control0,ok
subckt_0295,onpolicy:subckt_0295,21,__aig_and_324,observe,ok
subckt_0295,onpolicy:subckt_0295,22,__aig_and_319,observe,ok
subckt_0295,onpolicy:subckt_0295,23,__aig_and_178,control1,ok
subckt_0295,onpolicy:subckt_0295,24,__aig_and_316,observe,ok
subckt_0295,onpolicy:subckt_0295,25,__aig_and_4,observe,ok
subckt_0295,onpolicy:subckt_0295,26,147,control0,ok
subckt_0295,onpolicy:subckt_0295,27,__aig_and_288,control1,ok
subckt_0295,onpolicy:subckt_0295,28,__aig_and_44,observe,ok
subckt_0295,onpolicy:subckt_0295,29,__aig_and_331,control1,ok
subckt_0295,onpolicy:subckt_0295,30,135,control0,ok
subckt_0295,onpolicy:subckt_0295,31,151,control0,ok
subckt_0295,onpolicy:subckt_0295,32,143,control0,ok
subckt_0301,onpolicy:subckt_0301,1,I547,control0,ok
subckt_0301,onpolicy:subckt_0301,2,__buf_split_49,observe,ok
subckt_0301,onpolicy:subckt_0301,3,__aig_and_144,observe,ok
subckt_0301,onpolicy:subckt_0301,4,__buf_split_25,observe,ok
subckt_0301,onpolicy:subckt_0301,5,__buf_split_42,control1,ok
subckt_0301,onpolicy:subckt_0301,6,__aig_and_63,observe,ok
subckt_0301,onpolicy:subckt_0301,7,__buf_split_240,control0,ok
subckt_0301,onpolicy:subckt_0301,8,__aig_and_145,observe,ok
subckt_0301,onpolicy:subckt_0301,9,__buf_split_55,control1,ok
subckt_0301,onpolicy:subckt_0301,10,__buf_split_30,control1,ok
subckt_0301,onpolicy:subckt_0301,11,G137,control0,ok
subckt_0301,onpolicy:subckt_0301,12,__buf_split_149,observe,ok
subckt_0301,onpolicy:subckt_0301,13,I293,observe,ok
subckt_0301,onpolicy:subckt_0301,14,__aig_and_92,observe,ok
subckt_0301,onpolicy:subckt_0301,15,__buf_split_96,observe,ok
subckt_0301,onpolicy:subckt_0301,16,__aig_not_56,control0,ok
subckt_0301,onpolicy:subckt_0301,17,I372,control0,ok
subckt_0301,onpolicy:subckt_0301,18,__aig_not_119,control0,ok
subckt_0301,onpolicy:subckt_0301,19,__aig_not_114,control0,ok
subckt_0301,onpolicy:subckt_0301,20,G86,control1,ok
subckt_0301,onpolicy:subckt_0301,21,__aig_not_109,control0,ok
subckt_0301,onpolicy:subckt_0301,22,__aig_not_51,observe,ok
subckt_0301,onpolicy:subckt_0301,23,I538,control0,ok
subckt_0301,onpolicy:subckt_0301,24,I258,control0,ok
subckt_0301,onpolicy:subckt_0301,25,G88,control1,ok
subckt_0301,onpolicy:subckt_0301,26,I360,control0,ok
subckt_0301,onpolicy:subckt_0301,27,G89,control1,ok
subckt_0301,onpolicy:subckt_0301,28,G87,control1,ok
subckt_0301,onpolicy:subckt_0301,29,G103BF,control0,ok
subckt_0301,onpolicy:subckt_0301,30,G280,control0,ok
subckt_0301,onpolicy:subckt_0301,31,G208,control0,ok
subckt_0301,onpolicy:subckt_0301,32,G212,control0,ok
subckt_0304,onpolicy:subckt_0304,1,new_n654_,observe,ok
subckt_0304,onpolicy:subckt_0304,2,new_n2688_,observe,ok
subckt_0304,onpolicy:subckt_0304,3,new_n1024_,observe,ok
subckt_0304,onpolicy:subckt_0304,4,__buf_split_383,control0,ok
subckt_0304,onpolicy:subckt_0304,5,__buf_split_200,control0,ok
subckt_0304,onpolicy:subckt_0304,6,new_n283_,control1,ok
subckt_0304,onpolicy:subckt_0304,7,new_n541_,control1,ok
subckt_0304,onpolicy:subckt_0304,8,new_n855_,control1,ok
subckt_0304,onpolicy:subckt_0304,9,new_n2826_,control1,ok
subckt_0304,onpolicy:subckt_0304,10,new_n1216_,control1,ok
subckt_0304,onpolicy:subckt_0304,11,new_n564_,control0,ok
subckt_0304,onpolicy:subckt_0304,12,new_n571_,observe,ok
subckt_0304,onpolicy:subckt_0304,13,v26.10,control0,ok
subckt_0304,onpolicy:subckt_0304,14,__buf_split_201,control0,ok
subckt_0304,onpolicy:subckt_0304,15,v26.3,control0,ok
subckt_0304,onpolicy:subckt_0304,16,__buf_split_382,control0,ok
subckt_0304,onpolicy:subckt_0304,17,new_n639_,observe,ok
subckt_0304,onpolicy:subckt_0304,18,__buf_split_403,control0,ok
subckt_0304,onpolicy:subckt_0304,19,v26.2,control0,ok
subckt_0304,onpolicy:subckt_0304,20,__buf_split_402,control0,ok
subckt_0304,onpolicy:subckt_0304,21,new_n573_,control1,ok
subckt_0304,onpolicy:subckt_0304,22,new_n2680_,observe,ok
subckt_0304,onpolicy:subckt_0304,23,new_n563_,control1,ok
subckt_0304,onpolicy:subckt_0304,24,new_n854_,control0,ok
subckt_0304,onpolicy:subckt_0304,25,new_n1215_,control0,ok
subckt_0304,onpolicy:subckt_0304,26,new_n2791_,control0,ok
subckt_0304,onpolicy:subckt_0304,27,new_n1012_,observe,ok
subckt_0304,onpolicy:subckt_0304,28,new_n2698_,observe,ok
subckt_0304,onpolicy:subckt_0304,29,__buf_split_404,control0,ok
subckt_0304,onpolicy:subckt_0304,30,new_n1062_,observe,ok
subckt_0304,onpolicy:subckt_0304,31,new_n697_,observe,ok
subckt_0304,onpolicy:subckt_0304,32,new_n641_,observe,ok
subckt_0307,onpolicy:subckt_0307,1,__buf_split_360,control0,ok
subckt_0307,onpolicy:subckt_0307,2,__aig_and_541,observe,ok
subckt_0307,onpolicy:subckt_0307,3,__aig_and_173,observe,ok
subckt_0307,onpolicy:subckt_0307,4,__buf_split_527,control1,ok
subckt_0307,onpolicy:subckt_0307,5,U451,control0,ok
subckt_0307,onpolicy:subckt_0307,6,__buf_split_428,control1,ok
subckt_0307,onpolicy:subckt_0307,7,__buf_split_168,control0,ok
subckt_0307,onpolicy:subckt_0307,8,R254_U87,control0,ok
subckt_0307,onpolicy:subckt_0307,9,GT_80_U7,observe,ok
subckt_0307,onpolicy:subckt_0307,10,__buf_split_749,control0,ok
subckt_0307,onpolicy:subckt_0307,11,U350,control1,ok
subckt_0307,onpolicy:subckt_0307,12,__buf_split_524,control0,ok
subckt_0307,onpolicy:subckt_0307,13,__aig_and_282,control1,ok
subckt_0307,onpolicy:subckt_0307,14,__buf_split_760,control0,ok
subckt_0307,onpolicy:subckt_0307,15,__aig_and_130,control0,ok
subckt_0307,onpolicy:subckt_0307,16,R229_U112,observe,ok
subckt_0307,onpolicy:subckt_0307,17,__buf_split_311,control0,ok
subckt_0307,onpolicy:subckt_0307,18,R248_U51,control0,ok
subckt_0307,onpolicy:subckt_0307,19,__buf_split_234,observe,ok
subckt_0307,onpolicy:subckt_0307,20,__buf_split_628,observe,ok
subckt_0307,onpolicy:subckt_0307,21,__aig_and_517,control1,ok
subckt_0307,onpolicy:subckt_0307,22,__buf_split_326,observe,ok
subckt_0307,onpolicy:subckt_0307,23,R254_U86,control0,ok
subckt_0307,onpolicy:subckt_0307,24,__buf_split_328,observe,ok
subckt_0307,onpolicy:subckt_0307,25,__buf_split_325,observe,ok
subckt_0307,onpolicy:subckt_0307,26,R229_U49,control0,ok
subckt_0307,onpolicy:subckt_0307,27,__aig_and_82,control1,ok
subckt_0307,onpolicy:subckt_0307,28,__aig_and_551,control0,ok
subckt_0307,onpolicy:subckt_0307,29,__aig_not_444,control0,ok
subckt_0307,onpolicy:subckt_0307,30,U560,control0,ok
subckt_0307,onpolicy:subckt_0307,31,U351,control1,ok
subckt_0307,onpolicy:subckt_0307,32,__buf_split_526,control0,ok
subckt_0350,onpolicy:subckt_0350,1,__aig_not_199,control1,ok
subckt_0350,onpolicy:subckt_0350,2,__buf_split_146,control1,ok
subckt_0350,onpolicy:subckt_0350,3,__aig_and_67,control1,ok
subckt_0350,onpolicy:subckt_0350,4,II611_3,control1,ok
subckt_0350,onpolicy:subckt_0350,5,__aig_and_74,control1,ok
subckt_0350,onpolicy:subckt_0350,6,__aig_and_188,control1,ok
subckt_0350,onpolicy:subckt_0350,7,__aig_and_218,control1,ok
subckt_0350,onpolicy:subckt_0350,8,__aig_and_63,control1,ok
subckt_0350,onpolicy:subckt_0350,9,__aig_and_176,control1,ok
subckt_0350,onpolicy:subckt_0350,10,__aig_and_68,control1,ok
subckt_0350,onpolicy:subckt_0350,11,__aig_and_69,control1,ok
subckt_0350,onpolicy:subckt_0350,12,__aig_and_64,control1,ok
subckt_0350,onpolicy:subckt_0350,13,__buf_split_188,control0,ok
subckt_0350,onpolicy:subckt_0350,14,__buf_split_183,control0,ok
subckt_0350,onpolicy:subckt_0350,15,__buf_split_26,control0,ok
subckt_0350,onpolicy:subckt_0350,16,__buf_split_37,control0,ok
subckt_0350,onpolicy:subckt_0350,17,__buf_split_178,control0,ok
subckt_0350,onpolicy:subckt_0350,18,II613,control0,ok
subckt_0350,onpolicy:subckt_0350,19,__aig_not_197,control0,ok
subckt_0350,onpolicy:subckt_0350,20,__aig_not_175,control0,ok
subckt_0350,onpolicy:subckt_0350,21,II675,control0,ok
subckt_0350,onpolicy:subckt_0350,22,__buf_split_182,control0,ok
subckt_0350,onpolicy:subckt_0350,23,__buf_split_34,control0,ok
subckt_0350,onpolicy:subckt_0350,24,__buf_split_44,control0,ok
subckt_0350,onpolicy:subckt_0350,25,__buf_split_38,control0,ok
subckt_0350,onpolicy:subckt_0350,26,__buf_split_189,control0,ok
subckt_0350,onpolicy:subckt_0350,27,__buf_split_181,control0,ok
subckt_0350,onpolicy:subckt_0350,28,__aig_not_219,control0,ok
subckt_0350,onpolicy:subckt_0350,29,II776,control0,ok
subckt_0350,onpolicy:subckt_0350,30,II788,control0,ok
subckt_0350,onpolicy:subckt_0350,31,__aig_not_201,control0,ok
subckt_0350,onpolicy:subckt_0350,32,II708,control0,ok
subckt_0362,onpolicy:subckt_0362,1,new_n50721_,control1,ok
subckt_0362,onpolicy:subckt_0362,2,__buf_split_13993,observe,ok
subckt_0362,onpolicy:subckt_0362,3,new_n48574_,control1,ok
subckt_0362,onpolicy:subckt_0362,4,new_n83284_,control1,ok
subckt_0362,onpolicy:subckt_0362,5,ys__n17526,control1,ok
subckt_0362,onpolicy:subckt_0362,6,new_n50740_,control1,ok
subckt_0362,onpolicy:subckt_0362,7,new_n47866_,control0,ok
subckt_0362,onpolicy:subckt_0362,8,new_n47869_,control0,ok
subckt_0362,onpolicy:subckt_0362,9,new_n83301_,control0,ok
subckt_0362,onpolicy:subckt_0362,10,__buf_split_13994,observe,ok
subckt_0362,onpolicy:subckt_0362,11,new_n47889_,control1,ok
subckt_0362,onpolicy:subckt_0362,12,new_n50732_,control0,ok
subckt_0362,onpolicy:subckt_0362,13,new_n22106_,control0,ok
subckt_0362,onpolicy:subckt_0362,14,new_n22103_,control0,ok
subckt_0362,onpolicy:subckt_0362,15,new_n48566_,control0,ok
subckt_0362,onpolicy:subckt_0362,16,new_n48575_,observe,ok
subckt_0362,onpolicy:subckt_0362,17,__buf_split_15426,control0,ok
subckt_0362,onpolicy:subckt_0362,18,new_n47881_,control0,ok
subckt_0362,onpolicy:subckt_0362,19,new_n48728_,observe,ok
subckt_0362,onpolicy:subckt_0362,20,new_n48648_,observe,ok
subckt_0362,onpolicy:subckt_0362,21,new_n47871_,control1,ok
subckt_0362,onpolicy:subckt_0362,22,__buf_split_13498,control0,ok
subckt_0362,onpolicy:subckt_0362,23,new_n22143_,control0,ok
subckt_0362,onpolicy:subckt_0362,24,new_n22146_,control0,ok
subckt_0362,onpolicy:subckt_0362,25,__buf_split_5,control0,ok
subckt_0362,onpolicy:subckt_0362,26,new_n47873_,control0,ok
subckt_0362,onpolicy:subckt_0362,27,new_n48601_,observe,ok
subckt_0362,onpolicy:subckt_0362,28,new_n48732_,control0,ok
subckt_0362,onpolicy:subckt_0362,29,new_n47880_,control1,ok
subckt_0362,onpolicy:subckt_0362,30,new_n48681_,observe,ok
subckt_0362,onpolicy:subckt_0362,31,new_n22150_,control0,ok
subckt_0362,onpolicy:subckt_0362,32,new_n47879_,control1,ok
subckt_0374,onpolicy:subckt_0374,1,__buf_split_214,control1,ok
subckt_0374,onpolicy:subckt_0374,2,__aig_and_346,observe,ok
subckt_0374,onpolicy:subckt_0374,3,__buf_split_73,control1,ok
subckt_0374,onpolicy:subckt_0374,4,__buf_split_71,control0,ok
subckt_0374,onpolicy:subckt_0374,5,__aig_and_300,observe,ok
subckt_0374,onpolicy:subckt_0374,6,425,control0,ok
subckt_0374,onpolicy:subckt_0374,7,__aig_not_138,observe,ok
subckt_0374,onpolicy:subckt_0374,8,__aig_and_330,observe,ok
subckt_0374,onpolicy:subckt_0374,9,__buf_split_260,control0,ok
subckt_0374,onpolicy:subckt_0374,10,__buf_split_69,control0,ok
subckt_0374,onpolicy:subckt_0374,11,__aig_and_298,observe,ok
subckt_0374,onpolicy:subckt_0374,12,__aig_and_297,observe,ok
subckt_0374,onpolicy:subckt_0374,13,__aig_and_286,control1,ok
subckt_0374,onpolicy:subckt_0374,14,422,control0,ok
subckt_0374,onpolicy:subckt_0374,15,__aig_and_299,observe,ok
subckt_0374,onpolicy:subckt_0374,16,374,control0,ok
subckt_0374,onpolicy:subckt_0374,17,__aig_and_13,control1,ok
subckt_0374,onpolicy:subckt_0374,18,174,control0,ok
subckt_0374,onpolicy:subckt_0374,19,370,control0,ok
subckt_0374,onpolicy:subckt_0374,20,__aig_not_58,observe,ok
subckt_0374,onpolicy:subckt_0374,21,__aig_and_249,observe,ok
subckt_0374,onpolicy:subckt_0374,22,__buf_split_259,control0,ok
subckt_0374,onpolicy:subckt_0374,23,__aig_and_11,control1,ok
subckt_0374,onpolicy:subckt_0374,24,__buf_split_243,control0,ok
subckt_0374,onpolicy:subckt_0374,25,__buf_split_249,control0,ok
subckt_0374,onpolicy:subckt_0374,26,__aig_and_327,observe,ok
subckt_0374,onpolicy:subckt_0374,27,__aig_and_1,control1,ok
subckt_0374,onpolicy:subckt_0374,28,__buf_split_28,control0,ok
subckt_0374,onpolicy:subckt_0374,29,150,control0,ok
subckt_0374,onpolicy:subckt_0374,30,__buf_split_30,control0,ok
subckt_0374,onpolicy:subckt_0374,31,371,observe,ok
subckt_0374,onpolicy:subckt_0374,32,393,control0,ok
subckt_0375,onpolicy:subckt_0375,1,__buf_split_384,control1,ok
subckt_0375,onpolicy:subckt_0375,2,new_n30440_,observe,ok
subckt_0375,onpolicy:subckt_0375,3,__buf_split_375,control1,ok
subckt_0375,onpolicy:subckt_0375,4,__buf_split_26100,observe,ok
subckt_0375,onpolicy:subckt_0375,5,__buf_split_25700,control1,ok
subckt_0375,onpolicy:subckt_0375,6,__buf_split_24710,control0,ok
subckt_0375,onpolicy:subckt_0375,7,__buf_split_28249,control0,ok
subckt_0375,onpolicy:subckt_0375,8,__buf_split_27191,control1,ok
subckt_0375,onpolicy:subckt_0375,9,__buf_split_23848,control0,ok
subckt_0375,onpolicy:subckt_0375,10,new_n33302_,control1,ok
subckt_0375,onpolicy:subckt_0375,11,new_n33304_,control1,ok
subckt_0375,onpolicy:subckt_0375,12,new_n30206_,control0,ok
subckt_0375,onpolicy:subckt_0375,13,new_n27832_,control1,ok
subckt_0375,onpolicy:subckt_0375,14,new_n33614_,control0,ok
subckt_0375,onpolicy:subckt_0375,15,new_n29002_,control1,ok
subckt_0375,onpolicy:subckt_0375,16,new_n29633_,control0,ok
subckt_0375,onpolicy:subckt_0375,17,new_n28037_,control1,ok
subckt_0375,onpolicy:subckt_0375,18,new_n33313_,control1,ok
subckt_0375,onpolicy:subckt_0375,19,__buf_split_25696,control0,ok
subckt_0375,onpolicy:subckt_0375,20,new_n33290_,control1,ok
subckt_0375,onpolicy:subckt_0375,21,new_n29627_,control0,ok
subckt_0375,onpolicy:subckt_0375,22,new_n548_,control0,ok
subckt_0375,onpolicy:subckt_0375,23,new_n30448_,control0,ok
subckt_0375,onpolicy:subckt_0375,24,new_n29858_,control0,ok
subckt_0375,onpolicy:subckt_0375,25,new_n29855_,control0,ok
subckt_0375,onpolicy:subckt_0375,26,new_n29852_,control0,ok
subckt_0375,onpolicy:subckt_0375,27,new_n555_,control0,ok
subckt_0375,onpolicy:subckt_0375,28,new_n29650_,control0,ok
subckt_0375,onpolicy:subckt_0375,29,new_n29630_,control0,ok
subckt_0375,onpolicy:subckt_0375,30,new_n550_,control0,ok
subckt_0375,onpolicy:subckt_0375,31,new_n30196_,control0,ok
subckt_0375,onpolicy:subckt_0375,32,new_n33308_,control1,ok
subckt_0391,onpolicy:subckt_0391,1,I222,observe,ok
subckt_0391,onpolicy:subckt_0391,2,__aig_not_99,observe,ok
subckt_0391,onpolicy:subckt_0391,3,I687,control0,ok
subckt_0391,onpolicy:subckt_0391,4,G356,control0,ok
subckt_0391,onpolicy:subckt_0391,5,G393,control0,ok
subckt_0391,onpolicy:subckt_0391,6,G119,control0,ok
subckt_0391,onpolicy:subckt_0391,7,G111,control0,ok
subckt_0391,onpolicy:subckt_0391,8,G115,control0,ok
subckt_0391,onpolicy:subckt_0391,9,G214,control0,ok
subckt_0391,onpolicy:subckt_0391,10,G234,observe,ok
subckt_0391,onpolicy:subckt_0391,11,G331,control0,ok
subckt_0391,onpolicy:subckt_0391,12,__aig_and_65,observe,ok
subckt_0391,onpolicy:subckt_0391,13,G212,control0,ok
subckt_0391,onpolicy:subckt_0391,14,G232,observe,ok
subckt_0391,onpolicy:subckt_0391,15,G233,observe,ok
subckt_0391,onpolicy:subckt_0391,16,__aig_not_49,observe,ok
subckt_0391,onpolicy:subckt_0391,17,G87,control1,ok
subckt_0391,onpolicy:subckt_0391,18,I386,control0,ok
subckt_0391,onpolicy:subckt_0391,19,__aig_not_45,observe,ok
subckt_0391,onpolicy:subckt_0391,20,G347,control1,ok
subckt_0391,onpolicy:subckt_0391,21,G90,control1,ok
subckt_0391,onpolicy:subckt_0391,22,G86,control1,ok
subckt_0391,onpolicy:subckt_0391,23,__buf_split_103,observe,ok
subckt_0391,onpolicy:subckt_0391,24,G358,control1,ok
subckt_0391,onpolicy:subckt_0391,25,__aig_not_55,observe,ok
subckt_0391,onpolicy:subckt_0391,26,__buf_split_200,observe,ok
subckt_0391,onpolicy:subckt_0391,27,I199,observe,ok
subckt_0391,onpolicy:subckt_0391,28,I208,observe,ok
subckt_0391,onpolicy:subckt_0391,29,__aig_and_2,control0,ok
subckt_0391,onpolicy:subckt_0391,30,G341,control1,ok
subckt_0391,onpolicy:subckt_0391,31,__buf_split_67,observe,ok
subckt_0391,onpolicy:subckt_0391,32,I643,control0,ok
subckt_0393,onpolicy:subckt_0393,1,__buf_split_157,control1,ok
subckt_0393,onpolicy:subckt_0393,2,__aig_and_225,observe,ok
subckt_0393,onpolicy:subckt_0393,3,__aig_and_182,observe,ok
subckt_0393,onpolicy:subckt_0393,4,370,control0,ok
subckt_0393,onpolicy:subckt_0393,5,__aig_not_241,control0,ok
subckt_0393,onpolicy:subckt_0393,6,__aig_and_12,control1,ok
subckt_0393,onpolicy:subckt_0393,7,__aig_not_232,control0,ok
subckt_0393,onpolicy:subckt_0393,8,__aig_not_215,control0,ok
subckt_0393,onpolicy:subckt_0393,9,__aig_not_207,control0,ok
subckt_0393,onpolicy:subckt_0393,10,__aig_not_199,control0,ok
subckt_0393,onpolicy:subckt_0393,11,334,control0,ok
subckt_0393,onpolicy:subckt_0393,12,329,control0,ok
subckt_0393,onpolicy:subckt_0393,13,336,control0,ok
subckt_0393,onpolicy:subckt_0393,14,338,control0,ok
subckt_0393,onpolicy:subckt_0393,15,__aig_and_119,observe,ok
subckt_0393,onpolicy:subckt_0393,16,__buf_split_159,control1,ok
subckt_0393,onpolicy:subckt_0393,17,__aig_and_290,observe,ok
subckt_0393,onpolicy:subckt_0393,18,340,control0,ok
subckt_0393,onpolicy:subckt_0393,19,__aig_and_248,observe,ok
subckt_0393,onpolicy:subckt_0393,20,342,control0,ok
subckt_0393,onpolicy:subckt_0393,21,__buf_split_214,control1,ok
subckt_0393,onpolicy:subckt_0393,22,__aig_and_266,observe,ok
subckt_0393,onpolicy:subckt_0393,23,347,control0,ok
subckt_0393,onpolicy:subckt_0393,24,346,control0,ok
subckt_0393,onpolicy:subckt_0393,25,__aig_and_273,observe,ok
subckt_0393,onpolicy:subckt_0393,26,344,control0,ok
subckt_0393,onpolicy:subckt_0393,27,__aig_and_257,observe,ok
subckt_0393,onpolicy:subckt_0393,28,357,control1,ok
subckt_0393,onpolicy:subckt_0393,29,__aig_and_194,control1,ok
subckt_0393,onpolicy:subckt_0393,30,__aig_and_193,control1,ok
subckt_0393,onpolicy:subckt_0393,31,__aig_not_250,control0,ok
subckt_0393,onpolicy:subckt_0393,32,__aig_and_192,control1,ok
