benchmark_id	status	baseline_test_coverage	final_test_coverage	delta_test_coverage	baseline_fault_coverage	final_fault_coverage	delta_fault_coverage	pattern_count	effective_pattern_count	rows	plan_csv	eval_dir	elapsed_sec	error
iscas99__b17	ok	0.85623	0.9154000000000001	0.059170000000000056	0.85623	0.9154000000000001	0.059170000000000056	300000	2647	2	autoresearch/improve-260716-1344/round18_b17_pair_search/pair_0_7/plans/iscas99__b17.csv	autoresearch/improve-260716-1344/round18_b17_pair_search/pair_0_7/evaluation/evals/iscas99__b17	113.649	
