checkpoint,epoch,samples,latent_smooth_l1,scoap_mae,delta_scoap_mae,hard_bce,hard_sa0_precision,hard_sa0_recall,hard_sa0_f1,hard_sa0_pr_auc,hard_sa1_precision,hard_sa1_recall,hard_sa1_f1,hard_sa1_pr_auc,hard_macro_f1,hard_macro_f1_at_0p5,hard_sa0_f1_at_0p5,hard_sa1_f1_at_0p5,hard_macro_f1_tuned,hard_threshold_sa0,hard_threshold_sa1,brier_sa0,brier_sa1,ece_sa0,ece_sa1,temperature_sa0,temperature_sa1,temperature_scaled_brier_sa0,temperature_scaled_brier_sa1,temperature_scaled_ece_sa0,temperature_scaled_ece_sa1,delta_ece_sa0_after_temperature,delta_ece_sa1_after_temperature,positive_rate_sa0,positive_rate_sa1,hard_micro_accuracy,hard_recall_at_top_1pct,hard_recall_at_top_5pct,hard_recall_at_top_10pct,hard_count_mae,hard_count_spearman,hard_count_top10_overlap,hard_reduction_mae,hard_reduction_sign_acc,hard_reduction_score,derived_hard_count_post_mae,derived_hard_reduction_mae,derived_hard_reduction_acc_at_005,derived_hard_reduction_sign_acc,derived_hard_reduction_score,reward_mae,latent_cosine,scoap_acc_at_005,delta_scoap_acc_at_001,hard_count_acc_at_010,hard_reduction_acc_at_005,reward_sign_acc,predictive_score
autoresearch/ablate-scoap-version-a-260629-1806/gates/hard/best_runs/A_only_scoap/best.pt,-2,256,0.05065482739883009,0.05682456537033431,0.17143365932861343,0.10834676734521054,0.48923076923076925,0.9814814814814815,0.6529774127310062,0.7958682422035617,0.7163688912243825,0.9968010236724248,0.8336327154595834,0.8708647943695561,0.7433050640952947,0.7433050640952947,0.6529774127310062,0.8336327154595834,0.8118695754766692,0.9732787609100342,0.9858961892687877,0.0014399031716857246,0.029865950887609707,0.013197098210828397,0.07880579229452425,1.0,1.0,0.0014399031716857246,0.029865950887609707,0.013197098210828397,0.07880579229452425,0.0,0.0,0.0010108825878594248,0.06827201477635783,0.9858913238817891,0.15580290440094402,0.6255277439970489,0.9988382819379784,0.6364787858910859,-0.003024015727362439,0.0,0.18254141829675063,0.6028645990882069,0.8174585817032494,0.046001446185982786,0.2438025944720721,0.06119791849050671,0.769531253259629,0.7561974055279279,1.9501356084365398,0.9751864701975137,0.5433681013528258,0.029255274312163237,0.0003369608602952212,0.12239583698101342,0.79296875,0.7648380717721244
