checkpoint,epoch,samples,latent_smooth_l1,scoap_mae,delta_scoap_mae,hard_bce,hard_sa0_precision,hard_sa0_recall,hard_sa0_f1,hard_sa0_pr_auc,hard_sa1_precision,hard_sa1_recall,hard_sa1_f1,hard_sa1_pr_auc,hard_macro_f1,hard_macro_f1_at_0p5,hard_sa0_f1_at_0p5,hard_sa1_f1_at_0p5,hard_macro_f1_tuned,hard_threshold_sa0,hard_threshold_sa1,brier_sa0,brier_sa1,ece_sa0,ece_sa1,temperature_sa0,temperature_sa1,temperature_scaled_brier_sa0,temperature_scaled_brier_sa1,temperature_scaled_ece_sa0,temperature_scaled_ece_sa1,delta_ece_sa0_after_temperature,delta_ece_sa1_after_temperature,positive_rate_sa0,positive_rate_sa1,hard_micro_accuracy,hard_recall_at_top_1pct,hard_recall_at_top_5pct,hard_recall_at_top_10pct,hard_count_mae,hard_count_spearman,hard_count_top10_overlap,hard_reduction_mae,hard_reduction_sign_acc,hard_reduction_score,derived_hard_count_post_mae,derived_hard_reduction_mae,derived_hard_reduction_acc_at_005,derived_hard_reduction_sign_acc,derived_hard_reduction_score,reward_mae,latent_cosine,scoap_acc_at_005,delta_scoap_acc_at_001,hard_count_acc_at_010,hard_reduction_acc_at_005,reward_sign_acc,predictive_score
autoresearch/ablate-scoap-version-a-260629-1806/gates/hard/best_runs/A_base/best.pt,-2,256,0.05221144401002675,0.059089114860398695,0.005066101210104534,0.10446435505582485,0.4251968503937008,1.0,0.5966850828729281,0.755228922305806,0.7647307882294827,0.9904944703409195,0.8630933418286078,0.8357106355331597,0.7298892123507679,0.7298892123507679,0.5966850828729281,0.8630933418286078,0.8108174259873249,0.9075367450714111,0.9329971730592432,0.0021585886131584246,0.0247732410922751,0.025189996834083704,0.07156330419871293,1.0,1.0,0.0021585886131584246,0.0247732410922751,0.025189996834083704,0.07156330419871293,0.0,0.0,0.0010108825878594248,0.06827201477635783,0.9885901307907349,0.13858412467491296,0.6314308103745246,0.9977742757660831,0.6130018844269216,-0.4251664021285251,0.11402529761904731,0.16939368478779215,0.6028645990882069,0.8306063152122078,0.04837665209197439,0.36172870444715954,0.23828125710133463,0.7135416744276881,0.6382712955528405,1.9962632157257758,0.9751603649929166,0.5550889323931187,0.8731175793800503,0.00040560102206654847,0.12109375360887498,0.79296875,0.7780593342992088
