epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_typed_marginal_loss,train_typed_return_loss,train_typed_sa_reduction_loss,train_hard_weight,train_rollout_steps,train_oracle_loss,train_oracle_rank_loss,train_oracle_value_loss,train_oracle_candidate_loss,train_oracle_ndcg_loss,train_oracle_conservative_loss,train_oracle_context_loss,train_oracle_sa_value_loss,train_oracle_pairs,train_oracle_groups,train_oracle_weight,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_typed_marginal_loss,val_typed_return_loss,val_typed_sa_reduction_loss,val_hard_weight,val_rollout_steps,val_steps
1,1,0.7620682380113163,0.3542196585943824,0.123963810111347,0.009659202083161003,0.09526350388401433,0.0,0.2728579718815653,1.0,0.04676873325125167,0.00980391890927996,1.1732154449602699,1.1732154449602699,0.0,2.0217320373600445,1.0106729399657954,3.5779905550574003,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.2930328369140625,0.316557976603508,0.1298394411802292,0.008584462385624648,0.09450746774673462,0.0,0.31085901856422427,1.0,0.04341467060148716,0.009554563189158215,0.31148501407878937,0.31148501407878937,0.0,1.238122559338808,0.3868370523676276,1.38298010956496,0.0,1.0,1.0,5.0
2,2,0.7518488095129693,0.4021411491067786,0.12464279995152824,0.009562706893407985,0.09951270675580752,0.0,0.2778850797759859,1.0,0.047719220189671764,0.03043282887419034,1.3821361241805694,1.3821361241805694,0.0,4.067813512856925,1.0942418930897857,3.1415203936447047,0.0,1.0,2.0,0.3368273448002966,0.7261011208358564,0.8051016299348128,2.279379217248214,0.0,0.0,0.5288051100153672,0.0,241.78947368421052,8.0,0.21666666666666673,19.0,19.0,0.18630916826150495,0.3292715013027191,0.13324769511818885,0.008357965247705578,0.0963221475481987,0.0,0.31466357707977294,1.0,0.04025828130543232,0.051142481752322055,0.19755016829658417,0.19755016829658417,0.0,1.8956947054248303,0.23766688715913914,0.9124241585668642,0.0,1.0,2.0,5.0
3,4,0.9150985892805406,0.4878962218369308,0.12405824945553352,0.009531812264436954,0.10354886370662011,0.0,0.2834088396477072,1.0,0.048413206578085295,0.039698130086459345,1.5982248907007728,1.5982248907007728,0.0,7.8861738535526555,1.1692301487204724,4.474065051927219,0.0,1.0,4.0,0.6398284184305292,0.6877811221699965,0.7974841069234045,2.217079608063949,0.0,0.0,0.4652968535297795,0.0,228.94736842105263,8.0,0.43333333333333346,19.0,19.0,0.22393803312152158,0.3715772025287151,0.13614271469414235,0.008207378559745848,0.09830243661999702,0.0,0.3166507169604301,1.0,0.03776924158446491,0.06434476033464306,0.28862833841612884,0.28862833841612884,0.0,2.885445129773615,0.19674146791435304,1.4524143900256603,0.0,1.0,4.0,5.0
4,8,1.4022343660579186,0.54576328788933,0.12495683810036433,0.009316193531144802,0.10704902794800307,0.0,0.2892028139413972,1.0,0.04580687285449944,0.03462724676886091,1.536342703684069,1.536342703684069,0.0,13.6200169046244,1.3112651288404862,8.777282887947207,0.0,1.0,8.0,0.9306506138098868,0.640266416888488,0.7273284298808951,2.2325656414031982,0.0,0.0,0.485625307810934,0.0,230.68421052631578,8.0,0.6500000000000001,19.0,19.0,0.35027052932418884,0.4243491981178522,0.13987217731773854,0.008619663317222147,0.10352435391396284,0.0,0.3191923715174198,1.0,0.036737665603868666,0.057349975836541486,0.45017823221114667,0.45017823221114667,0.0,4.1350244218901935,0.23957510153304612,2.5444048704812303,0.0,1.0,8.0,5.0
5,16,2.249559324977063,0.6153045175106902,0.12806017990959317,0.009251703076236146,0.11924019018433203,0.0,0.3000735421910098,1.0,0.04385519528295845,0.03164492858450343,1.5744292388744598,1.5744292388744598,0.0,20.694114975295967,1.463967275886103,16.639723673873096,0.0,1.0,16.0,0.9684194922447205,0.6950421631336212,0.713504904194882,2.2514069205836247,0.0,0.0,0.4874025567581779,0.0,231.89473684210526,8.0,0.6500000000000001,19.0,19.0,0.5202410113997757,0.48338288329541684,0.1460648168809712,0.00960532835451886,0.1074530172161758,0.0,0.3148258525878191,1.0,0.04111909669591114,0.03848561197009985,0.610829150964355,0.610829150964355,0.0,3.8866143264744095,0.3489962212151795,3.8064250939583872,0.0,1.0,16.0,5.0
6,32,4.122603776758058,0.6976715361601428,0.13447370261297023,0.00924242834260344,0.14906418803883226,0.0,0.31485146193421987,1.0,0.044314756968034136,0.02218885229193496,2.048501039169997,2.048501039169997,0.0,34.908975947775296,2.0213185466328127,33.140762817828545,0.0,1.0,32.0,0.8536701139650846,0.5794290617892617,0.5639741350161401,2.1697138861605993,0.0,0.0,0.42586484629856913,0.0,226.0,8.0,0.6500000000000001,19.0,19.0,2.4864466213970444,0.5606565239839256,0.1539947922807187,0.01024494064913597,0.11832285476848484,0.0,0.3082350954413414,1.0,0.04785286727710627,0.026320298733037362,1.305687726553424,1.305687726553424,0.0,18.9196640375827,1.081560722349451,20.538222799697543,0.0,1.0,32.0,5.0
7,32,4.069308869132663,0.6951884447940087,0.13498720508313886,0.009355824478246321,0.14910471387893745,0.0,0.31289818431986005,1.0,0.04405293666059151,0.022083995298629495,1.8753771044542802,1.8753771044542802,0.0,34.913272299624744,1.9364339992481563,32.94735166045388,0.0,1.0,32.0,0.8710914881605851,0.5753983188616602,0.5379458932500136,2.275080762411419,0.0,0.0,0.451139203027675,0.0,253.68421052631578,8.0,0.6500000000000001,19.0,19.0,2.487415106757544,0.5606565253809095,0.15399479237385094,0.010244940608390606,0.11832285532727838,0.0,0.30823509525507686,1.0,0.04785286738188006,0.026320298690950494,1.305687739576547,1.305687739576547,0.0,18.919664033781736,1.0770382656392314,20.565997582027922,0.0,1.0,32.0,5.0
8,32,4.0666965270188244,0.7053588462111197,0.13467228035197445,0.009337078493492874,0.1467879417131802,0.0,0.3130531166435072,1.0,0.04237788950558752,0.02211669889201705,1.8892879948275598,1.8892879948275598,0.0,34.91444958156108,1.9337176695687983,32.93209403913285,0.0,1.0,32.0,0.8237572563321967,0.5141157523581856,0.6398189977595681,2.2664557758130526,0.0,0.0,0.3937125535387742,0.0,241.68421052631578,8.0,0.6500000000000001,19.0,19.0,2.4846311562811025,0.5606565277092159,0.15399479265324773,0.01024494065786712,0.11832285337150097,0.0,0.3082350937649608,1.0,0.047852866008179264,0.02632029878651565,1.3056877290449846,1.3056877290449846,0.0,18.919664020568597,1.0621795145343023,20.597592936229194,0.0,1.0,32.0,5.0
9,32,4.130941550264986,0.6795481750986686,0.13489266632026747,0.00904492889668817,0.14722723331253387,0.0,0.31055442356553514,1.0,0.04503605813461993,0.021743968159117867,2.0184383358987907,2.0184383358987907,0.0,34.91105013473554,2.0598007542616825,33.07021172137803,0.0,1.0,32.0,0.8171949041517157,0.5310919347562288,0.44786669784470606,2.215695487825494,0.0,0.0,0.41520594530983973,0.0,243.89473684210526,8.0,0.6500000000000001,19.0,19.0,2.477787534741219,0.560656529199332,0.15399479321204126,0.010244940739357843,0.11832285360433162,0.0,0.30823509581387043,1.0,0.047852866706671195,0.0263202987103341,1.3056877259662543,1.3056877259662543,0.0,18.91966402786202,1.0478204683262162,20.58659306867048,0.0,1.0,32.0,5.0
10,32,4.158934108004216,0.6762440285253289,0.13514674076271294,0.009062719211215153,0.14342431748579992,0.0,0.31015385405503604,1.0,0.04472861270493779,0.021703859947783444,2.0786469091146014,2.0786469091146014,0.0,34.91141633823097,2.0896328741645203,33.23080901256519,0.0,1.0,32.0,0.8220722110647904,0.5059778470742075,0.6603942654634777,2.1752063412415352,0.0,0.0,0.45629643923357915,0.0,239.26315789473685,8.0,0.6500000000000001,19.0,19.0,2.4818595248390922,0.5606565261259675,0.15399479237385094,0.010244940736447461,0.11832285597920418,0.0,0.30823509618639944,1.0,0.0478528679406736,0.02632029877987634,1.3056877430838085,1.3056877430838085,0.0,18.919664029602426,1.0528594092837351,20.60715717864223,0.0,1.0,32.0,5.0
