[2026-07-06T10:42:06+08:00] start name=q_rank_v3_ndcg_safe gpu=4 config=configs/planner_aligned_q_rank_v3_ndcg_safe.json
[train] excluded_eval_benchmarks=b15_C,b17_C,b20_C,b21_C,b22_C,epfl__arithmetic__max__max,epfl__random_control__i2c__i2c,epfl__random_control__router__router,i2c,iscas89__s838,iscas99__b15_1,iscas99__b17,iscas99__b20,iscas99__b21,iscas99__b22,max,mem_ctrl,openabcd__mem_ctrl_orig removed_rows=0 remaining_rows=100000
[train] disabling pattern loss
[train] note: delta_test_coverage is retained as a weak objective; the main hard-fault target is hard_reduction
[train] q_oracle enabled groups=180 score_field=q_pred lambda_q_value=0.1 lambda_q_rank=0.45 lambda_candidate=0.2 lambda_ndcg_rank=0.2 pairwise_mode=best_vs_hard_topk forbidden_benchmarks=21
[train] rows=100000 train_rows=85765 val_rows=14235 train_samples=17153 val_samples=2847 rollout_training=True feature_dim=38 relation_dim=12 cache_samples=False sample_cache_max_entries=unlimited
[train-progress] epoch=1 [------------------------] 1/900   0.1% loss=0.35275 jepa=0.97403 hard=0.99589 hard_red=0.01103 oracle=0.00000 rank=0.00000 value=0.00000 cand=0.00000 ndcg=0.00000 pairs=0.0
[train-progress] epoch=1 [------------------------] 25/900   2.8% loss=0.39968 jepa=0.68877 hard=1.19161 hard_red=0.06715 oracle=0.00000 rank=0.00000 value=0.00000 cand=0.00000 ndcg=0.00000 pairs=0.0
[train-progress] epoch=1 [#-----------------------] 50/900   5.6% loss=0.36110 jepa=0.47598 hard=1.05852 hard_red=0.05182 oracle=0.00000 rank=0.00000 value=0.00000 cand=0.00000 ndcg=0.00000 pairs=0.0
[train-progress] epoch=1 [##----------------------] 75/900   8.3% loss=0.29901 jepa=0.38087 hard=1.03858 hard_red=0.04504 oracle=0.00000 rank=0.00000 value=0.00000 cand=0.00000 ndcg=0.00000 pairs=0.0
[train-progress] epoch=1 [##----------------------] 100/900  11.1% loss=0.27870 jepa=0.32660 hard=1.03335 hard_red=0.04527 oracle=0.00000 rank=0.00000 value=0.00000 cand=0.00000 ndcg=0.00000 pairs=0.0
[train-progress] epoch=1 [###---------------------] 125/900  13.9% loss=0.25378 jepa=0.29524 hard=1.02059 hard_red=0.04150 oracle=0.00000 rank=0.00000 value=0.00000 cand=0.00000 ndcg=0.00000 pairs=0.0
[train-progress] epoch=1 [####--------------------] 150/900  16.7% loss=0.27616 jepa=0.27303 hard=1.00929 hard_red=0.04203 oracle=0.00000 rank=0.00000 value=0.00000 cand=0.00000 ndcg=0.00000 pairs=0.0
[train-progress] epoch=1 [####--------------------] 175/900  19.4% loss=0.27086 jepa=0.25259 hard=0.99344 hard_red=0.03988 oracle=0.00000 rank=0.00000 value=0.00000 cand=0.00000 ndcg=0.00000 pairs=0.0
[train-progress] epoch=1 [#####-------------------] 200/900  22.2% loss=0.27191 jepa=0.23572 hard=0.98896 hard_red=0.03801 oracle=0.00000 rank=0.00000 value=0.00000 cand=0.00000 ndcg=0.00000 pairs=0.0
[train-progress] epoch=1 [######------------------] 225/900  25.0% loss=0.28281 jepa=0.22086 hard=0.98679 hard_red=0.03899 oracle=0.00000 rank=0.00000 value=0.00000 cand=0.00000 ndcg=0.00000 pairs=0.0
[train-progress] epoch=1 [######------------------] 250/900  27.8% loss=0.28275 jepa=0.20970 hard=0.98052 hard_red=0.04216 oracle=0.00000 rank=0.00000 value=0.00000 cand=0.00000 ndcg=0.00000 pairs=0.0
[train-progress] epoch=1 [#######-----------------] 275/900  30.6% loss=0.27417 jepa=0.20013 hard=0.97368 hard_red=0.04061 oracle=0.00000 rank=0.00000 value=0.00000 cand=0.00000 ndcg=0.00000 pairs=0.0
[train-progress] epoch=1 [########----------------] 300/900  33.3% loss=0.28603 jepa=0.19156 hard=0.96394 hard_red=0.04153 oracle=0.00000 rank=0.00000 value=0.00000 cand=0.00000 ndcg=0.00000 pairs=0.0
[train-progress] epoch=1 [########----------------] 325/900  36.1% loss=0.28087 jepa=0.18539 hard=0.96286 hard_red=0.04053 oracle=0.00000 rank=0.00000 value=0.00000 cand=0.00000 ndcg=0.00000 pairs=0.0
[train-progress] epoch=1 [#########---------------] 350/900  38.9% loss=0.27883 jepa=0.17989 hard=0.96169 hard_red=0.04070 oracle=0.00000 rank=0.00000 value=0.00000 cand=0.00000 ndcg=0.00000 pairs=0.0
