checkpoint	score_field	groups	top1_accuracy	type_accuracy	within_best_type_top1_accuracy	mean_within_best_type_regret_pp	mean_selected_delta_tc_pp	mean_top1_regret_pp	negative_top1_rate	mean_spearman	mean_pairwise_accuracy	mean_same_type_pairwise_accuracy	selected_control0	selected_control1	selected_observe
round7_incumbent	typed_marginal_pred	116	0.2672413793103448	0.9224137931034483	0.3017241379310345	0.1545775862068967	0.1371551724137934	0.1775344827586206	0.04310344827586207	0.6624442493440516	0.8183579187996685	0.524826431430205	3	3	110
round7_incumbent	typed_return_pred	116	0.20689655172413793	0.7931034482758621	0.28448275862068967	0.181862068965517	0.10078448275862115	0.21390517241379287	0.09482758620689655	0.5245219770653546	0.7562270520564347	0.5257865038525416	15	7	94
round7_incumbent	typed_sa_reduction_total_pred	116	0.29310344827586204	0.896551724137931	0.31896551724137934	0.14887931034482726	0.1507413793103455	0.1639482758620685	0.0603448275862069	0.611410163460103	0.7895748131178604	0.46858851316398487	1	7	108
moe_experts_within_best_final_horizon	typed_marginal_pred	116	0.2672413793103448	0.9224137931034483	0.3017241379310345	0.1545775862068967	0.1371551724137934	0.1775344827586206	0.04310344827586207	0.6626652813714983	0.8185627729482765	0.5271849219962428	3	3	110
moe_experts_within_best_final_horizon	typed_return_pred	116	0.19827586206896552	0.7931034482758621	0.27586206896551724	0.18397413793103418	0.09867241379310393	0.21601724137931005	0.09482758620689655	0.5253048447859329	0.7558570910409868	0.5227204661166925	15	7	94
moe_experts_within_best_final_horizon	typed_sa_reduction_total_pred	116	0.28448275862068967	0.896551724137931	0.3103448275862069	0.14887931034482726	0.1507413793103455	0.1639482758620685	0.0603448275862069	0.6114205608214265	0.7895748131178604	0.46858851316398487	1	7	108
moe_experts_within_epoch_010	typed_marginal_pred	116	0.27586206896551724	0.9224137931034483	0.3103448275862069	0.1545775862068967	0.1371551724137934	0.1775344827586206	0.04310344827586207	0.6627506011443728	0.8185627729482765	0.5271849219962428	3	3	110
moe_experts_within_epoch_010	typed_return_pred	116	0.20689655172413793	0.7931034482758621	0.28448275862068967	0.18397413793103418	0.09867241379310393	0.21601724137931005	0.09482758620689655	0.5253320587699434	0.7558570910409868	0.5227204661166925	15	7	94
moe_experts_within_epoch_010	typed_sa_reduction_total_pred	116	0.29310344827586204	0.896551724137931	0.31896551724137934	0.14887931034482726	0.1507413793103455	0.1639482758620685	0.0603448275862069	0.6114809733921838	0.7895748131178604	0.46858851316398487	1	7	108
moe_joint_within_best_final_horizon	typed_marginal_pred	116	0.31896551724137934	0.9137931034482759	0.3706896551724138	0.1471379310344829	0.13034482758620708	0.18434482758620693	0.05172413793103448	0.678292020137068	0.8279814352191628	0.5543599744071442	2	4	110
moe_joint_within_best_final_horizon	typed_return_pred	116	0.19827586206896552	0.8017241379310345	0.27586206896551724	0.18397413793103418	0.10053448275862131	0.2141551724137927	0.08620689655172414	0.5310478719176054	0.7590790556099779	0.5174198181273653	14	7	95
moe_joint_within_best_final_horizon	typed_sa_reduction_total_pred	116	0.3017241379310345	0.8879310344827587	0.33620689655172414	0.11848275862068938	0.16978448275862112	0.14490517241379286	0.06896551724137931	0.5976333477308778	0.7802882687986836	0.45095258515069836	1	8	107
moe_joint_within_epoch_010	typed_marginal_pred	116	0.20689655172413793	0.8793103448275862	0.27586206896551724	0.14702586206896578	0.1297758620689659	0.1849137931034481	0.05172413793103448	0.6752771040407175	0.8284467701282502	0.5697350867162188	3	7	106
moe_joint_within_epoch_010	typed_return_pred	116	0.20689655172413793	0.8017241379310345	0.27586206896551724	0.18397413793103418	0.09920689655172468	0.21548275862068933	0.08620689655172414	0.5244464828803408	0.756151738790893	0.5179813635002314	14	7	95
moe_joint_within_epoch_010	typed_sa_reduction_total_pred	116	0.3103448275862069	0.8879310344827587	0.3448275862068966	0.12256034482758593	0.16570689655172458	0.14898275862068944	0.06896551724137931	0.5985532905741211	0.7819851566854092	0.45566956628277383	1	8	107
