checkpoint	epoch	class	bin	low	high	count	mean_confidence	positive_rate	abs_gap	brier	ece
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/epoch_004.pt	4	sa0	8	0.8	0.9	52	0.8530305692782769	0.019230769230769232	0.8337998000475076	0.022398008740020726	0.12446557598036811
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/epoch_004.pt	4	sa0	9	0.9	1.0	27	0.9188964190306487	0.07407407407407407	0.8448223449565746	0.022398008740020726	0.12446557598036811
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/epoch_004.pt	4	sa1	0	0.0	0.1	3843	0.06721144310951682	0.0	0.06721144310951682	0.17819757615643605	0.3483327269242131
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/epoch_004.pt	4	sa1	1	0.1	0.2	7314	0.13897774747063757	0.0	0.13897774747063757	0.17819757615643605	0.3483327269242131
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/epoch_004.pt	4	sa1	2	0.2	0.30000000000000004	3919	0.24648016887786103	0.0007655014034192396	0.2457146674744418	0.17819757615643605	0.3483327269242131
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/epoch_004.pt	4	sa1	3	0.30000000000000004	0.4	4175	0.35422421422547207	0.0009580838323353293	0.35326613039313676	0.17819757615643605	0.3483327269242131
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/epoch_004.pt	4	sa1	4	0.4	0.5	4074	0.44652817152151597	0.0002454590083456063	0.44628271251317037	0.17819757615643605	0.3483327269242131
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/epoch_004.pt	4	sa1	5	0.5	0.6000000000000001	2970	0.5504901098482536	0.0	0.5504901098482536	0.17819757615643605	0.3483327269242131
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/epoch_004.pt	4	sa1	6	0.6000000000000001	0.7000000000000001	3395	0.6519263784909985	0.029160530191458027	0.6227658482995405	0.17819757615643605	0.3483327269242131
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/epoch_004.pt	4	sa1	7	0.7000000000000001	0.8	1367	0.7410622609734273	0.029261155815654718	0.7118011051577726	0.17819757615643605	0.3483327269242131
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/epoch_004.pt	4	sa1	8	0.8	0.9	971	0.8610742476401442	0.20288362512873326	0.6581906225114109	0.17819757615643605	0.3483327269242131
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/epoch_004.pt	4	sa1	9	0.9	1.0	484	0.9438807096116799	0.049586776859504134	0.8942939327521757	0.17819757615643605	0.3483327269242131
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/best.pt	-2	sa0	0	0.0	0.1	3675	0.07602155387908423	0.0	0.07602155387908423	0.041020350049091645	0.1855190762507273
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/best.pt	-2	sa0	1	0.1	0.2	15530	0.1472451986633457	0.0	0.1472451986633457	0.041020350049091645	0.1855190762507273
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/best.pt	-2	sa0	2	0.2	0.30000000000000004	11944	0.24637651218916057	0.0	0.24637651218916057	0.041020350049091645	0.1855190762507273
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/best.pt	-2	sa0	3	0.30000000000000004	0.4	1036	0.31278216502266043	0.0	0.31278216502266043	0.041020350049091645	0.1855190762507273
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/best.pt	-2	sa0	4	0.4	0.5	63	0.46906512502640013	0.0	0.46906512502640013	0.041020350049091645	0.1855190762507273
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/best.pt	-2	sa0	5	0.5	0.6000000000000001	98	0.5355828148978097	0.0	0.5355828148978097	0.041020350049091645	0.1855190762507273
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/best.pt	-2	sa0	6	0.6000000000000001	0.7000000000000001	62	0.6483640382366795	0.0	0.6483640382366795	0.041020350049091645	0.1855190762507273
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/best.pt	-2	sa0	7	0.7000000000000001	0.8	80	0.7517678163945675	0.05	0.7017678163945674	0.041020350049091645	0.1855190762507273
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/best.pt	-2	sa0	8	0.8	0.9	21	0.839688797791799	0.0	0.839688797791799	0.041020350049091645	0.1855190762507273
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/best.pt	-2	sa0	9	0.9	1.0	3	0.9079991976420084	0.0	0.9079991976420084	0.041020350049091645	0.1855190762507273
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/best.pt	-2	sa1	0	0.0	0.1	619	0.08951488489914017	0.0	0.08951488489914017	0.32906484917840306	0.5249712786581788
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/best.pt	-2	sa1	1	0.1	0.2	1790	0.15413647522972948	0.0	0.15413647522972948	0.32906484917840306	0.5249712786581788
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/best.pt	-2	sa1	2	0.2	0.30000000000000004	3349	0.2502802294220416	0.0	0.2502802294220416	0.32906484917840306	0.5249712786581788
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/best.pt	-2	sa1	3	0.30000000000000004	0.4	4941	0.35244990609913457	0.00020238818053025704	0.3522475179186043	0.32906484917840306	0.5249712786581788
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/best.pt	-2	sa1	4	0.4	0.5	3422	0.445032634263426	0.0002922267679719462	0.444740407495454	0.32906484917840306	0.5249712786581788
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/best.pt	-2	sa1	5	0.5	0.6000000000000001	3283	0.5515887976564215	0.0006091989034419738	0.5509795987529795	0.32906484917840306	0.5249712786581788
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/best.pt	-2	sa1	6	0.6000000000000001	0.7000000000000001	5665	0.6503529280871284	0.00088261253309797	0.6494703155540305	0.32906484917840306	0.5249712786581788
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/best.pt	-2	sa1	7	0.7000000000000001	0.8	6098	0.7552005664545343	0.018858642177763202	0.736341924276771	0.32906484917840306	0.5249712786581788
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/best.pt	-2	sa1	8	0.8	0.9	2321	0.8351374152969153	0.0034467901766479965	0.8316906251202674	0.32906484917840306	0.5249712786581788
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/best.pt	-2	sa1	9	0.9	1.0	1024	0.9407467803102918	0.23046875	0.7102780303102918	0.32906484917840306	0.5249712786581788
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/latest.pt	-1	sa0	0	0.0	0.1	14890	0.07175078957477338	0.0	0.07175078957477338	0.022398008740020726	0.12446557598036811
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/latest.pt	-1	sa0	1	0.1	0.2	14795	0.14430270468052597	0.0	0.14430270468052597	0.022398008740020726	0.12446557598036811
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/latest.pt	-1	sa0	2	0.2	0.30000000000000004	2174	0.22716916380612917	0.0	0.22716916380612917	0.022398008740020726	0.12446557598036811
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/latest.pt	-1	sa0	3	0.30000000000000004	0.4	210	0.32704173567749206	0.0	0.32704173567749206	0.022398008740020726	0.12446557598036811
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/latest.pt	-1	sa0	4	0.4	0.5	136	0.47159526847741184	0.0	0.47159526847741184	0.022398008740020726	0.12446557598036811
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/latest.pt	-1	sa0	5	0.5	0.6000000000000001	80	0.5285685911774636	0.0	0.5285685911774636	0.022398008740020726	0.12446557598036811
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/latest.pt	-1	sa0	6	0.6000000000000001	0.7000000000000001	33	0.6483462525136543	0.0	0.6483462525136543	0.022398008740020726	0.12446557598036811
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/latest.pt	-1	sa0	7	0.7000000000000001	0.8	115	0.7631899486417356	0.008695652173913044	0.7544942964678226	0.022398008740020726	0.12446557598036811
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/latest.pt	-1	sa0	8	0.8	0.9	52	0.8530305692782769	0.019230769230769232	0.8337998000475076	0.022398008740020726	0.12446557598036811
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/latest.pt	-1	sa0	9	0.9	1.0	27	0.9188964190306487	0.07407407407407407	0.8448223449565746	0.022398008740020726	0.12446557598036811
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/latest.pt	-1	sa1	0	0.0	0.1	3843	0.06721144310951682	0.0	0.06721144310951682	0.17819757615643605	0.3483327269242131
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/latest.pt	-1	sa1	1	0.1	0.2	7314	0.13897774747063757	0.0	0.13897774747063757	0.17819757615643605	0.3483327269242131
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/latest.pt	-1	sa1	2	0.2	0.30000000000000004	3919	0.24648016887786103	0.0007655014034192396	0.2457146674744418	0.17819757615643605	0.3483327269242131
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/latest.pt	-1	sa1	3	0.30000000000000004	0.4	4175	0.35422421422547207	0.0009580838323353293	0.35326613039313676	0.17819757615643605	0.3483327269242131
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/latest.pt	-1	sa1	4	0.4	0.5	4074	0.44652817152151597	0.0002454590083456063	0.44628271251317037	0.17819757615643605	0.3483327269242131
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/latest.pt	-1	sa1	5	0.5	0.6000000000000001	2970	0.5504901098482536	0.0	0.5504901098482536	0.17819757615643605	0.3483327269242131
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/latest.pt	-1	sa1	6	0.6000000000000001	0.7000000000000001	3395	0.6519263784909985	0.029160530191458027	0.6227658482995405	0.17819757615643605	0.3483327269242131
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/latest.pt	-1	sa1	7	0.7000000000000001	0.8	1367	0.7410622609734273	0.029261155815654718	0.7118011051577726	0.17819757615643605	0.3483327269242131
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/latest.pt	-1	sa1	8	0.8	0.9	971	0.8610742476401442	0.20288362512873326	0.6581906225114109	0.17819757615643605	0.3483327269242131
autoresearch/stability-hardf1-seeds-2026-2030/runs/seed2026__lh0p5__lhc0p1__lhr0p5__lhrk0p0__encmean__sumglobal__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/latest.pt	-1	sa1	9	0.9	1.0	484	0.9438807096116799	0.049586776859504134	0.8942939327521757	0.17819757615643605	0.3483327269242131
