step,node,type,q_pred,q_pred_context,q_pred_type_context,q_pred_lcb_context,q_pred_context_lcb,score_pred,reward_pred,reward_pred_context,reward_pred_type_context,fc_pred,pattern_pred,return_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,consensus_pred_context,consensus_pred_type_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy,adaptive_confidence_gap,adaptive_expanded
1,N677,control1,1.1168162822723389,4.904952067285777,3.306579566001892,0.6691074486076831,3.188218843735755,1.1168162822723389,0.3467797636985779,4.6977211318910115,3.5404460072517394,0.0034677976369857787,0.28206974267959595,0.03364101052284241,0.03364101052284241,1.261249691992998,0.06386370211839676,0.15087544918060303,0.038793690502643585,29566.794921875,11983.158203125,17583.63671875,30258.921875,12858.34375,17400.578125,-0.023408927023410797,-0.0730346292257309,0.010410735383629799,-2.3408927023410797,6.766790986061096,3.799735015928745,6.481475405395031,3.69356116682291,4.387025625258684,3.1473876648023724,4.904952067285777,4.904952067285777,4.904952067285777,greedy,4.904952067285777,0.0,hard_fault_cluster,0.06500000000000039,False
2,N2155,observe,1.4575920104980469,3.2530974674224855,2.017909276485443,0.6932365274429321,2.1145133538246155,1.4575920104980469,0.4267202615737915,3.31133059412241,2.486403906345367,0.004267202615737915,0.32851263880729675,0.025838816538453102,0.025838816538453102,1.604265525639057,0.06906920671463013,0.15618106722831726,0.04652922973036766,30261.64453125,12861.6591796875,17399.984375,30654.4296875,13195.8447265625,17458.5859375,-0.012979636900126934,-0.025983082130551338,-0.0033679089974611998,-1.2979636900126934,7.359479749575257,3.1460200887918472,7.020060440991074,3.256781159043312,2.799468059837818,2.269560352489352,3.2530974674224855,8.158049534708262,8.158049534708262,greedy,3.2530974674224855,0.0,hard_fault_cluster,0.9769999999999999,False
3,N502,control1,1.1366417407989502,1.9925446969270706,2.1148042798042295,0.014168077111244248,1.295154053002596,1.1366417407989502,0.37319523096084595,1.5732219994068146,2.0494730234146115,0.0037319523096084593,0.34091493487358093,0.01918897219002247,0.01918897219002247,-2.8175147724151612,0.05883442610502243,0.14034509658813477,0.03619323670864105,30649.359375,13188.9736328125,17460.38671875,30661.03125,13167.8369140625,17493.1953125,-0.00038081954699009657,0.001602605334483087,-0.0018790301401168108,-0.03808195469900966,6.2758268136531115,2.7220512723922727,5.98153866128996,2.7211485481262208,2.4059017300605774,2.3001188138499855,1.9925446969270706,10.150594231635333,10.150594231635333,greedy,1.9925446969270706,0.0,hard_fault_cluster,0.30600000000000005,False
4,N762,control1,0.9115523099899292,1.4523604841530324,1.5320493221282958,0.06584779277443885,0.9440343146994711,0.9115523099899292,0.3220241069793701,0.9036068737506866,1.1693711698055267,0.003220241069793701,0.3624856472015381,0.01966630108654499,0.01966630108654499,-0.8495958909392357,0.051980067044496536,0.13194744288921356,0.029938984662294388,30665.79296875,13173.8115234375,17491.98046875,30588.853515625,13107.171875,17481.681640625,0.0025089667178690434,0.005058493930846453,0.0005887742736376822,0.25089667178690434,5.539697112515569,1.5254071629047394,5.283429306466132,1.3521108186244963,1.3968663543462754,1.5423264613747598,1.4523604841530324,11.602954715788366,11.602954715788366,greedy,1.4523604841530324,0.0,hard_fault_cluster,0.3039999999999998,False
5,N3742,control0,0.7222743034362793,0.8650489264726638,2.2954664051532743,0.14510407626628877,0.5622818022072316,0.7222743034362793,0.30962061882019043,0.8075408652424811,0.7869560420513153,0.0030962061882019044,0.3825473487377167,0.02135230042040348,0.02135230042040348,-0.004574454128742245,0.04944507032632828,0.13231903314590454,0.02771998941898346,30589.94921875,13108.4775390625,17481.470703125,30546.490234375,13047.29296875,17499.197265625,0.0014206948690116405,0.004667557310312986,-0.001014020061120391,0.14206948690116405,5.275479951873422,1.228040344119072,5.027250262442976,1.3559083288908005,0.8645825996994972,1.9952701456099748,0.8650489264726638,12.46800364226103,12.46800364226103,greedy,0.8650489264726638,0.0,hard_fault_cluster,0.028000000000000025,False
6,N3644,control0,0.7473896741867065,1.4890633316338062,2.8708471059799194,0.0714381243288517,0.9678911655619741,0.7473896741867065,0.3026055693626404,0.944906534254551,2.385874098539352,0.003026055693626404,0.3963525593280792,0.020910384133458138,0.020910384133458138,-0.745474391579628,0.04656650125980377,0.1306355744600296,0.02538198232650757,30546.37890625,13047.17578125,17499.203125,30307.24609375,12886.3076171875,17420.9375,0.007828515954315662,0.01232973113656044,0.004472524859011173,0.7828515954315662,4.980166079476476,0.7750314587354661,4.737529114354402,0.7508511835336686,1.3211570471525194,2.68205962985754,1.4890633316338062,13.957066973894836,13.957066973894836,greedy,1.4890633316338062,0.0,hard_fault_cluster,0.5020000000000001,False
7,N557,control1,0.685645341873169,0.910943699106574,0.9344286620616913,0.022842683717608465,0.5921134044192732,0.685645341873169,0.2396654635667801,0.3859426262974739,0.3609804719686508,0.0023966546356678007,0.4034660756587982,0.022502476349473,0.022502476349473,-0.3452231912314892,0.044346608221530914,0.12802369892597198,0.023537244647741318,30311.6484375,12886.9755859375,17424.673828125,30250.43359375,12827.2578125,17423.17578125,0.0020195154938846827,0.0046339635737240314,8.59727369970642e-05,0.20195154938846827,4.6968287620693445,0.5468239814043045,4.500202807132155,0.606235232949257,0.7504425778985023,0.7430284599214791,0.910943699106574,14.868010673001411,14.868010673001411,greedy,0.910943699106574,0.0,hard_fault_cluster,0.02200000000000002,False
8,N3756,control0,0.49988409876823425,1.0979427708499134,2.412582820653915,0.19748672818765045,0.7136628010524437,0.49988409876823425,0.24372254312038422,1.0619538882747293,2.4570814609527587,0.002437225431203842,0.41394326090812683,0.02365475334227085,0.02365475334227085,0.2157082861661911,0.04269922524690628,0.13014672696590424,0.02226416766643524,30245.603515625,12826.541015625,17419.0625,30221.671875,12799.1669921875,17422.50390625,0.0007912436267361045,0.0021341703832149506,-0.0001975655322894454,0.07912436267361045,4.537299821153283,0.9399928492307663,4.336766848806292,0.9563163441419601,1.0098778530955315,2.5557928692549465,1.0979427708499134,15.965953443851324,15.965953443851324,greedy,1.0979427708499134,0.0,hard_fault_cluster,0.10300000000000009,False
9,N508,control1,0.4354873597621918,1.3122993577644229,1.0069048345088958,0.167201476059854,0.8529945825468749,0.4354873597621918,0.23146335780620575,1.051245454326272,0.84613778591156,0.0023146335780620574,0.4174089729785919,0.02431061677634716,0.02431061677634716,0.07896873533725735,0.040779903531074524,0.12708526849746704,0.020798858255147934,30224.533203125,12795.224609375,17429.30859375,30171.015625,12771.5263671875,17399.48828125,0.0017706668004393578,0.0018521161982789636,0.0017109292093664408,0.17706668004393578,4.333764327690005,0.7572234115004539,4.141933846753091,0.7209701360017061,1.093785037100315,0.9343219497799873,1.3122993577644229,17.278252801615746,17.278252801615746,greedy,1.3122993577644229,0.0,hard_fault_cluster,0.006000000000000005,True
10,N564,control1,0.4190380573272705,1.268917330801487,1.272939121723175,0.10143773347139359,0.8247962650209666,0.4190380573272705,0.20929060876369476,0.9179034337401389,1.0830312311649322,0.0020929060876369475,0.4213789999485016,0.022586217150092125,0.022586217150092125,-0.4369212862849236,0.03964956849813461,0.12530657649040222,0.020015105605125427,30163.65625,12770.73828125,17392.91796875,30078.953125,12731.5244140625,17347.4296875,0.0028081187047064304,0.0030706028919667006,0.0026153335347771645,0.28081187047064304,4.196833675727248,0.7868477475643159,4.022926056291908,0.777838100194931,1.1438285082578659,1.261334873959422,1.268917330801487,18.547170132417232,18.547170132417232,greedy,1.268917330801487,0.0,hard_fault_cluster,0.15500000000000003,False
