node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
C_13,1,0,1,0,0
C_14,1,0,1,0,0
C_15,1,0,1,0,0
II743,1,0,1,0,0
II808,1,0,1,0,0
II810,1,0,1,0,0
II818,1,0,1,0,0
II846,1,1,0,0,0
II945,1,0,1,0,0
II957,1,0,1,0,0
II961,1,0,1,0,0
__aig_and_87,1,0,1,0,0
__aig_not_202,1,0,1,0,0
__aig_not_206,1,0,1,0,0
__aig_not_210,1,0,1,0,0
__aig_not_212,1,0,1,0,0
__aig_not_215,1,0,1,0,0
__aig_not_217,1,0,1,0,0
__aig_not_227,1,0,1,0,0
__aig_not_230,1,0,1,0,0
__buf_split_145,1,0,1,0,0
__buf_split_148,1,0,1,0,0
