checkpoint	score_field	benchmark_id	state_id	prefix_step	candidate_count	selected_action	selected_type	best_action	best_type	top1_hit	type_hit	selected_delta_tc_pp	best_delta_tc_pp	top1_regret_pp	negative_top1	spearman	pairwise_accuracy
round4	typed_return_pred	subckt_0020	prefix_0001	1	9	__aig_and_12752::observe	observe	__aig_and_12756::observe	observe	0	1	0.15100000000000113	0.15100000000000113	0.0	0	0.8067793113007158	0.95
round4	typed_sa_reduction_total_pred	subckt_0020	prefix_0001	1	9	__aig_and_12756::observe	observe	__aig_and_12756::observe	observe	1	1	0.15100000000000113	0.15100000000000113	0.0	0	0.8366600265340756	1.0
round4	typed_marginal_pred	subckt_0020	prefix_0002	2	9	__aig_and_12751::observe	observe	__aig_and_12751::observe	observe	1	1	0.2849999999999908	0.2849999999999908	0.0	0	0.5477225575051661	0.8666666666666667
round4	typed_return_pred	subckt_0020	prefix_0002	2	9	__aig_and_12751::observe	observe	__aig_and_12751::observe	observe	1	1	0.2849999999999908	0.2849999999999908	0.0	0	0.27386127875258304	0.6666666666666666
round4	typed_sa_reduction_total_pred	subckt_0020	prefix_0002	2	9	__aig_and_12749::observe	observe	__aig_and_12751::observe	observe	0	1	0.14899999999999913	0.2849999999999908	0.13599999999999168	0	0.59336610396393	0.8666666666666667
round4	typed_marginal_pred	subckt_0020	prefix_0004	4	9	__aig_and_12668::control1	control1	__aig_and_12749::observe	observe	0	0	0.012000000000000899	0.14600000000000168	0.13400000000000079	0	0.13693063937629155	0.625
round4	typed_return_pred	subckt_0020	prefix_0004	4	9	__aig_and_12668::control1	control1	__aig_and_12749::observe	observe	0	0	0.012000000000000899	0.14600000000000168	0.13400000000000079	0	-0.13693063937629155	0.375
round4	typed_sa_reduction_total_pred	subckt_0020	prefix_0004	4	9	__aig_and_12749::observe	observe	__aig_and_12749::observe	observe	1	1	0.14600000000000168	0.14600000000000168	0.0	0	0.5477225575051662	1.0
round4	typed_marginal_pred	subckt_0020	prefix_0008	8	9	__aig_and_22962::observe	observe	__buf_split_7028::control1	control1	0	0	0.010999999999994348	0.270999999999999	0.26000000000000467	0	0.42749098003548086	0.6774193548387096
round4	typed_return_pred	subckt_0020	prefix_0008	8	9	__aig_and_22962::observe	observe	__buf_split_7028::control1	control1	0	0	0.010999999999994348	0.270999999999999	0.26000000000000467	0	-0.025649458802128853	0.5161290322580645
round4	typed_sa_reduction_total_pred	subckt_0020	prefix_0008	8	9	__aig_and_12749::observe	observe	__buf_split_7028::control1	control1	0	0	0.14399999999998858	0.270999999999999	0.12700000000001044	0	-0.025649458802128853	0.4838709677419355
round4	typed_marginal_pred	subckt_0020	prefix_0012	12	9	__aig_and_11907::control1	control1	__aig_and_11874::observe	observe	0	0	0.004999999999999449	0.010999999999994348	0.005999999999994898	0	0.5077963596336063	0.7307692307692307
round4	typed_return_pred	subckt_0020	prefix_0012	12	9	__aig_and_11824::observe	observe	__aig_and_11874::observe	observe	0	1	0.010999999999994348	0.010999999999994348	0.0	0	0.4721615273786164	0.7307692307692307
round4	typed_sa_reduction_total_pred	subckt_0020	prefix_0012	12	9	__aig_and_11907::control1	control1	__aig_and_11874::observe	observe	0	0	0.004999999999999449	0.010999999999994348	0.005999999999994898	0	0.40980057093238403	0.6923076923076923
round4	typed_marginal_pred	subckt_0020	prefix_0016	16	9	__aig_and_22968::observe	observe	__aig_and_11874::observe	observe	0	1	0.012000000000000899	0.012000000000000899	0.0	0	0.5631981819858727	0.7241379310344828
round4	typed_return_pred	subckt_0020	prefix_0016	16	9	__aig_and_11874::observe	observe	__aig_and_11874::observe	observe	1	1	0.012000000000000899	0.012000000000000899	0.0	0	0.41590019592802907	0.6896551724137931
round4	typed_sa_reduction_total_pred	subckt_0020	prefix_0016	16	9	__aig_and_22968::observe	observe	__aig_and_11874::observe	observe	0	1	0.012000000000000899	0.012000000000000899	0.0	0	0.5805273568162073	0.7586206896551724
round4	typed_marginal_pred	subckt_0020	prefix_0024	24	9	__buf_split_7504::observe	observe	__aig_and_12672::observe	observe	0	1	0.01100000000000545	0.01100000000000545	0.0	0	-0.03465834966066909	0.4827586206896552
round4	typed_return_pred	subckt_0020	prefix_0024	24	9	__aig_not_12684::control0	control0	__aig_and_12672::observe	observe	0	0	-0.11799999999999589	0.01100000000000545	0.12900000000000134	1	-0.3465834966066909	0.3448275862068966
round4	typed_sa_reduction_total_pred	subckt_0020	prefix_0024	24	9	__aig_and_12672::observe	observe	__aig_and_12672::observe	observe	1	1	0.01100000000000545	0.01100000000000545	0.0	0	0.66717323096788	0.7931034482758621
round4	typed_marginal_pred	subckt_0020	prefix_0031	31	9	__aig_not_12671::observe	observe	__aig_and_12672::observe	observe	0	1	0.011999999999989797	0.011999999999989797	0.0	0	0.4678877204190327	0.7241379310344828
round4	typed_return_pred	subckt_0020	prefix_0031	31	9	__aig_not_12671::observe	observe	__aig_and_12672::observe	observe	0	1	0.011999999999989797	0.011999999999989797	0.0	0	0.7538191051195527	0.8620689655172413
round4	typed_sa_reduction_total_pred	subckt_0020	prefix_0031	31	9	__aig_and_12672::observe	observe	__aig_and_12672::observe	observe	1	1	0.011999999999989797	0.011999999999989797	0.0	0	0.85779415410156	0.896551724137931
round4	typed_marginal_pred	subckt_0038	prefix_0001	1	9	new_n50721_::control1	control1	new_n47867_::control1	control1	0	1	1.2740000000000085	2.9810000000000003	1.7069999999999919	0	0.47469288317114394	0.6923076923076923
round4	typed_return_pred	subckt_0038	prefix_0001	1	9	new_n50721_::control1	control1	new_n47867_::control1	control1	0	1	1.2740000000000085	2.9810000000000003	1.7069999999999919	0	0.38340579025361626	0.6538461538461539
round4	typed_sa_reduction_total_pred	subckt_0038	prefix_0001	1	9	new_n50721_::control1	control1	new_n47867_::control1	control1	0	1	1.2740000000000085	2.9810000000000003	1.7069999999999919	0	0.6937819061732103	0.8076923076923077
round4	typed_marginal_pred	subckt_0038	prefix_0002	2	9	new_n48575_::observe	observe	new_n47867_::control1	control1	0	0	0.048000000000003595	2.882999999999991	2.8349999999999875	0	-0.15062893357603013	0.4857142857142857
round4	typed_return_pred	subckt_0038	prefix_0002	2	9	new_n48575_::observe	observe	new_n47867_::control1	control1	0	0	0.048000000000003595	2.882999999999991	2.8349999999999875	0	-0.10041928905068677	0.4857142857142857
round4	typed_sa_reduction_total_pred	subckt_0038	prefix_0002	2	9	new_n48575_::observe	observe	new_n47867_::control1	control1	0	0	0.048000000000003595	2.882999999999991	2.8349999999999875	0	0.2928895930645031	0.6
round4	typed_marginal_pred	subckt_0038	prefix_0004	4	9	new_n47870_::control0	control0	new_n48587_::observe	observe	0	0	-3.3250000000000113	0.40999999999998815	3.7349999999999994	1	-0.5192664837628367	0.28125
round4	typed_return_pred	subckt_0038	prefix_0004	4	9	new_n47870_::control0	control0	new_n48587_::observe	observe	0	0	-3.3250000000000113	0.40999999999998815	3.7349999999999994	1	0.1787638714593372	0.59375
