status	benchmark_id	budget	plan_csv	eval_dir	plan_elapsed_sec	eval_elapsed_sec
ok	iscas99__b17	994	autoresearch/improve-260716-1344/round7_b17/reward_cluster_c48_seed512/plans/iscas99__b17__greedy__cumulative__reward_pred__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv	autoresearch/improve-260716-1344/round7_b17/reward_cluster_c48_seed512/evals/iscas99__b17__greedy__cumulative__reward_pred__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0	1313.170	74.259
