benchmark_id	state_id	candidate_strategy	candidate_rank	node	type	action_key	status	oracle_delta_tc	oracle_delta_fault_coverage	oracle_delta_pattern_count	oracle_test_coverage	oracle_fault_coverage	oracle_hard_fault_count	oracle_undetected_fault_count	oracle_error	eval_dir	q_pred	score_pred	reward_pred	fc_pred	guarded_reward	return_pred	hard_reduction_total_pred	hybrid_pred	bounded_residual_hybrid_pred	derived_hard_reduction_total_pred	derived_hard_reduction_hybrid_pred	pattern_pred	hard_reduction_sa0_pred	hard_reduction_sa1_pred	derived_hard_reduction_sa0_pred	derived_hard_reduction_sa1_pred	derived_hard_count_pre_total_pred	derived_hard_count_post_total_pred
epfl__random_control__i2c__i2c	initial	heuristic_recall_pool	1	N363	observe	N363::observe	ok	0.00380999999999998	0.00380999999999998	0	0.95281	0.95281	151	151			0.37977513670921326	0.37977513670921326	0.01846412569284439	0.00018464125692844392	0.01846412569284439	0.7446218132972717	-0.008897441439330578	-0.12665820494294167	-0.6989726591855288	0.023477856069803238	2.347785606980324	-0.05289377272129059	-0.04764927923679352	-0.03814726322889328	0.016932012513279915	0.028342267498373985	4116.9423828125	4020.285400390625
epfl__random_control__i2c__i2c	initial	heuristic_recall_pool	2	N330	control1	N330::control1	ok	-0.017790000000000084	-0.017790000000000084	0	0.93121	0.93121	220	220			0.3807956874370575	0.3807956874370575	0.052348792552948	0.00052348792552948	0.052348792552948	0.7429866790771484	-0.009000344201922417	-0.10469894856214523	-0.7012005522847176	0.024126194417476654	2.4126194417476654	-0.05052924156188965	-0.04535014554858208	-0.03515736758708954	0.01799251139163971	0.02868056111037731	4117.40869140625	4018.0712890625
epfl__random_control__i2c__i2c	initial	heuristic_recall_pool	3	N330	control0	N330::control0	ok	-0.03280000000000005	-0.03280000000000005	0	0.9162	0.9162	268	268			0.37914398312568665	0.37914398312568665	0.026456721127033234	0.00026456721127033234	0.026456721127033234	0.7401196360588074	-0.008897606283426285	-0.12318427115678787	-0.6981165390461683	0.02265651524066925	2.265651524066925	-0.05120988190174103	-0.04764559119939804	-0.03814246505498886	0.016688387840986252	0.027087952941656113	4117.40869140625	4024.12255859375
epfl__random_control__i2c__i2c	initial	heuristic_recall_pool	4	N362	observe	N362::observe	ok	0.0013100000000000334	0.0013100000000000334	0	0.9503100000000001	0.9503100000000001	159	159			0.38008713722229004	0.38008713722229004	0.011341281235218048	0.00011341281235218048	0.011341281235218048	0.7453149557113647	-0.00886454340070486	-0.12979810312390327	-0.6972902808338404	0.022565579041838646	2.2565579041838646	-0.05367264151573181	-0.048384323716163635	-0.039103150367736816	0.014017398469150066	0.028917090967297554	4116.6474609375	4023.7529296875
epfl__random_control__i2c__i2c	initial	heuristic_recall_pool	5	N364	observe	N364::observe	ok	0.00380999999999998	0.00380999999999998	0	0.95281	0.95281	151	151			0.3764980137348175	0.3764980137348175	0.05276608467102051	0.0005276608467102051	0.05276608467102051	0.7471007108688354	-0.0090792216360569	-0.10805536806583405	-0.707955464720726	0.028894871473312378	2.889487147331238	-0.05221382528543472	-0.04358777776360512	-0.0328654944896698	0.027441006153821945	0.029975254088640213	4116.95849609375	3997.99951171875
epfl__random_control__i2c__i2c	initial	heuristic_recall_pool	6	N639	observe	N639::observe	ok	5.999999999994898e-05	5.999999999994898e-05	0	0.94906	0.94906	163	163			0.1676446795463562	0.1676446795463562	-0.1090758666396141	-0.001090758666396141	-0.1090758666396141	0.6917855739593506	-0.06420914083719254	-5.838204376399517	-6.275236656889319	0.040638502687215805	4.0638502687215805	-0.02976343035697937	-0.08453913778066635	-0.04727526754140854	0.04927091300487518	0.03422228991985321	4116.74462890625	3949.4462890625
epfl__random_control__i2c__i2c	initial	heuristic_recall_pool	7	N152	control0	N152::control0	ok	-0.03186000000000011	-0.03186000000000011	0	0.91714	0.91714	265	265			0.37630632519721985	0.37630632519721985	0.04749506711959839	0.0004749506711959839	0.04749506711959839	0.7365007400512695	-0.008993422612547874	-0.11534645408391953	-0.7033433094620705	0.02333751879632473	2.333751879632473	-0.054545000195503235	-0.04550478979945183	-0.03535846620798111	0.018407706171274185	0.026998311281204224	4117.115234375	4021.031982421875
epfl__random_control__i2c__i2c	initial	heuristic_recall_pool	8	N152	control1	N152::control1	ok	-0.022800000000000042	-0.022800000000000042	0	0.9262	0.9262	236	236			0.37812066078186035	0.37812066078186035	0.07335041463375092	0.0007335041463375091	0.07335041463375092	0.7364277839660645	-0.009072694927453995	-0.0974912941455841	-0.7048249430954456	0.023861661553382874	2.3861661553382874	-0.05536776781082153	-0.04373360797762871	-0.0330551415681839	0.016710026189684868	0.029172342270612717	4117.115234375	4018.8740234375
epfl__random_control__i2c__i2c	initial	heuristic_recall_pool	9	N334	control1	N334::control1	ok	-0.012480000000000047	-0.012480000000000047	0	0.93652	0.93652	203	203			0.3774731457233429	0.3774731457233429	0.04032523185014725	0.0004032523185014725	0.04032523185014725	0.7398722171783447	-0.008972357027232647	-0.11703825369477272	-0.7021863404661417	0.022897448390722275	2.2897448390722275	-0.05273920297622681	-0.0459754504263401	-0.035970538854599	0.01622348465025425	0.027852989733219147	4117.75732421875	4023.47119140625
epfl__random_control__i2c__i2c	initial	heuristic_recall_pool	10	N373	observe	N373::observe	ok	0.0016199999999999548	0.0016199999999999548	0	0.95062	0.95062	158	158			0.16370746493339539	0.16370746493339539	-0.13171222805976868	-0.0013171222805976868	-0.13171222805976868	0.6893293857574463	-0.07049456983804703	-6.491839826107025	-6.910052694380283	0.03781868517398834	3.7818685173988342	-0.024473361670970917	-0.0932798683643341	-0.05535394698381424	0.04500870406627655	0.032474517822265625	4117.0693359375	3961.3671875
