timestamp	variant_id	status	benchmark_id	logic_gates	budget_mode	budget	planner	beam_objective	score_field	beam_width	lookahead_depth	max_candidates	k_recall	k_model	k_plan	discount_gamma	candidate_strategy	candidate_diversity_penalty	candidate_diversity_depth	candidate_sample_seed	patterns	seed	candidate_prior_alpha	refresh_ratio_numerator	refresh_ratio_denominator	refresh_rounding	refresh_steps	prefix_state_mode	residual_prior_source	source_bench_sha256	plan_score_sum	plan_reward_sum	plan_fc_sum	plan_return_sum	plan_sequence_sum	plan_objective_sum	delta_test_coverage	delta_fault_coverage	delta_pattern_count	plan_csv	eval_dir	prior_setup_elapsed_sec	plan_elapsed_sec	eval_elapsed_sec	elapsed_sec	error
2026-07-21T20:36:36	residual_refresh__replay__ratio192of278__prioralpha0__typed_return_pred__c72	ok	iscas99__b21	62295	deeptpi_table2_fixed	628	greedy	cumulative	typed_return_pred	1	1	72				1.0	hard_fault_cluster	0.0	4	0	300000	2026	0.0	192	278	floor	433	replay	intermediate_atpg_last_nonbaseline_row	6b727bfab8e03647b5764c4d3aeb2495ce6c856d87d574a8da133d2eed6626b7	-45.55764117091894	125.27215133607388	1.2527215133607388	29.51563134789467	482251.36647583416	643.1118714809418	0.05770999999999993	0.05770999999999993	0	autoresearch/loop-260720-0945/typed_winner_round19_direct_return_five/b21_C/plans/iscas99__b21.csv	autoresearch/loop-260720-0945/typed_winner_round19_direct_return_five/b21_C/evals/final	10.95	530.3	13.51	554.76	
