split	checkpoint_name	benchmark_id	state_id	candidate_strategy	rows	positive	zero	negative	negative_rate	control_negative	observe_negative	best_action	best_delta_tc	worst_action	worst_delta_tc	mean_delta_tc
train		subckt_0021	initial	cached_hard_cone	18	18	0	0	0.0	0	0	I655::observe	0.00043999999999999595	I655::control0	0.000220000000000109	0.00029333333333340467
train		subckt_0021	initial	cached_random	18	16	0	2	0.1111111111111111	2	0	G261::observe	0.00043999999999999595	G261::control1	-0.0021900000000001363	2.5555555555599617e-05
train		subckt_0021	initial	cached_stride	18	13	0	5	0.2777777777777778	5	0	I655::observe	0.00043999999999999595	I517::control1	-0.0021900000000001363	-0.00038833333333332387
train		subckt_0038	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__buf_split_1::control0	0.01322000000000001	__buf_split_1::observe	0.0019200000000000328	0.008838888888888927
train		subckt_0038	initial	cached_random	18	17	0	1	0.05555555555555555	1	0	new_n47870_::control1	0.026699999999999946	new_n47870_::control0	-0.010070000000000023	0.00857944444444448
train		subckt_0038	initial	cached_stride	18	18	0	0	0.0	0	0	__buf_split_1::control0	0.01322000000000001	__buf_split_1::observe	0.0019200000000000328	0.008975555555555589
train		subckt_0041	initial	cached_hard_cone	18	6	0	12	0.6666666666666666	12	0	__buf_split_250751::observe	0.0001300000000000745	__buf_split_250751::control0	-0.012499999999999956	-0.004309999999999949
train		subckt_0041	initial	cached_random	18	6	0	12	0.6666666666666666	12	0	new_n551885_::observe	0.008900000000000019	new_n551223_::control0	-0.012499999999999956	-0.003963888888888854
train		subckt_0041	initial	cached_stride	18	6	0	12	0.6666666666666666	12	0	__buf_split_250751::observe	0.0001300000000000745	__buf_split_250751::control0	-0.012499999999999956	-0.0038227777777777366
train		subckt_0043	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__buf_split_76187::control1	0.014129999999999976	__buf_split_76187::control0	4.999999999999449e-05	0.0024100000000000046
train		subckt_0043	initial	cached_random	18	18	0	0	0.0	0	0	__buf_split_76563::observe	9.00000000000345e-05	__buf_split_76563::control0	4.999999999999449e-05	6.333333333334117e-05
train		subckt_0043	initial	cached_stride	18	16	0	2	0.1111111111111111	1	1	__buf_split_76187::control1	0.014129999999999976	__buf_split_76559::observe	-0.003410000000000024	0.0005483333333333359
train		subckt_0044	initial	cached_hard_cone	18	16	0	2	0.1111111111111111	2	0	__aig_and_5::observe	0.004469999999999974	__buf_split_1::control0	-0.0019500000000000073	0.0007788888888889277
train		subckt_0044	initial	cached_random	18	18	0	0	0.0	0	0	__aig_not_20438::observe	0.0023799999999999377	__aig_and_53201::control0	0.00014999999999998348	0.0004294444444444699
train		subckt_0044	initial	cached_stride	18	17	0	1	0.05555555555555555	1	0	__buf_split_1::control1	0.0022500000000000853	__buf_split_1::control0	-0.0019500000000000073	0.00018888888888891743
train		subckt_0046	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__buf_split_38::control0	0.0026400000000000867	__buf_split_36::control0	0.00011000000000016552	0.00043111111111127087
train		subckt_0046	initial	cached_random	18	18	0	0	0.0	0	0	new_n33396_::observe	0.0027400000000000757	new_n119774_::control0	0.00011000000000016552	0.00043000000000015866
train		subckt_0046	initial	cached_stride	18	18	0	0	0.0	0	0	__buf_split_9567::control1	0.0026400000000000867	__buf_split_36::control0	0.00011000000000016552	0.0002905555555557197
train		subckt_0049	initial	cached_hard_cone	18	6	0	12	0.6666666666666666	12	0	__buf_split_27::observe	0.00024000000000001798	__buf_split_661::control1	-0.0043400000000000105	-0.001574444444444471
train		subckt_0049	initial	cached_random	18	5	0	13	0.7222222222222222	12	1	new_n1840_::observe	0.00024000000000001798	__buf_split_713::control1	-0.0043400000000000105	-0.0018211111111111438
train		subckt_0049	initial	cached_stride	18	5	0	13	0.7222222222222222	12	1	__buf_split_27::observe	0.00024000000000001798	new_n14363_::control1	-0.0043400000000000105	-0.0017038888888889245
train		subckt_0061	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__buf_split_1::observe	0.00016999999999989246	__buf_split_1::control0	8.999999999992347e-05	0.00011666666666657981
train		subckt_0061	initial	cached_random	18	18	0	0	0.0	0	0	376::observe	0.00016999999999989246	376::control0	8.999999999992347e-05	0.00011222222222213708
train		subckt_0061	initial	cached_stride	18	18	0	0	0.0	0	0	__buf_split_1::observe	0.00016999999999989246	__buf_split_1::control0	8.999999999992347e-05	0.00011222222222213708
train		subckt_0063	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__buf_split_255::control0	0.03208	__buf_split_255::observe	0.002489999999999881	0.022216666666666624
train		subckt_0063	initial	cached_random	18	18	0	0	0.0	0	0	__aig_not_11977::observe	0.06370999999999993	__aig_and_1965::observe	0.002489999999999881	0.027116666666666615
train		subckt_0063	initial	cached_stride	18	18	0	0	0.0	0	0	__aig_not_11979::observe	0.08072000000000001	__buf_split_255::observe	0.002489999999999881	0.026356111111111066
train		subckt_0068	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__buf_split_1::observe	0.000180000000000069	__buf_split_1::control0	9.00000000000345e-05	0.000120000000000046
train		subckt_0068	initial	cached_random	18	18	0	0	0.0	0	0	302::observe	0.000180000000000069	302::control0	9.00000000000345e-05	0.000120000000000046
train		subckt_0068	initial	cached_stride	18	18	0	0	0.0	0	0	__buf_split_1::observe	0.000180000000000069	__buf_split_1::control0	9.00000000000345e-05	0.000120000000000046
train		subckt_0072	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__buf_split_9::control0	0.041039999999999965	__buf_split_9::observe	0.007349999999999968	0.029809999999999965
train		subckt_0072	initial	cached_random	18	18	0	0	0.0	0	0	new_n1770_::observe	0.15441000000000005	new_n1753_::observe	0.007349999999999968	0.05465722222222219
train		subckt_0072	initial	cached_stride	18	18	0	0	0.0	0	0	new_n1790_::observe	0.21323999999999999	__buf_split_9::observe	0.007349999999999968	0.049761666666666635
train		subckt_0074	initial	cached_hard_cone	18	18	0	0	0.0	0	0	I1171::control1	0.016920000000000157	I1194::control0	0.0007900000000001794	0.0077694444444446065
train		subckt_0074	initial	cached_random	18	18	0	0	0.0	0	0	__aig_not_189::control1	0.04918000000000011	__buf_split_206::observe	0.0015600000000001168	0.010458333333333495
train		subckt_0074	initial	cached_stride	18	18	0	0	0.0	0	0	__aig_and_191::control1	0.04918000000000011	I1170::observe	0.0015600000000001168	0.012235555555555715
train		subckt_0076	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__buf_split_1170::control0	0.013299999999999979	__buf_split_1170::control1	7.00000000000145e-05	0.0015633333333333116
train		subckt_0076	initial	cached_random	18	18	0	0	0.0	0	0	__buf_split_1170::control0	0.013299999999999979	__buf_split_268613::control0	7.00000000000145e-05	0.0008283333333333136
train		subckt_0076	initial	cached_stride	18	18	0	0	0.0	0	0	__buf_split_1170::control0	0.013299999999999979	__buf_split_1170::control1	7.00000000000145e-05	0.0008244444444444302
train		subckt_0081	initial	cached_hard_cone	18	11	0	7	0.3888888888888889	7	0	__buf_split_50::control0	0.034519999999999995	__buf_split_50::control1	-0.03980000000000006	-0.006152777777777797
train		subckt_0081	initial	cached_random	18	11	0	7	0.3888888888888889	7	0	II1465::control1	0.054790000000000005	__buf_split_69::control1	-0.046560000000000046	-0.0050272222222222385
train		subckt_0081	initial	cached_stride	18	9	0	9	0.5	9	0	__buf_split_50::control0	0.034519999999999995	__buf_split_50::control1	-0.03980000000000006	-0.013660000000000025
train		subckt_0083	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__aig_not_1247::control0	0.007489999999999886	__aig_not_1247::observe	0.0011599999999999389	0.005379999999999903
train		subckt_0083	initial	cached_random	18	18	0	0	0.0	0	0	__aig_not_13375::observe	0.047029999999999905	__aig_not_13375::control0	0.0005799999999999139	0.00830722222222214
train		subckt_0083	initial	cached_stride	18	16	0	2	0.1111111111111111	2	0	__aig_not_13367::observe	0.037860000000000005	new_n6965::control0	-0.006330000000000169	0.00537222222222213
train		subckt_0086	initial	cached_hard_cone	18	14	0	4	0.2222222222222222	4	0	__buf_split_9::observe	0.012660000000000005	__buf_split_9::control0	-0.00609000000000004	0.0054061111111111115
train		subckt_0086	initial	cached_random	18	15	0	3	0.16666666666666666	3	0	U525::control0	0.012660000000000005	ADD_65_U4::control1	-0.012340000000000018	0.006787222222222222
train		subckt_0086	initial	cached_stride	18	12	0	6	0.3333333333333333	6	0	__buf_split_9::observe	0.012660000000000005	__aig_and_366::control1	-0.012340000000000018	0.0046911111111111025
train		subckt_0093	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__buf_split_40::observe	0.000260000000000149	__buf_split_40::control0	0.0001300000000000745	0.00017333333333343268
train		subckt_0093	initial	cached_random	18	18	0	0	0.0	0	0	new_n1704_::observe	0.000260000000000149	new_n1704_::control0	0.0001300000000000745	0.00017333333333343268
train		subckt_0093	initial	cached_stride	18	18	0	0	0.0	0	0	__buf_split_40::observe	0.000260000000000149	__buf_split_40::control0	0.0001300000000000745	0.00017333333333343268
train		subckt_0101	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__buf_split_9::observe	0.000140000000000029	__buf_split_9::control0	7.00000000000145e-05	9.333333333335266e-05
train		subckt_0101	initial	cached_random	18	18	0	0	0.0	0	0	__aig_and_321::observe	0.000140000000000029	__aig_and_321::control0	7.00000000000145e-05	9.333333333335266e-05
train		subckt_0101	initial	cached_stride	18	18	0	0	0.0	0	0	__buf_split_9::observe	0.000140000000000029	__buf_split_9::control0	7.00000000000145e-05	9.333333333335266e-05
train		subckt_0103	initial	cached_hard_cone	18	14	0	4	0.2222222222222222	4	0	__buf_split_708::control1	0.007099999999999995	__buf_split_708::control0	-0.017899999999999916	0.0005105555555555635
train		subckt_0103	initial	cached_random	18	16	0	2	0.1111111111111111	2	0	new_n2350_::control1	0.03522000000000003	__buf_split_1939::control0	-0.014780000000000015	0.004721666666666667
train		subckt_0103	initial	cached_stride	18	16	0	2	0.1111111111111111	2	0	new_n1592_::control0	0.044600000000000084	__buf_split_708::control0	-0.017899999999999916	0.011188333333333337
train		subckt_0107	initial	cached_hard_cone	18	16	0	2	0.1111111111111111	2	0	__buf_split_10::control1	0.02633999999999992	__buf_split_10::control0	-0.004910000000000081	0.0028183333333332995
train		subckt_0107	initial	cached_random	18	18	0	0	0.0	0	0	GT_197_U6::control1	0.038839999999999986	__buf_split_1261::control0	0.0013400000000000079	0.005176111111111091
train		subckt_0107	initial	cached_stride	18	17	0	1	0.05555555555555555	1	0	__buf_split_895::control1	0.038839999999999986	__buf_split_10::control0	-0.004910000000000081	0.0055961111111110795
train		subckt_0109	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__buf_split_7::observe	0.00013999999999991797	__buf_split_7::control0	6.999999999990347e-05	8.555555555546225e-05
train		subckt_0109	initial	cached_random	18	18	0	0	0.0	0	0	__aig_and_294::observe	0.00013999999999991797	__aig_and_294::control0	6.999999999990347e-05	8.944444444435195e-05
train		subckt_0109	initial	cached_stride	18	18	0	0	0.0	0	0	__buf_split_7::observe	0.00013999999999991797	__buf_split_7::control0	6.999999999990347e-05	9.333333333324163e-05
train		subckt_0116	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__buf_split_1::control0	0.005840000000000067	__buf_split_1::observe	9.00000000000345e-05	0.00392333333333339
train		subckt_0116	initial	cached_random	18	17	0	1	0.05555555555555555	1	0	__buf_split_3970::control0	0.007780000000000009	new_n5386_::control0	-0.00383	0.003280000000000036
train		subckt_0116	initial	cached_stride	18	18	0	0	0.0	0	0	__buf_split_3689::control1	0.008750000000000036	new_n5834_::observe	3.999999999992898e-05	0.003921666666666706
train		subckt_0118	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__buf_split_9::control1	0.0036400000000000876	__buf_split_7::control0	4.0000000000040004e-05	0.0002533333333333523
train		subckt_0118	initial	cached_random	18	16	0	2	0.1111111111111111	2	0	new_n1901_::observe	7.999999999996898e-05	new_n1901_::control0	-0.0035599999999998966	-0.0003466666666666433
train		subckt_0118	initial	cached_stride	18	16	0	2	0.1111111111111111	2	0	__buf_split_7::observe	7.999999999996898e-05	new_n1914_::control0	-0.0035599999999998966	-0.0003466666666666433
train		subckt_0120	initial	cached_hard_cone	18	6	0	12	0.6666666666666666	12	0	__buf_split_34::observe	7.999999999996898e-05	__buf_split_34::control1	-0.013940000000000063	-0.004610000000000034
train		subckt_0120	initial	cached_random	18	5	0	13	0.7222222222222222	12	1	2861::observe	0.007050000000000001	__aig_and_479::control0	-0.02094000000000007	-0.0031483333333333394
train		subckt_0120	initial	cached_stride	18	7	0	11	0.6111111111111112	10	1	2818::observe	0.005290000000000017	2603::control0	-0.02094000000000007	-0.005579444444444458
train		subckt_0121	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__buf_split_26::observe	0.00021999999999999797	__buf_split_26::control0	0.0001100000000000545	0.00014666666666670233
train		subckt_0121	initial	cached_random	18	18	0	0	0.0	0	0	4283::observe	0.00021999999999999797	4283::control0	0.0001100000000000545	0.00014666666666670233
train		subckt_0121	initial	cached_stride	18	18	0	0	0.0	0	0	__buf_split_26::observe	0.00021999999999999797	__buf_split_26::control0	0.0001100000000000545	0.00014666666666670233
train		subckt_0126	initial	cached_hard_cone	18	18	0	0	0.0	0	0	I655::observe	0.0005100000000000104	I655::control0	0.0002500000000000835	0.0003366666666667258
train		subckt_0126	initial	cached_random	18	15	0	3	0.16666666666666666	3	0	__buf_split_193::control1	0.0030800000000000827	__buf_split_247::control0	-0.00539999999999996	-0.00029055555555551
train		subckt_0126	initial	cached_stride	18	18	0	0	0.0	0	0	I655::observe	0.0005100000000000104	I655::control0	0.0002500000000000835	0.00032222222222228543
train		subckt_0128	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__buf_split_1141::control0	0.007429999999999937	__buf_split_1141::observe	0.0011499999999999844	0.005336666666666619
train		subckt_0128	initial	cached_random	18	16	0	2	0.1111111111111111	2	0	__aig_and_17582::observe	0.026150000000000007	__aig_and_17582::control0	-0.006270000000000109	0.0046955555555555206
train		subckt_0128	initial	cached_stride	18	16	0	2	0.1111111111111111	2	0	__aig_and_17540::observe	0.03750999999999993	__aig_and_17590::control0	-0.006270000000000109	0.005326666666666628
train		subckt_0133	initial	cached_hard_cone	18	17	0	1	0.05555555555555555	1	0	__aig_and_5::observe	0.0032999999999999696	__buf_split_1::control0	-0.002630000000000021	0.0009411111111110716
train		subckt_0133	initial	cached_random	18	18	0	0	0.0	0	0	__aig_not_43475::observe	0.00045999999999990493	__aig_not_43475::control0	0.00022999999999995246	0.0003066666666666033
train		subckt_0133	initial	cached_stride	18	17	0	1	0.05555555555555555	1	0	__buf_split_1::control1	0.003090000000000037	__buf_split_1::control0	-0.002630000000000021	0.00030666666666660943
train		subckt_0136	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__aig_and_296::observe	0.0014899999999999913	__aig_and_296::control0	0.0007500000000000284	0.0009966666666666828
train		subckt_0136	initial	cached_random	18	13	0	5	0.2777777777777778	5	0	new_n4006::observe	0.04835999999999996	new_n4006::control0	-0.007120000000000015	0.003805555555555556
train		subckt_0136	initial	cached_stride	18	13	0	5	0.2777777777777778	5	0	__aig_not_7509::observe	0.0561799999999999	__aig_not_7509::control1	-0.007120000000000015	0.00315999999999999
train		subckt_0141	initial	cached_hard_cone	18	17	0	1	0.05555555555555555	1	0	__buf_split_9611::control1	0.0044200000000000905	__buf_split_9611::control0	-0.004129999999999967	0.0001883333333333644
train		subckt_0141	initial	cached_random	18	18	0	0	0.0	0	0	__aig_not_16373::observe	0.008770000000000056	__aig_not_30254::control0	0.00014999999999998348	0.001615000000000027
train		subckt_0141	initial	cached_stride	18	18	0	0	0.0	0	0	__aig_and_16334::observe	0.0002900000000001235	__aig_and_16334::control0	0.00014999999999998348	0.00019666666666669683
train		subckt_0143	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__buf_split_10::control1	0.00790000000000013	__buf_split_10::control0	0.00014999999999998348	0.00084611111111114
train		subckt_0143	initial	cached_random	18	18	0	0	0.0	0	0	__buf_split_520::control1	0.00790000000000013	__buf_split_508::control0	0.00014999999999998348	0.0010611111111111422
train		subckt_0143	initial	cached_stride	18	18	0	0	0.0	0	0	__buf_split_10::control1	0.00790000000000013	__buf_split_10::control0	0.00014999999999998348	0.0006305555555555786
train		subckt_0146	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__buf_split_6::observe	0.0006399999999999739	__buf_split_6::control0	0.00031999999999998696	0.00042666666666664926
train		subckt_0146	initial	cached_random	18	17	0	1	0.05555555555555555	1	0	__buf_split_638::control0	0.004529999999999923	R259_U12::control1	-0.0038799999999999946	0.00042722222222220233
train		subckt_0146	initial	cached_stride	18	18	0	0	0.0	0	0	U339::control0	0.008729999999999905	__buf_split_6::control0	0.00031999999999998696	0.0008761111111110899
train		subckt_0147	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__buf_split_1169::control0	0.015490000000000115	__buf_split_1169::control1	4.0000000000151026e-05	0.000911666666666829
train		subckt_0147	initial	cached_random	18	18	0	0	0.0	0	0	__buf_split_302150::observe	8.000000000019103e-05	__buf_split_302150::control0	4.0000000000151026e-05	5.333333333349769e-05
train		subckt_0147	initial	cached_stride	18	18	0	0	0.0	0	0	__buf_split_1169::control0	0.015490000000000115	__buf_split_1169::control1	4.0000000000151026e-05	0.0009094444444446045
train		subckt_0148	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__buf_split_37::control0	0.003730000000000122	__buf_split_39::control0	4.999999999999449e-05	0.0014977777777778571
train		subckt_0148	initial	cached_random	18	18	0	0	0.0	0	0	new_n278::control1	0.003730000000000122	__buf_split_34448::control1	4.999999999999449e-05	0.0004755555555555994
train		subckt_0148	initial	cached_stride	18	18	0	0	0.0	0	0	__buf_split_37::control0	0.003730000000000122	__aig_and_58375::control0	4.999999999999449e-05	0.0010883333333333886
train		subckt_0155	initial	cached_hard_cone	18	15	0	3	0.16666666666666666	3	0	__buf_split_11::control0	0.00934999999999997	__buf_split_11::control1	-0.011579999999999924	0.003169444444444459
train		subckt_0155	initial	cached_random	18	18	0	0	0.0	0	0	G161::control0	0.00934999999999997	G161::observe	5.0000000000105516e-05	0.006266666666666667
train		subckt_0155	initial	cached_stride	18	17	0	1	0.05555555555555555	1	0	__buf_split_11::control0	0.00934999999999997	__buf_split_11::control1	-0.011579999999999924	0.0045905555555555665
train		subckt_0165	initial	cached_hard_cone	18	18	0	0	0.0	0	0	new_n152506_::control0	0.016979999999999884	__buf_split_111315::control0	5.999999999994898e-05	0.0028994444444443556
train		subckt_0165	initial	cached_random	18	16	0	2	0.1111111111111111	1	1	__buf_split_111781::control1	0.011339999999999906	__buf_split_112316::observe	-0.0036200000000001786	0.0003972222222221353
train		subckt_0165	initial	cached_stride	18	18	0	0	0.0	0	0	new_n152919_::control1	0.011339999999999906	__buf_split_111315::control0	5.999999999994898e-05	0.0007099999999999144
train		subckt_0168	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__buf_split_8::control0	0.010970000000000035	__buf_split_8::control1	0.0008700000000000374	0.001998333333333355
train		subckt_0168	initial	cached_random	18	12	0	6	0.3333333333333333	6	0	__buf_split_2124::observe	0.041729999999999934	__buf_split_455::control0	-0.009230000000000071	0.0025372222222222155
train		subckt_0168	initial	cached_stride	18	16	0	2	0.1111111111111111	2	0	__buf_split_221::control1	0.03621999999999992	__buf_split_453::control0	-0.009230000000000071	0.003670555555555566
train		subckt_0170	initial	cached_hard_cone	18	18	0	0	0.0	0	0	425::observe	0.000220000000000109	425::control0	0.0001100000000000545	0.00014666666666673933
train		subckt_0170	initial	cached_random	18	18	0	0	0.0	0	0	1483::observe	0.000220000000000109	1483::control0	0.0001100000000000545	0.00014666666666673933
train		subckt_0170	initial	cached_stride	18	18	0	0	0.0	0	0	425::observe	0.000220000000000109	425::control0	0.0001100000000000545	0.00014666666666673933
train		subckt_0172	initial	cached_hard_cone	18	6	0	12	0.6666666666666666	12	0	__buf_split_12::observe	5.999999999994898e-05	__buf_split_12::control0	-0.012850000000000028	-0.008546666666666702
train		subckt_0172	initial	cached_random	18	6	0	12	0.6666666666666666	12	0	new_n7338_::observe	5.999999999994898e-05	new_n6736_::control0	-0.020589999999999997	-0.008905555555555592
train		subckt_0172	initial	cached_stride	18	5	0	13	0.7222222222222222	12	1	__buf_split_12::observe	5.999999999994898e-05	new_n7087_::observe	-0.04107000000000005	-0.011406111111111141
train		subckt_0173	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__buf_split_1::control0	0.013319999999999999	__buf_split_1::observe	0.0019500000000000073	0.008914444444444423
train		subckt_0173	initial	cached_random	18	15	0	3	0.16666666666666666	2	1	new_n50739_::control1	0.03801999999999983	__buf_split_15424::control0	-0.010129999999999972	0.009389999999999966
train		subckt_0173	initial	cached_stride	18	18	0	0	0.0	0	0	new_n48715_::observe	0.0216599999999999	__buf_split_1::observe	0.0019500000000000073	0.009733333333333297
train		subckt_0188	initial	cached_hard_cone	18	15	0	3	0.16666666666666666	3	0	__buf_split_15::control0	0.011220000000000008	__buf_split_51::control1	-0.00823000000000007	0.0038449999999999687
train		subckt_0188	initial	cached_random	18	17	0	1	0.05555555555555555	1	0	new_n3877_::control0	0.011220000000000008	__buf_split_173::control0	-0.00823000000000007	0.005851666666666638
train		subckt_0188	initial	cached_stride	18	18	0	0	0.0	0	0	new_n3187_::control1	0.013989999999999947	new_n660_::control1	0.00010999999999994348	0.006932222222222191
train		subckt_0189	initial	cached_hard_cone	18	6	0	12	0.6666666666666666	12	0	__buf_split_177::observe	0.0021400000000000308	__buf_split_177::control0	-0.005819999999999936	-0.003166666666666614
train		subckt_0189	initial	cached_random	18	6	0	12	0.6666666666666666	12	0	new_n4707::observe	0.06720999999999999	__aig_not_8865::control0	-0.012720000000000065	0.0034866666666666995
train		subckt_0189	initial	cached_stride	18	6	0	12	0.6666666666666666	12	0	new_n4698::observe	0.07748	__aig_not_8851::control0	-0.012720000000000065	0.0006272222222222482
train		subckt_0192	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__buf_split_325::control1	0.0027399999999999647	__buf_split_84::control0	0.00028999999999990145	0.0005194444444443688
train		subckt_0192	initial	cached_random	18	18	0	0	0.0	0	0	__buf_split_649::control1	0.005190000000000028	new_n61942_::control0	0.00028999999999990145	0.0006399999999999246
train		subckt_0192	initial	cached_stride	18	15	0	3	0.16666666666666666	3	0	new_n10885_::control1	0.049309999999999965	new_n61210_::control0	-0.0046200000000000685	0.002967222222222158
train		subckt_0193	initial	cached_hard_cone	18	6	0	12	0.6666666666666666	12	0	I655::observe	0.00046999999999997044	I655::control0	-0.0021899999999999142	-0.001303333333333286
train		subckt_0193	initial	cached_random	18	8	0	10	0.5555555555555556	10	0	G229::observe	0.00046999999999997044	G229::control0	-0.0021899999999999142	-0.0010333333333332935
train		subckt_0193	initial	cached_stride	18	7	0	11	0.6111111111111112	11	0	I655::observe	0.00046999999999997044	I655::control0	-0.0021899999999999142	-0.0011683333333332897
train		subckt_0196	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__buf_split_3::control0	0.0050000000000000044	__buf_split_3::observe	0.0002900000000001235	0.003430000000000044
train		subckt_0196	initial	cached_random	18	16	0	2	0.1111111111111111	2	0	__buf_split_4703::observe	0.01471	__aig_and_7009::control1	-0.009560000000000013	0.004487777777777807
train		subckt_0196	initial	cached_stride	18	16	0	2	0.1111111111111111	2	0	__buf_split_4717::observe	0.01471	__buf_split_4717::control0	-0.009560000000000013	0.0042161111111111305
train		subckt_0197	initial	cached_hard_cone	18	18	0	0	0.0	0	0	__aig_and_64::control1	0.011119999999999908	__aig_not_43::control0	5.999999999994898e-05	0.001582222222222201
train		subckt_0197	initial	cached_random	18	14	0	4	0.2222222222222222	4	0	__buf_split_536::observe	0.00012000000000000899	__buf_split_536::control0	-0.006080000000000085	-0.00046611111111113625
