step,node,type,q_pred,q_pred_context,q_pred_type_context,q_pred_lcb_context,q_pred_context_lcb,score_pred,reward_pred,reward_pred_context,reward_pred_type_context,fc_pred,pattern_pred,return_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,consensus_pred_context,consensus_pred_type_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy
1,N2219,control1,1.5957682132720947,2.766549648717046,1.8469676196575164,0.422432604804635,1.7982572716660798,1.5957682132720947,0.7163988351821899,2.0122372720390556,2.8730635285377497,0.007163988351821899,0.3101164996623993,0.036327145993709564,0.036327145993709564,1.1208090468496084,0.07537908107042313,0.18683530390262604,0.05175629258155823,105212.25,42459.421875,62752.82421875,108084.578125,45592.5703125,62492.00390625,-0.02730032056570053,-0.07379159331321716,0.004156311973929405,-2.730032056570053,8.290634088218212,2.0872291062772272,7.7260896023362875,1.9365930293500424,1.9100498046725989,1.9907397169433532,2.766549648717046,2.766549648717046,2.766549648717046,greedy,2.766549648717046,0.0,hard_fault_cluster
2,N14033,control1,1.6646027565002441,2.6622531333565713,1.9890294909477233,0.23411580353975295,1.7304645366817715,1.6646027565002441,0.7475789785385132,1.9678812772035597,1.417889451980591,0.007475789785385132,0.3489774763584137,0.023006053641438484,0.023006053641438484,-0.9123882734775542,0.0669962465763092,0.17578861117362976,0.05170594900846481,108084.140625,45592.25,62491.89453125,108300.765625,45846.3203125,62454.4453125,-0.002004225505515933,-0.005572664551436901,0.0005992652149870992,-0.2004225505515933,7.470209689810872,3.090371843576431,6.892270915675908,3.276257940530777,2.5000119388103483,1.8578461860865354,2.6622531333565713,5.4288027820736175,5.4288027820736175,greedy,2.6622531333565713,0.0,hard_fault_cluster
3,N5319,control0,1.3257781267166138,1.1766663879156112,1.1411542415618896,0.17027895152568817,0.7648331521451472,1.3257781267166138,0.7306811809539795,1.1913285344839097,1.156561291217804,0.007306811809539795,0.37080708146095276,0.019476572051644325,0.019476572051644325,-0.4079197257757187,0.05739959329366684,0.16596011817455292,0.04722297191619873,108301.46875,45847.5859375,62453.8828125,108165.578125,45653.234375,62512.34765625,0.0012547440128400922,0.004239079542458057,-0.0009361282573081553,0.12547440128400922,6.490117082372308,0.9127744054794312,5.92749876761809,0.8676836824417115,1.2636069148778915,1.295589875280857,1.1766663879156112,6.605469169989229,6.605469169989229,greedy,1.1766663879156112,0.0,hard_fault_cluster
4,N6992,control0,1.4768800735473633,1.6476263026893139,1.544541525840759,0.2261089561879635,1.070957096748054,1.4768800735473633,0.7580862641334534,1.5331746742129326,1.5823843240737914,0.007580862641334534,0.3904581069946289,0.019161293283104897,0.019161293283104897,-0.36481934845447545,0.0577082484960556,0.17055535316467285,0.04962262511253357,108165.7734375,45653.23828125,62512.53515625,107755.203125,45331.171875,62424.03515625,0.0037957506719976664,0.007054623682051897,0.0014157160185277462,0.37957506719976664,6.548072407022119,1.273558692932129,5.9651367389597,1.2805170941352846,1.6399748027324677,1.739261694252491,1.6476263026893139,8.253095472678543,8.253095472678543,greedy,1.6476263026893139,0.0,hard_fault_cluster
5,N6780,control0,1.4466848373413086,1.710539983212948,1.2566106617450714,0.2936109110713005,1.1118509890884163,1.4466848373413086,0.811032772064209,1.8503196954727175,1.8617644906044006,0.00811032772064209,0.4001116454601288,0.021079862490296364,0.021079862490296364,-0.19230458915233617,0.05697125941514969,0.16976545751094818,0.048827704042196274,107755.140625,45331.23828125,62423.90234375,107720.09375,45294.734375,62425.36328125,0.000325245491694659,0.000805270450655371,-2.3403496015816927e-05,0.0325245491694659,6.529238576069474,1.43118842959404,5.905154100153595,1.4557879340648652,1.7100860148668289,1.5498743082396687,1.710539983212948,9.963635455891492,9.963635455891492,greedy,1.710539983212948,0.0,hard_fault_cluster
6,N2849,control0,1.5815006494522095,2.2740401889383794,1.8587751865386961,0.3285120113193989,1.4781261228099467,1.5815006494522095,0.8375067710876465,1.927312283217907,1.6304134130477905,0.008375067710876465,0.41320914030075073,0.022622721269726753,0.022622721269726753,-0.0006278669834137718,0.05947082117199898,0.17553828656673431,0.04952920228242874,107712.640625,45285.04296875,62427.59375,107224.890625,44955.9296875,62268.9609375,0.00452825240790844,0.007267593406140804,0.0025410689413547516,0.45282524079084396,6.807211609557271,1.9554525315761566,6.162114490289241,2.0897571742534637,2.146052300930023,1.9611357313394546,2.2740401889383794,12.23767564482987,12.23767564482987,greedy,2.2740401889383794,0.0,hard_fault_cluster
7,N13662,control0,1.5958678722381592,2.4560682315379383,2.4425296664237974,0.42612177468836315,1.59644435049966,1.5958678722381592,0.88603276014328,2.4573570035398005,2.9435765981674193,0.0088603276014328,0.41646608710289,0.024192148819565773,0.024192148819565773,0.2580787360668182,0.057389259338378906,0.17368987202644348,0.048548080027103424,107231.90625,44965.01171875,62266.890625,106781.3125,44689.71875,62091.59375,0.004202049225568771,0.006122381892055273,0.002815250074490905,0.42020492255687714,6.649150842800736,2.0861197239160534,5.966482161078602,1.844528973698616,2.272506591677666,2.690039125531912,2.4560682315379383,14.693743876367808,14.693743876367808,greedy,2.4560682315379383,0.0,hard_fault_cluster
8,N16937,control0,1.6094443798065186,2.0557484417408705,1.8844591736793517,0.6135085923224688,1.336236487131566,1.6094443798065186,0.8969440460205078,3.2072432480752466,3.2790706634521483,0.008969440460205078,0.422260046005249,0.02480419911444187,0.02480419911444187,0.4941665095090866,0.05709856003522873,0.17337270081043243,0.046964388340711594,106781.796875,44690.22265625,62091.578125,106377.796875,44428.0546875,61949.7421875,0.0037834164686501026,0.0058663384988904,0.0022843023762106895,0.37834164686501026,6.631604248657823,1.4731678885221482,5.94029306480661,1.4658557575941087,2.3249608278274536,2.5554347255825993,2.0557484417408705,16.74949231810868,16.74949231810868,greedy,2.0557484417408705,0.0,hard_fault_cluster
9,N11975,control0,1.5616302490234375,2.1437226231582462,1.984879696369171,0.42198529595509177,1.39341970505286,1.5616302490234375,0.9215341806411743,2.20361313726753,3.177393007278442,0.009215341806411743,0.42861899733543396,0.025594206526875496,0.025594206526875496,0.4944036212563514,0.058164700865745544,0.17746169865131378,0.048219531774520874,106377.78125,44428.09375,61949.68359375,106350.453125,44398.5625,61951.88671875,0.00025689692120067775,0.0006646976689808071,-3.556313458830118e-05,0.025689692120067775,6.763598473742604,2.5199765495955946,6.053252183366567,2.3276351265609265,2.0112767219543457,2.457170407474041,2.1437226231582462,18.893214941266926,18.893214941266926,greedy,2.1437226231582462,0.0,hard_fault_cluster
10,N7781,observe,1.7722527980804443,2.8683906647562982,3.7215917348861693,0.17772599071264272,1.8644539320915938,1.7722527980804443,0.966452956199646,2.153215801715851,2.9142027258872982,0.00966452956199646,0.42572128772735596,0.01011371798813343,0.01011371798813343,-2.1576518636941913,0.06523629277944565,0.1820494830608368,0.05199655145406723,106349.984375,44397.9609375,61952.0234375,106570.09375,44599.0,61971.09375,-0.00206967000849545,-0.0045281145721673965,-0.0003078238805755973,-0.206967000849545,7.500195952132344,4.165889554023742,6.76777094649151,5.221582560539246,3.094524163007736,3.8925607046484947,2.8683906647562982,21.761605606023224,21.761605606023224,greedy,2.8683906647562982,0.0,hard_fault_cluster
11,N18172,control0,1.5673866271972656,1.4460840079188348,0.9617557227611541,0.45620002537965776,0.9399546051472427,1.5673866271972656,0.8864325284957886,1.9247773855924606,1.3950731694698333,0.008864325284957886,0.4236770272254944,0.02667560614645481,0.02667560614645481,1.2884692221879959,0.057513829320669174,0.16710953414440155,0.04308915138244629,106570.375,44599.35546875,61971.0234375,105882.703125,44196.5546875,61686.14453125,0.006452749017626047,0.009031537920236588,0.004596969578415155,0.6452749017626047,6.664491066709161,0.8549161152541638,5.979659965727478,0.734853525608778,1.3618573486804961,1.20593017809093,1.4460840079188348,23.20768961394206,23.20768961394206,greedy,1.4460840079188348,0.0,hard_fault_cluster
