epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_typed_marginal_loss,train_typed_return_loss,train_typed_sa_reduction_loss,train_hard_weight,train_rollout_steps,train_oracle_loss,train_oracle_rank_loss,train_oracle_value_loss,train_oracle_candidate_loss,train_oracle_ndcg_loss,train_oracle_conservative_loss,train_oracle_context_loss,train_oracle_pairs,train_oracle_groups,train_oracle_weight,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_typed_marginal_loss,val_typed_return_loss,val_typed_sa_reduction_loss,val_hard_weight,val_rollout_steps,val_steps
1,1,0.3500132682463367,0.2651558071374893,0.13562902145915562,0.009158767320008742,0.10438588944574197,0.0,0.2820113193657663,1.0,0.051850944136579834,0.00797803470186409,0.6552122151779763,0.6552122151779763,0.0,0.744967777746044,0.7000265364926734,0.8769523522868339,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.03574310259427875,0.17998822033405304,0.1314319685101509,0.007769320067018271,0.10768257081508636,0.0,0.3086053907871246,1.0,0.06957015544176101,0.00034603144231368785,0.07880389464553446,0.07880389464553446,0.0,0.13518299880088308,0.0714862051885575,0.5631225518882275,0.0,1.0,1.0,5.0
2,2,0.31444659606844044,0.28515114304092193,0.1352792220811049,0.009079568618391123,0.10610195094098647,0.0,0.28479250851604676,1.0,0.050291485980980925,0.03172818284833233,0.7266194726510347,0.7266194726510347,0.0,1.2842901108495728,0.6288931921368809,0.984680692987038,0.0,1.0,2.0,0.1193401925265789,0.08930114656686783,0.27075228095054626,2.4274611870447793,0.0,0.0,0.062297203888495765,99.0,3.0,0.13333333333333333,18.0,3.0,0.030023473162873415,0.19555033147335052,0.13145921751856804,0.007328874105587602,0.10853934139013291,0.0,0.3088730454444885,1.0,0.06617065668106079,0.0019951277843574646,0.05999958631873596,0.05999958631873596,0.0,0.3546273064952402,0.06004694632574683,0.1654259376693517,0.0,1.0,2.0,5.0
3,4,0.2906777900317239,0.3277013301849365,0.1339256568915314,0.008480368996970356,0.1078745506496893,0.0,0.28877944747606915,1.0,0.047149615491636925,0.026551292491649607,0.7188908781214359,0.7188908781214359,0.0,3.270705284547148,0.5813555800634478,2.2714443123467287,0.0,1.0,4.0,0.2717725684245427,0.14105680833260217,0.12344902132948239,2.7229305108388266,0.0,0.0,0.09739047040541966,93.33333333333333,3.0,0.26666666666666666,18.0,3.0,0.08840120336285509,0.2217066541314125,0.13130774199962617,0.006918255798518657,0.10968015640974045,0.0,0.30927673578262327,1.0,0.06233149413019419,0.02026978739918377,0.08029174572584452,0.08029174572584452,0.0,1.3481103455087577,0.17680240672571018,0.8126758544192854,0.0,1.0,4.0,5.0
4,8,0.2853981383450951,0.38183374278661275,0.1346934762162467,0.008262235726255717,0.11016818260153134,0.0,0.2927919761795137,1.0,0.04564430558174434,0.03311890112262164,0.7202872025199696,0.7202872025199696,0.0,6.577342330748767,0.5707962766901902,5.2849927842099635,0.0,1.0,8.0,0.3394325176874797,0.1008123829960823,0.6775897443294525,1.9294499158859253,0.0,0.0,0.08910932143529256,85.0,3.0,0.4000000000000001,18.0,3.0,0.39995945524274246,0.27647368274629114,0.131281097792089,0.006889849086292088,0.11028594709932804,0.0,0.30707364082336425,1.0,0.06120626023039222,0.012864965551648311,0.7458240410524013,0.7458240410524013,0.0,9.09952771179378,0.7999189104854849,7.9538052482530475,0.0,1.0,8.0,5.0
5,16,0.6142637406093037,0.4577613702147371,0.13563248008075687,0.00841766995533059,0.11555451939865533,0.0,0.29820074803299373,1.0,0.044436934397607625,0.034559997367076614,1.3424032852443066,1.3424032852443066,0.0,20.115767722448155,1.2285274812186073,18.86939093540261,0.0,1.0,16.0,0.3800313373406728,0.09270969157417615,0.2803744301199913,2.5472195943196616,0.0,0.0,0.09900778283675511,69.0,3.0,0.4000000000000001,18.0,3.0,0.7959012324625292,0.34317790511995555,0.13293276652693747,0.006861866125836969,0.10990695245563983,0.0,0.29924581944942474,1.0,0.058341987617313865,0.010032788579724183,1.599287625472789,1.599287625472789,0.0,27.17152622118592,1.5918024649250584,25.742719494178893,0.0,1.0,16.0,5.0
6,32,1.2340433053542041,0.5579061268363148,0.137997718502043,0.008701536196490956,0.13093393010785803,0.0,0.3061457050498575,1.0,0.0444920996896043,0.020651560560126982,2.5964234873823164,2.5964234873823164,0.0,66.36484498419385,2.4680866107084083,65.54802389168698,0.0,1.0,32.0,0.265449379881223,0.0632577445358038,0.3370935420195262,1.675940752029419,0.0,0.0,0.08043940862019856,90.66666666666667,3.0,0.4000000000000001,18.0,3.0,1.4230677712053876,0.4229469420388341,0.13655727049335836,0.007173878684989176,0.11345662358216942,0.0,0.29238169491291044,1.0,0.05486141087021679,0.00601732696515569,2.969500686342144,2.969500686342144,0.0,81.74787361174822,2.8461355424107753,80.52337743490935,0.0,1.0,32.0,5.0
7,32,1.1895865965511478,0.5621479060242159,0.13823186146974978,0.008898319700771632,0.1284060572571535,0.0,0.3068294522818178,1.0,0.044753020878286205,0.020631461287390747,2.588512367857616,2.588512367857616,0.0,66.36865462986235,2.3791731931022957,65.43117442813916,0.0,1.0,32.0,0.31467798352241516,0.08396253734827042,0.20942802230517069,2.1171444257100425,0.0,0.0,0.06854268287618955,80.66666666666667,3.0,0.4000000000000001,18.0,3.0,1.3438086482639733,0.4229469407349825,0.13655727002769708,0.007173878664616495,0.1134566227439791,0.0,0.29238169649615886,1.0,0.05486141070723534,0.006017326868334294,2.969500681630234,2.969500681630234,0.0,81.7478736102581,2.6876172965279466,80.4667020842433,0.0,1.0,32.0,5.0
8,32,1.1940993968126012,0.5614815090213798,0.13765792324880344,0.008817540180947011,0.12935522091963017,0.0,0.3070192852626658,1.0,0.04354160799185694,0.021371304700442708,2.6584741321529117,2.6584741321529117,0.0,66.37049824229649,2.3881987936252025,65.45091997640621,0.0,1.0,32.0,0.40276335676511127,0.09584145496288936,0.43444188435872394,2.6591567993164062,0.0,0.0,0.07048425575097401,93.33333333333333,3.0,0.4000000000000001,18.0,3.0,1.2995984836299712,0.422946940921247,0.1365572706796229,0.007173878652974963,0.11345662232488393,0.0,0.29238169472664594,1.0,0.05486141068395227,0.006017326923836208,2.9695006969621316,2.9695006969621316,0.0,81.74787359982729,2.5991969672599424,80.4210726045072,0.0,1.0,32.0,5.0
9,32,1.1367659804234649,0.559717415418062,0.13755685198379475,0.008685086350952689,0.13176746513798004,0.0,0.30728247205519843,1.0,0.04510570065920345,0.020856437028964732,2.540291585210131,2.540291585210131,0.0,66.3703085933812,2.2735319608469298,65.31866557043233,0.0,1.0,32.0,0.35205982128779095,0.04454095040758451,0.33278486132621765,2.3808637460072837,0.0,0.0,0.14611338078975677,103.66666666666667,3.0,0.4000000000000001,18.0,3.0,1.2832447228094856,0.4229469417594373,0.1365572704002261,0.00717387865006458,0.1134566233959049,0.0,0.2923816961236298,1.0,0.05486141121946275,0.006017326939911527,2.969500693102964,2.969500693102964,0.0,81.74787359833718,2.5664894456189713,80.4093459457159,0.0,1.0,32.0,5.0
10,32,1.1561208336579432,0.5598928544463383,0.1378149163340115,0.00871568562918886,0.12910318477467322,0.0,0.30405517714098096,1.0,0.04560299980544692,0.020342559843514765,2.5801024772597287,2.5801024772597287,0.0,66.36780801032566,2.3122416673158863,65.39283341371144,0.0,1.0,32.0,0.42297618587811786,0.09932276234030724,0.38040002187093097,2.7834246158599854,0.0,0.0,0.12536082168420157,105.0,3.0,0.4000000000000001,18.0,3.0,1.2713708571540792,0.4229469412006438,0.13655727044679225,0.007173878600588069,0.11345662283711136,0.0,0.2923816952854395,1.0,0.054861411056481305,0.006017326916398247,2.969500701933066,2.969500701933066,0.0,81.74787360876799,2.5427417143081583,80.39797139912844,0.0,1.0,32.0,5.0
