epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_typed_marginal_loss,train_typed_return_loss,train_typed_sa_reduction_loss,train_hard_weight,train_rollout_steps,train_oracle_loss,train_oracle_rank_loss,train_oracle_value_loss,train_oracle_candidate_loss,train_oracle_ndcg_loss,train_oracle_conservative_loss,train_oracle_context_loss,train_oracle_pairs,train_oracle_groups,train_oracle_weight,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_typed_marginal_loss,val_typed_return_loss,val_typed_sa_reduction_loss,val_hard_weight,val_rollout_steps,val_steps
1,1,0.5897561046336992,0.3648848619900252,0.12623463375003716,0.00982885445026975,0.09959902261432849,0.0,0.2843130583825864,1.0,0.041456471442392,0.011438830567433462,1.0644762634887899,1.0644762634887899,0.0,2.2162725953675793,1.1795122092673984,2.750193767494669,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,0.6880638189380989,0.2921057015657425,0.12235507518053054,0.008018262684345245,0.08786088600754738,0.0,0.2700370103120804,1.0,0.0639517679810524,0.004957947880029678,0.833640378783457,0.833640378783457,0.0,0.5060314120673866,1.3761276378761977,3.2347228210419416,0.0,1.0,1.0,5.0
2,2,0.6216785747292785,0.4106611883953998,0.1275919687591101,0.009755615341035943,0.1004152910685853,0.0,0.2884223794466571,1.0,0.040919324726258456,0.042088469388976306,1.1826339872564666,1.1826339872564666,0.0,4.3359613289051735,1.243357149458557,2.8039862603028793,0.0,1.0,2.0,0.12519383182128271,0.09082555025815964,0.23471839725971222,2.5543524424235025,0.0,0.0,0.09301007787386577,97.0,3.0,0.13333333333333333,19.0,3.0,0.6001860076133199,0.3272766649723053,0.1218800462782383,0.007793341111391783,0.08960606567561627,0.0,0.27325076311826707,1.0,0.063056068867445,0.006721175571146887,0.9070771358849015,0.9070771358849015,0.0,1.0976137002930044,1.2003720152266397,2.8048489253968,0.0,1.0,2.0,5.0
3,4,0.5527560135865315,0.4587822803541234,0.12862065052123448,0.009537402399521517,0.10544686808593963,0.0,0.29611394985726003,1.0,0.04127566861969076,0.04972713051743564,1.215522392275668,1.215522392275668,0.0,7.976739700420393,1.105512027173063,4.5246904610018985,0.0,1.0,4.0,0.27736230691274005,0.14125933249791464,0.26401494940121967,2.698920806248983,0.0,0.0,0.09698692957560222,88.66666666666667,3.0,0.26666666666666666,19.0,3.0,0.4081417629308362,0.37734026461839676,0.12129403278231621,0.007632174179889262,0.09235708992928267,0.0,0.27574973925948143,1.0,0.06369717307388782,0.021081071401567897,0.8369525593676371,0.8369525593676371,0.0,3.6524136304855346,0.8162835258616724,1.6092848596628755,0.0,1.0,4.0,5.0
4,8,0.6822892473938784,0.5480166381519092,0.12960646262294367,0.00969490409203756,0.10963187065269601,0.0,0.30054850954758494,1.0,0.04082772872214647,0.04531189892574018,1.4873658905179092,1.4873658905179092,0.0,13.857332443117182,1.3645784947877568,9.52872465701014,0.0,1.0,8.0,0.3174373010794322,0.11276385933160782,0.28649700184663135,1.9655351638793945,0.0,0.0,0.09031863510608673,130.33333333333334,3.0,0.4000000000000001,19.0,3.0,0.307618334813219,0.42695897445082664,0.12185240741819144,0.007292474131099879,0.10257661351934075,0.0,0.2808335695415735,1.0,0.06314294161275029,0.016543286125988745,0.816750700771081,0.816750700771081,0.0,7.361690201621968,0.615236669626438,4.077727669128217,0.0,1.0,8.0,5.0
5,16,0.765832264205606,0.6188337942095179,0.13367691182678468,0.009990126965261114,0.11945892930471975,0.0,0.3074985996476914,1.0,0.03996887980151529,0.03720918613449791,1.6275829378450968,1.6275829378450968,0.0,21.187227596832475,1.531664528411212,18.235202167183868,0.0,1.0,16.0,0.4119550983111064,0.11665171384811401,0.10081299891074498,2.8966517448425293,0.0,0.0,0.0642078270514806,78.0,3.0,0.4000000000000001,19.0,3.0,0.16713587376365968,0.49133540391922,0.12378759067505599,0.007222870277473703,0.11373702944256366,0.0,0.286209455318749,1.0,0.05572895063087344,0.013997145480595918,0.6332738966539182,0.6332738966539182,0.0,14.114226310513914,0.33427174752731936,10.333918174975043,0.0,1.0,16.0,5.0
6,32,1.1295404417792523,0.6795283403296611,0.14136741474564923,0.009672495342735937,0.14385896346433774,0.0,0.31625761221604126,1.0,0.04416496672753343,0.0246737683490048,2.31902445090001,2.31902445090001,0.0,49.058750531950025,2.2590808835585046,48.605113584538664,0.0,1.0,32.0,0.3528359631697337,0.120682492852211,0.17810025811195374,2.36781640847524,0.0,0.0,0.04117987180749575,85.33333333333333,3.0,0.4000000000000001,19.0,3.0,0.17034518060924775,0.5771833080798388,0.12817156710661948,0.007561779118259437,0.12216217203531414,0.0,0.28799172630533576,1.0,0.04712390040513128,0.013910241318671978,0.5090712720919782,0.5090712720919782,0.0,19.59754123129096,0.3406903612184955,17.188220282093283,0.0,1.0,32.0,5.0
7,32,1.0751800091618293,0.6952569497700193,0.14068887659691667,0.009908650886101992,0.1395358911617414,0.0,0.314715452737322,1.0,0.04297292657122996,0.025082472374545223,2.207456949543365,2.207456949543365,0.0,49.06006067921582,2.1503600183236586,48.37128827171402,0.0,1.0,32.0,0.34951970477898914,0.06574231013655663,0.48352426290512085,2.2739246686299643,0.0,0.0,0.07779925068219502,91.0,3.0,0.4000000000000001,19.0,3.0,0.1711831705844297,0.5771833064034582,0.12817156710661948,0.0075617790746036915,0.12216217319946736,0.0,0.2879917258396745,1.0,0.04712389935739338,0.013910241343182861,0.5090712790652561,0.5090712790652561,0.0,19.5975412306856,0.3423663411688594,17.19384079040451,0.0,1.0,32.0,5.0
8,32,1.046905691591261,0.6913810814730823,0.14124459791683444,0.009832163133787139,0.14198916438525835,0.0,0.3168918608295682,1.0,0.044165527135574895,0.024894860913856166,2.13509718994184,2.13509718994184,0.0,49.05852160008257,2.093811383182522,48.384692515398285,0.0,1.0,32.0,0.31456374128659564,0.0994616150856018,0.12252560754617055,2.1192684173583984,0.0,0.0,0.07109891250729561,102.33333333333333,3.0,0.4000000000000001,19.0,3.0,0.17070481148936806,0.5771833062171936,0.12817156687378883,0.0075617791677359495,0.12216217189561576,0.0,0.2879917283542454,1.0,0.04712389884516597,0.013910241171765847,0.5090712430629992,0.5090712430629992,0.0,19.597541231686773,0.3414096229787361,17.195066377248896,0.0,1.0,32.0,5.0
9,32,1.076891018134775,0.6981298068881427,0.1414645574864392,0.00976637623113531,0.14323891277155398,0.0,0.3148451826878284,1.0,0.04394292846125992,0.02512132995039451,2.305272210429094,2.305272210429094,0.0,49.06330063405435,2.15378203626955,48.493702919165536,0.0,1.0,32.0,0.38019655148188275,0.07258502145608266,0.16875003278255463,2.735510269800822,0.0,0.0,0.06267541522781055,97.66666666666667,3.0,0.4000000000000001,19.0,3.0,0.17257793157866833,0.5771833069622516,0.12817156612873076,0.007561779185198248,0.12216216998640447,0.0,0.28799172723665833,1.0,0.04712390080094338,0.01391024141842081,0.5090712593169429,0.5090712593169429,0.0,19.597541243913657,0.34515586315733665,17.19776524952731,0.0,1.0,32.0,5.0
10,32,1.0320706214164346,0.6895610404347903,0.14139815319427534,0.00979448736899557,0.14375894201772385,0.0,0.3165847121884948,1.0,0.044397998650215174,0.025117465930471303,2.174247300791592,2.174247300791592,0.0,49.062065021623276,2.064141242832869,48.402940558727146,0.0,1.0,32.0,0.4433409670988719,0.1271048386891683,0.31296826402346295,2.9275012016296387,0.0,0.0,0.10774286091327667,94.0,3.0,0.4000000000000001,19.0,3.0,0.1773327022489582,0.5771833077073097,0.12817156710661948,0.007561779153184034,0.12216217208188027,0.0,0.2879917277023196,1.0,0.04712390040513128,0.013910241331564066,0.5090712803847964,0.5090712803847964,0.0,19.597541240132706,0.3546654044979164,17.20480396006501,0.0,1.0,32.0,5.0
