variant	feature	weight
linear	benchmark_id=subckt_0168	-0.07703590393066406
linear	benchmark_id=subckt_0068	-0.07515792548656464
linear	benchmark_id=subckt_0086	-0.07340466976165771
linear	hard_reduction_total_pred	0.07338906824588776
linear	benchmark_id=subckt_0143	0.07304403185844421
linear	benchmark_id=subckt_0193	0.07249242067337036
linear	benchmark_id=subckt_0016	-0.07190515846014023
linear	benchmark_id=subckt_0391	0.07094096392393112
linear	benchmark_id=subckt_0172	0.07092631608247757
linear	benchmark_id=subckt_0148	-0.07042812556028366
linear	bounded_residual_hybrid_pred__z_group	-0.06985441595315933
linear	hard_reduction_sa1_pred__z_group	0.06948389112949371
linear	candidate_rank	-0.06814036518335342
linear	type=__UNK__	-0.06812198460102081
linear	fc_pred__rank_pct_group	-0.06678586453199387
linear	benchmark_id=subckt_0239	-0.06656325608491898
linear	benchmark_id=subckt_0109	-0.06645149737596512
linear	candidate_strategy=cached_stride	-0.06640412658452988
linear	benchmark_id=subckt_0322	-0.06640350073575974
linear	derived_hard_count_pre_total_pred__z_group	-0.06607881188392639
linear	benchmark_id=subckt_0001	-0.06584444642066956
linear	benchmark_id=subckt_0228	-0.06470578908920288
linear	fc_pred	-0.06404903531074524
linear	derived_hard_reduction_sa0_pred__minus_group_mean	-0.06307309865951538
linear	bounded_residual_hybrid_pred	0.06305170804262161
linear	benchmark_id=subckt_0141	0.06294169276952744
linear	benchmark_id=subckt_0044	-0.061674993485212326
linear	candidate_strategy=cached_hard_cone	0.061191681772470474
linear	derived_hard_reduction_hybrid_pred	0.061050206422805786
linear	benchmark_id=subckt_0281	0.06084630638360977
linear	guarded_reward__minus_group_mean	-0.0597732812166214
linear	benchmark_id=subckt_0247	-0.05963008105754852
linear	candidate_rank__minus_group_mean	0.05959145724773407
linear	benchmark_id=subckt_0240	0.05883495882153511
linear	benchmark_id=subckt_0049	0.05847659707069397
linear	guarded_reward__z_group	0.05814264342188835
linear	benchmark_id=subckt_0046	0.05744381994009018
linear	hybrid_pred__z_group	0.05727940797805786
linear	benchmark_id=subckt_0074	0.057140104472637177
linear	reward_pred__rank_pct_group	-0.05703604966402054
linear	hard_reduction_total_pred__rank_pct_group	0.056901514530181885
linear	hybrid_pred__minus_group_mean	-0.05690096318721771
linear	benchmark_id=subckt_0226	-0.05679383501410484
linear	benchmark_id=subckt_0076	-0.0563880056142807
linear	benchmark_id=subckt_0146	0.05553276836872101
linear	benchmark_id=subckt_0304	-0.055013157427310944
linear	benchmark_id=subckt_0266	0.05480945110321045
linear	derived_hard_reduction_total_pred	0.05465061217546463
linear	derived_hard_reduction_hybrid_pred__z_group	-0.05464710295200348
linear	benchmark_id=subckt_0133	-0.0535464808344841
linear	derived_hard_reduction_sa1_pred__minus_group_mean	0.05268646031618118
linear	benchmark_id=subckt_0120	0.05177488923072815
linear	hard_reduction_sa1_pred	0.051174238324165344
linear	fc_pred__z_group	0.049715373665094376
linear	benchmark_id=subckt_0043	0.04919278994202614
linear	benchmark_id=subckt_0371	0.049007952213287354
linear	benchmark_id=subckt_0093	0.04783919081091881
linear	derived_hard_reduction_sa1_pred__rank_pct_group	0.04588400200009346
linear	reward_pred__z_group	0.04553912952542305
linear	derived_hard_reduction_sa0_pred__rank_pct_group	0.0454038605093956
linear	benchmark_id=subckt_0234	-0.04462357982993126
linear	return_pred	0.04447968676686287
linear	benchmark_id=subckt_0230	-0.04440062865614891
linear	benchmark_id=subckt_0214	0.04406304284930229
linear	reward_pred	-0.04346444830298424
linear	benchmark_id=subckt_0012	-0.04300828278064728
linear	benchmark_id=subckt_0081	0.042086731642484665
linear	benchmark_id=subckt_0301	0.04177029803395271
linear	benchmark_id=subckt_0061	0.041268546134233475
linear	benchmark_id=subckt_0147	0.04109575226902962
linear	benchmark_id=subckt_0101	0.04078651964664459
linear	guarded_reward	0.040493182837963104
linear	candidate_rank__z_group	0.04040241613984108
linear	hard_reduction_total_pred__minus_group_mean	0.04028305411338806
linear	benchmark_id=subckt_0238	0.03958987817168236
linear	benchmark_id=subckt_0203	0.038873378187417984
linear	derived_hard_count_pre_total_pred	-0.03818785399198532
linear	type=control0	-0.037173110991716385
linear	guarded_reward__rank_pct_group	-0.0368567630648613
linear	benchmark_id=subckt_0136	-0.036122631281614304
linear	benchmark_id=subckt_0170	-0.03582777827978134
linear	benchmark_id=subckt_0118	-0.03508898243308067
linear	benchmark_id=subckt_0283	0.034748680889606476
linear	benchmark_id=subckt_0083	-0.03469253331422806
linear	benchmark_id=subckt_0192	0.0346267893910408
linear	benchmark_id=subckt_0288	-0.03446267545223236
linear	benchmark_id=subckt_0260	-0.03433888033032417
linear	benchmark_id=subckt_0278	-0.03395421802997589
linear	benchmark_id=subckt_0155	-0.03269540145993233
linear	hard_reduction_sa0_pred__minus_group_mean	0.03194142505526543
linear	return_pred__minus_group_mean	0.031634870916604996
linear	benchmark_id=subckt_0246	0.03137993440032005
linear	derived_hard_reduction_sa0_pred	-0.030302926898002625
linear	hard_reduction_sa1_pred__minus_group_mean	-0.02962208166718483
