epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_hard_weight,train_rollout_steps,train_oracle_loss,train_oracle_rank_loss,train_oracle_value_loss,train_oracle_candidate_loss,train_oracle_pairs,train_oracle_groups,train_oracle_weight,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_hard_weight,val_rollout_steps,val_steps
1,1,0.3017977827554569,0.11481323746033013,0.18091691916808486,0.02145890058542136,0.9529002020228654,0.21523621714673935,0.4574453063495457,0.9237776684015989,0.057736604969832114,0.039884028142309944,0.6720339964554229,0.6720339964554229,0.0,0.9254638705714978,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,400.0,0.23404574816231616,0.07590053320745938,0.2564730224548839,0.015908240937278606,0.8178739770082757,0.21857308680773713,0.3674057039897889,0.9326438358984888,0.06687679949391168,0.01481823175822683,0.5568005354384695,0.5568005354384695,0.0,0.6168693936069758,1.0,1.0,256.0
2,2,0.34016400949331,0.15800163541454823,0.22014717880636453,0.02360548450378701,0.872088351584971,0.21751292841043324,0.3613959820382297,0.9089269259572029,0.06658722955209669,0.03343829793420184,0.7803492690343025,0.7803492690343025,0.0,1.416002822700164,1.0,2.0,0.3455387384444475,0.5929045651108027,0.5327610327303409,3.04615207195282,105.81,6.0,0.17499999999999868,800.0,400.0,0.2935851673682919,0.12920342180586886,0.2769852769561112,0.01609708178511937,0.8655368920299225,0.22268157187500037,0.35876088112127036,0.9339272890938446,0.06251571439497638,0.019648065725959896,0.6858836869292468,0.6858836869292468,0.0,1.150694054981095,1.0,2.0,256.0
3,2,0.35051674278918654,0.19642644208390267,0.22002569335047156,0.02344344111101236,0.8735180972190574,0.22189643427729608,0.34164919206872585,0.9076623448356986,0.0633694361691596,0.030222784197372333,0.7838356181234594,0.7838356181234594,0.0,1.4412155801199287,1.0,2.0,0.5948160117119551,0.39809458043426277,0.5598528046347201,2.8499350148439406,105.7925,6.0,0.34999999999999737,800.0,400.0,0.29194738941441756,0.1535948102537077,0.26538352100760676,0.017172291269162088,0.8616196010843851,0.22895736567443237,0.32513259549159557,0.931430647848174,0.049095335984020494,0.016188300243697995,0.6645807737900684,0.6645807737900684,0.0,1.1530957853694872,1.0,2.0,256.0
4,3,0.38293942299826705,0.23097848889417932,0.21483916023125255,0.019894268258552374,0.8974665107857439,0.21678963724679015,0.356818579447766,0.9126294527202846,0.05966176227627623,0.027583821814177227,0.86095633034177,0.86095633034177,0.0,2.2613873433961684,1.0,3.0,0.5190592369809747,0.24363238939549775,0.5304243544302881,2.7151111176609994,108.6775,6.0,0.34999999999999737,800.0,400.0,0.3325734632574798,0.17209784873800046,0.2534000527036065,0.01751755566510838,0.8822670164130003,0.21610932957264609,0.36429548368323605,0.9353237828084577,0.05985954470573538,0.016079185478882135,0.7795580681537171,0.7795580681537171,0.0,1.83271744327752,1.0,3.0,256.0
5,3,0.3638071083215381,0.24610263016695783,0.21171342897228873,0.017944420312414857,0.8877536183781918,0.21780278164893377,0.3448253957554696,0.910557462175687,0.05431647335761234,0.02577327037464462,0.7873227845300481,0.7873227845300481,0.0,2.1493544951283434,1.0,3.0,0.48795534916222094,0.1792911123856902,0.5272674378938973,2.6589338159561158,105.78,6.0,0.34999999999999737,800.0,400.0,0.32554848831690214,0.20973422432628783,0.2866859764326361,0.01789573134859285,0.8675032422179368,0.21959888499501784,0.3475849805011722,0.9337358767321957,0.04800806470302631,0.015850355228811473,0.7205683529175523,0.7205683529175523,0.0,1.8229887456074085,1.0,3.0,256.0
6,4,0.3801809492369648,0.26679406078532336,0.22072016396094113,0.017639080386579735,0.8860113252373413,0.21623275841353462,0.347669870655518,0.9096949343755841,0.05440627927469904,0.02823213769940068,0.8156764463844464,0.8156764463844464,0.0,2.913579273113483,1.0,4.0,0.47197584345936777,0.14393543722108007,0.49656507138162853,2.64513447612524,105.185,6.0,0.34999999999999737,800.0,400.0,0.36126467802387197,0.23256893148936797,0.25504187382466625,0.019898149683285737,0.8726021130569279,0.21891614481864963,0.3896938486432191,0.9363864355254918,0.04142156770103611,0.020819012164309925,0.804595839318669,0.804595839318669,0.0,2.6404565837336715,1.0,4.0,256.0
7,4,0.40712952086236326,0.26480321936309337,0.22089206391945482,0.015905671111977427,0.8716770841996185,0.21361274684546516,0.33875606989022344,0.9113683126866817,0.052551833284815073,0.027703570680055592,0.9101068205404428,0.9101068205404428,0.0,3.215541955904237,1.0,4.0,0.46391211211681366,0.12318384191952646,0.46924235079437493,2.6489042299985885,103.6475,6.0,0.34999999999999737,800.0,400.0,0.3584076452971203,0.20493898401036859,0.2520408941345522,0.01671891102250811,0.8521272085199598,0.21481518834480084,0.3294810038933065,0.9341800201218575,0.041223402037758206,0.018391623480753072,0.83048728387017,0.83048728387017,0.0,2.616381669361085,1.0,4.0,256.0
8,5,0.3971423601713026,0.2824705243185163,0.22357054910063742,0.013614935621968473,0.8928764958158135,0.21454318190179744,0.3458450764492158,0.9148911777734762,0.049076383954961826,0.02728217007632337,0.8578948837160406,0.8578948837160406,0.0,3.8733287349720342,1.0,5.0,0.4480750346928835,0.10709759035613388,0.47784424452111124,2.577991006374359,107.705,6.0,0.34999999999999737,800.0,400.0,0.41824666819302364,0.24898651120020096,0.24858513491926731,0.01384899633849273,0.904377009579911,0.21181361108319827,0.42408227089326817,0.938279312895611,0.039219341526040806,0.021056385550360806,0.9743237538877397,0.9743237538877397,0.0,3.5434538665607755,1.0,5.0,256.0
9,5,0.4078913836814456,0.28319042169302716,0.2235697038583457,0.01270234347728547,0.8927427724450819,0.21118511332198966,0.3581655594669281,0.9203865350186831,0.04716028164781155,0.024255389832234187,0.8998977457718493,0.8998977457718493,0.0,3.999485625788424,1.0,5.0,0.43213776797056197,0.09313835287932307,0.44651914393529296,2.514755819439888,104.1175,6.0,0.34999999999999737,800.0,400.0,0.4022912101179827,0.23774169884854918,0.25774820988299324,0.011641346677788537,0.8600681411800908,0.20732145894726264,0.3476920991437509,0.9372090985532857,0.041015773362596535,0.01992380991073332,0.9394929492257263,0.9394929492257263,0.0,3.5349214553217294,1.0,5.0,256.0
10,5,0.4301501864232127,0.2839333504773677,0.22483769210800492,0.011403960573952637,0.8626913510188454,0.20757341950479893,0.3517966968715189,0.9151206646859655,0.04746033724397416,0.02738509126740631,0.9692288540505183,0.9692288540505183,0.0,4.3139111803634815,1.0,5.0,0.4394148246943951,0.09009055930888281,0.41385649049654605,2.5812685933709143,105.6075,6.0,0.34999999999999737,800.0,400.0,0.3857959021639544,0.2489201895077713,0.2555971683468669,0.011372314496111369,0.8808473255718128,0.20607610461884196,0.3543270679889248,0.9363092210609462,0.03547742393275259,0.01957266328884656,0.872101517385696,0.872101517385696,0.0,3.528851581880839,1.0,5.0,256.0
