node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
__tpi_cp_0___buf_split_178754,1,0,1,0,0
new_n236357_,1,0,1,0,0
new_n236357__PO,1,0,0,0,1
test_en,1,1,0,0,0
