checkpoint_name	score_field	groups	mean_spearman	mean_kendall_tau	mean_pearson	mean_top1_real_delta_tc	mean_top1_regret	negative_top1_rate	mean_sign_accuracy	mean_calibration_slope	mean_calibration_intercept	verdict_vs_baseline
A_no_oracle	derived_hard_reduction_hybrid_pred	6	-0.07634191785483983	-0.07781498985620416	-0.08430808580040093	0.0013233333333333246	0.0218666666666667	0.5	0.6597222222222222	-0.0007243723307445721	0.02961330576562385	INCONCLUSIVE
A_no_oracle	derived_hard_reduction_total_pred	6	-0.07634191785483983	-0.07781498985620416	-0.08430808580040093	0.0013233333333333246	0.0218666666666667	0.5	0.6597222222222222	-0.07243723307445721	0.02961330576562385	INCONCLUSIVE
A_no_oracle	hard_reduction_total_pred	6	-0.010474291052558404	-0.001290841158017414	0.05448739900257186	-0.0042483333333332984	0.027438333333333325	0.5	0.642361111111111	0.1267950050633926	0.000735677543149922	INCONCLUSIVE
A_no_oracle	hybrid_pred	6	-0.011518266156887468	-0.0012993284585374337	0.07577784059690894	-0.0042483333333332984	0.027438333333333325	0.5	0.6597222222222222	0.0017713253483969216	-0.0013998465951030545	INCONCLUSIVE
A_oracle_0p01	derived_hard_reduction_hybrid_pred	6	0.09494276879170188	0.09088884539994753	0.11308712519473339	0.006318333333333333	0.01687166666666669	0.3333333333333333	0.6597222222222222	0.0006475637484165244	-0.027797045672179027	INCONCLUSIVE
A_oracle_0p01	derived_hard_reduction_total_pred	6	0.09494276879170188	0.09088884539994753	0.11308712519473336	0.006318333333333333	0.01687166666666669	0.3333333333333333	0.6597222222222222	0.06475637484165243	-0.027797045672179024	INCONCLUSIVE
A_oracle_0p01	hard_reduction_total_pred	6	-0.09224773966905614	-0.07170744210171633	-0.0529207751421976	0.0016350000000000346	0.02155499999999999	0.5	0.34027777777777773	-0.1839765474717686	-0.02010344018114417	INCONCLUSIVE
A_oracle_0p01	hybrid_pred	6	-0.08681844411656546	-0.06924772356024385	-0.05093932166957243	0.0016350000000000346	0.02155499999999999	0.5	0.34027777777777773	-0.0018419419921941345	-0.019063145529659615	INCONCLUSIVE
A_oracle_0p03	derived_hard_reduction_hybrid_pred	6	0.013238846575028681	-0.010053824273326684	-0.04617443295659374	0.0012066666666666708	0.021983333333333355	0.5	0.6597222222222222	-0.0004790862999552445	0.009340541382537326	INCONCLUSIVE
A_oracle_0p03	derived_hard_reduction_total_pred	6	0.013238846575028681	-0.010053824273326684	-0.04617443295659379	0.0012066666666666708	0.021983333333333355	0.5	0.6597222222222222	-0.047908629995524456	0.009340541382537327	INCONCLUSIVE
A_oracle_0p03	hard_reduction_total_pred	6	0.09845955611048669	0.09002714422158338	0.08617010833538397	0.015928333333333322	0.007261666666666704	0.0	0.34027777777777773	0.0004483540930164907	0.005861797992585263	INCONCLUSIVE
A_oracle_0p03	hybrid_pred	6	0.09325617184012049	0.08513069093450328	0.08141857611437452	0.015928333333333322	0.007261666666666704	0.0	0.34027777777777773	-0.00011261559654247237	0.004944309797779174	INCONCLUSIVE
A_oracle_0p05	derived_hard_reduction_hybrid_pred	6	0.08465600229334967	0.08186246179147387	0.11691035304642973	0.002893333333333322	0.020296666666666702	0.5	0.6597222222222222	0.0027007030374254053	-0.08508932073105391	INCONCLUSIVE
A_oracle_0p05	derived_hard_reduction_total_pred	6	0.08465600229334967	0.08186246179147387	0.11691035304642972	0.002893333333333322	0.020296666666666702	0.5	0.6597222222222222	0.2700703037425406	-0.08508932073105392	INCONCLUSIVE
A_oracle_0p05	hard_reduction_total_pred	6	0.15413551346309814	0.16134178817582104	0.07978793804817903	0.004125000000000008	0.019065000000000016	0.5	0.34027777777777773	0.40970599556251625	0.027485656313040716	INCONCLUSIVE
A_oracle_0p05	hybrid_pred	6	0.20669313392292385	0.1910284736985164	0.14147362138300834	0.004125000000000008	0.019065000000000016	0.5	0.34027777777777773	0.005832024296090844	0.03631398684193738	INCONCLUSIVE
B_no_oracle	derived_hard_reduction_hybrid_pred	6	0.1347914969374746	0.11418428163645465	0.12795930689211157	0.005811666666666678	0.017378333333333346	0.3333333333333333	0.6597222222222222	0.0020458615352015193	-0.08361867220988624	INCONCLUSIVE
B_no_oracle	derived_hard_reduction_total_pred	6	0.1347914969374746	0.11418428163645465	0.12795930689211157	0.005811666666666678	0.017378333333333346	0.3333333333333333	0.6597222222222222	0.20458615352015194	-0.08361867220988627	INCONCLUSIVE
B_no_oracle	hard_reduction_total_pred	6	-0.12669164582237155	-0.11716905229575775	-0.09276861727790066	-0.0016149999999999776	0.024805000000000004	0.16666666666666666	0.34027777777777773	-0.04719489830052633	-0.029411584872710974	INCONCLUSIVE
B_no_oracle	hybrid_pred	6	-0.12516950250319375	-0.11791834214469164	-0.09592650672970236	-0.0016149999999999776	0.024805000000000004	0.16666666666666666	0.34027777777777773	-0.0004778662622671388	-0.0295260297497774	INCONCLUSIVE
B_oracle_0p01	derived_hard_reduction_hybrid_pred	6	0.0009189521768610635	0.025193790632675326	-0.006146425600651905	0.000581666666666684	0.02260833333333334	0.0	0.6597222222222222	-0.0010853094158033828	0.08208047426681024	INCONCLUSIVE
B_oracle_0p01	derived_hard_reduction_total_pred	6	0.0009189521768610635	0.025193790632675326	-0.006146425600651903	0.000581666666666684	0.02260833333333334	0.0	0.6597222222222222	-0.10853094158033832	0.08208047426681024	INCONCLUSIVE
B_oracle_0p01	hard_reduction_total_pred	6	-0.09524488703994084	-0.09859391324752469	-0.020237123501134973	-0.00273333333333331	0.025923333333333336	0.5	0.34027777777777773	0.24280858593933105	0.14047489870324348	INCONCLUSIVE
B_oracle_0p01	hybrid_pred	6	-0.09438530148710723	-0.09768369754915392	-0.019834408559306013	-0.00273333333333331	0.025923333333333336	0.5	0.34027777777777773	0.0027005869056978	0.153715654084525	INCONCLUSIVE
B_oracle_0p03	derived_hard_reduction_hybrid_pred	6	0.07405221818713939	0.06720055048873264	0.0711395720236816	0.0006983333333333194	0.022491666666666705	0.3333333333333333	0.6597222222222222	0.00369207285188178	-0.1697501479046679	INCONCLUSIVE
B_oracle_0p03	derived_hard_reduction_total_pred	6	0.07405221818713939	0.06720055048873264	0.07113957202368158	0.0006983333333333194	0.022491666666666705	0.3333333333333333	0.6597222222222222	0.36920728518817786	-0.1697501479046678	INCONCLUSIVE
B_oracle_0p03	hard_reduction_total_pred	6	-0.01180468788069732	-0.016926569679035514	-0.004218878953999282	0.008570000000000003	0.014620000000000022	0.0	0.34027777777777773	0.14080885307121427	0.06527094261635784	INCONCLUSIVE
B_oracle_0p03	hybrid_pred	6	-0.012838641030531997	-0.018626337186956176	-0.010995381296716017	0.008570000000000003	0.014620000000000022	0.0	0.34027777777777773	0.0010349076763278432	0.043515148004747504	INCONCLUSIVE
B_oracle_0p05	derived_hard_reduction_hybrid_pred	6	0.0811185339514162	0.09048435630496439	0.17978949029580918	0.005678333333333341	0.017511666666666686	0.0	0.6597222222222222	0.0030678759551211756	-0.011668320841227167	INCONCLUSIVE
