checkpoint	score_field	benchmark_id	state_id	prefix_step	candidate_count	selected_action	selected_type	best_action	best_type	top1_hit	type_hit	within_best_type_top1_hit	within_best_type_regret_pp	selected_delta_tc_pp	best_delta_tc_pp	top1_regret_pp	negative_top1	spearman	pairwise_accuracy	same_type_pairwise_accuracy
round8_incumbent	typed_return_pred	subckt_0010	prefix_0144	144	15	new_n21603_::observe	observe	new_n21603_::observe	observe	1	1	1	0.0	0.16199999999998438	0.16199999999998438	0.0	0	0.7725744706852141	0.8888888888888888	0.7142857142857143
round8_incumbent	typed_return_pred	subckt_0010	prefix_0176	176	15	new_n21582_::observe	observe	new_n14960_::observe	observe	0	1	0	0.0	0.15100000000001224	0.15100000000001224	0.0	0	0.8426579570546361	0.9113924050632911	0.8125
round8_incumbent	typed_return_pred	subckt_0010	prefix_0208	208	15	new_n14960_::observe	observe	new_n14960_::observe	observe	1	1	1	0.0	0.14700000000000824	0.14700000000000824	0.0	0	0.819742833831709	0.9178082191780822	0.7857142857142857
round8_incumbent	typed_return_pred	subckt_0010	prefix_0240	240	15	__buf_split_5058::observe	observe	new_n14960_::observe	observe	0	1	0	0.08499999999999064	0.053999999999998494	0.13899999999998913	0.08499999999999064	0	0.647615778230754	0.7848101265822784	0.375
round8_incumbent	typed_return_pred	subckt_0010	prefix_0255	255	15	new_n14961_::observe	observe	new_n14960_::observe	observe	0	1	0	0.0	0.13699999999999823	0.13699999999999823	0.0	0	0.756249791160783	0.8505747126436781	0.8333333333333334
round8_incumbent	typed_return_pred	subckt_0011	prefix_0144	144	15	__aig_and_19916::observe	observe	__aig_not_19865::observe	observe	0	1	0	0.13999999999999568	0.042999999999993044	0.18299999999998873	0.13999999999999568	0	0.6071181408711075	0.7402597402597403	0.16666666666666666
round8_incumbent	typed_return_pred	subckt_0011	prefix_0176	176	15	__aig_and_19916::observe	observe	__aig_and_19916::observe	observe	1	1	1	0.0	0.17700000000001603	0.17700000000001603	0.0	0	0.639513658593918	0.8333333333333334	0.5
round8_incumbent	typed_return_pred	subckt_0011	prefix_0208	208	15	__aig_and_719::control1	control1	__aig_and_719::control1	control1	1	1	1	0.0	0.02700000000001035	0.02700000000001035	0.0	0	0.6454972243679028	0.9148936170212766	0.7894736842105263
round8_incumbent	typed_return_pred	subckt_0011	prefix_0240	240	15	__aig_and_744::control1	control1	__aig_not_19875::control0	control0	0	0	0	0.21600000000001618	-0.0780000000000114	0.13800000000000479	0.21600000000001618	1	0.04225771273642583	0.5185185185185185	0.5384615384615384
round8_incumbent	typed_return_pred	subckt_0011	prefix_0255	255	15	__aig_not_644::control0	control0	__aig_not_19875::control0	control0	0	1	0	0.10500000000001064	-0.07200000000000539	0.03300000000000525	0.10500000000001064	1	-0.1267731382092775	0.4074074074074074	0.46153846153846156
round8_incumbent	typed_return_pred	subckt_0012	prefix_0144	144	15	351::observe	observe	349::observe	observe	0	1	0	0.0	0.13299999999999423	0.13299999999999423	0.0	0	0.8102358796116644	0.9054054054054054	0.625
round8_incumbent	typed_return_pred	subckt_0012	prefix_0176	176	15	__aig_not_30::observe	observe	349::observe	observe	0	1	0	0.09299999999999864	0.02300000000000635	0.11600000000000499	0.09299999999999864	0	0.8104408984731077	0.9076923076923077	0.4
round8_incumbent	typed_return_pred	subckt_0012	prefix_0208	208	15	__buf_split_55::observe	observe	349::observe	observe	0	1	0	0.08299999999999974	0.01900000000000235	0.10200000000000209	0.08299999999999974	0	0.6455213496438895	0.7590361445783133	0.3888888888888889
round8_incumbent	typed_return_pred	subckt_0012	prefix_0240	240	15	351::observe	observe	351::observe	observe	1	1	1	0.0	0.09199999999999209	0.09199999999999209	0.0	0	0.6623106991321173	0.8311688311688312	0.631578947368421
round8_incumbent	typed_return_pred	subckt_0012	prefix_0255	255	15	351::observe	observe	351::observe	observe	1	1	1	0.0	0.08900000000000574	0.08900000000000574	0.0	0	0.6585433941612013	0.8072289156626506	0.631578947368421
