checkpoint_name	score_field	groups	mean_spearman	mean_kendall_tau	mean_pearson	mean_top1_real_delta_tc	mean_top1_regret	negative_top1_rate	mean_sign_accuracy	mean_calibration_slope	mean_calibration_intercept	verdict_vs_baseline
B_oracle_0p05	derived_hard_reduction_hybrid_pred	6	0.08095125227340683	0.08986195397744984	0.17978942324193012	0.005678333333333341	0.017511666666666686	0.0	0.6597222222222222	0.003067873016988066	-0.011668217021464944	INCONCLUSIVE
B_oracle_0p05	hybrid_pred	6	0.026028378500890736	0.013240321081197909	0.03616880154011441	0.0013099999999999963	0.021880000000000028	0.5	0.34027777777777773	-0.004629874525654383	-0.2578042314012622	INCONCLUSIVE
B_oracle_0p05	q_pred	6	0.008242258355644055	0.03300077286460118	-0.009113077937929167	-0.004159999999999979	0.027350000000000003	0.16666666666666666	0.4756944444444444	0.3242999136043882	-0.03318245443168168	INCONCLUSIVE
B_oracle_0p05	score_pred	6	0.008242258355644055	0.03300077286460118	-0.009113077937929167	-0.004159999999999979	0.027350000000000003	0.16666666666666666	0.4756944444444444	0.3242999136043882	-0.03318245443168168	INCONCLUSIVE
incumbent	derived_hard_reduction_hybrid_pred	6	0.04555605825795444	0.03316880827624239	0.04740211226095815	0.0012266666666666537	0.021963333333333373	0.5	0.8298611111111112	0.0007856528190053822	-0.009984943256570674	INCONCLUSIVE
incumbent	hybrid_pred	6	0.3269922111051568	0.2929811985849679	0.2487241669508695	0.010638333333333324	0.012551666666666702	0.16666666666666666	0.19791666666666666	0.004016533360859759	0.022486741488287932	INCONCLUSIVE
incumbent	q_pred	6	-0.13180520754661024	-0.10801601537850197	-0.11452533936784047	0.002466666666666691	0.020723333333333333	0.5	0.6597222222222222	-0.223577280434082	0.09255806972655235	INCONCLUSIVE
incumbent	score_pred	6	-0.13180520754661024	-0.10801601537850197	-0.11452533936784047	0.002466666666666691	0.020723333333333333	0.5	0.6597222222222222	-0.223577280434082	0.09255806972655235	INCONCLUSIVE
q_v2_value_only	derived_hard_reduction_hybrid_pred	6	-0.1457593320144683	-0.16419870323643695	-0.13018553781557882	0.001065000000000001	0.022125000000000023	0.5	0.2951388888888889	-0.005010041195443353	0.006526456123782349	INCONCLUSIVE
q_v2_value_only	hybrid_pred	6	-0.021027977115816096	-0.029225096666037564	-0.058969799662196294	-0.004249999999999976	0.027440000000000003	0.16666666666666666	0.34027777777777773	-3.47060585018383e-05	-0.019359042893964225	INCONCLUSIVE
q_v2_value_only	q_pred	6	0.062165875484434384	0.06456928517490988	0.12589164070804906	0.0023883333333333625	0.020801666666666663	0.0	0.6631944444444444	0.008588332216921837	0.0021006076818216673	INCONCLUSIVE
q_v2_value_only	score_pred	6	0.062165875484434384	0.06456928517490988	0.12589164070804906	0.0023883333333333625	0.020801666666666663	0.0	0.6631944444444444	0.008588332216921837	0.0021006076818216673	INCONCLUSIVE
