checkpoint_name	benchmark_id	state_id	candidate_strategy	candidate_rank	node	type	action_key	status	oracle_delta_tc	oracle_delta_fault_coverage	oracle_delta_pattern_count	oracle_test_coverage	oracle_fault_coverage	oracle_hard_fault_count	oracle_undetected_fault_count	oracle_error	eval_dir	q_pred	score_pred	reward_pred	fc_pred	guarded_reward	return_pred	hard_reduction_total_pred	hybrid_pred	bounded_residual_hybrid_pred	derived_hard_reduction_total_pred	derived_hard_reduction_hybrid_pred	pattern_pred	hard_reduction_sa0_pred	hard_reduction_sa1_pred	derived_hard_reduction_sa0_pred	derived_hard_reduction_sa1_pred	derived_hard_count_pre_total_pred	derived_hard_count_post_total_pred
incumbent	b15_C	initial	cached_hard_cone	1	__buf_split_1	control0	__buf_split_1::control0	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_1__control0	0.4063844680786133	0.4063844680786133	0.2648738622665405	0.0026487386226654052	0.2239551544189453	0.2239551544189453	-0.06434641778469086	-5.9458127617836	-6.312434524297714	0.08932945132255554	8.932945132255554	0.3065981864929199	-0.12485502660274506	-0.016846852377057076	0.2818981111049652	0.04311763867735863	16170.095703125	14725.6298828125
incumbent	b15_C	initial	cached_hard_cone	2	__buf_split_1	control1	__buf_split_1::control1	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_1__control1	0.39294177293777466	0.39294177293777466	0.2781575322151184	0.002781575322151184	0.23377719521522522	0.23377719521522522	-0.057385507971048355	-5.226616069674492	-5.61056711524725	0.060677509754896164	6.067750975489616	0.3089321255683899	-0.12495674192905426	-0.015015674754977226	0.23963691294193268	0.01773158274590969	16170.095703125	15188.9345703125
incumbent	b15_C	initial	cached_hard_cone	3	__buf_split_1	observe	__buf_split_1::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_1__observe	0.4115738868713379	0.4115738868713379	0.24225471913814545	0.0024225471913814547	0.20539206266403198	0.20539206266403198	-0.06980307400226593	-6.532660618424416	-6.868395704776049	0.06364649534225464	6.364649534225464	0.30715036392211914	-0.12431550025939941	-0.01922103576362133	0.27637219429016113	0.012597473338246346	16170.095703125	15140.92578125
incumbent	b15_C	initial	cached_hard_cone	4	N16715	control0	N16715::control0	ok	0.030550000000000077	0.030550000000000077	0	0.84819	0.84819	3525	3525		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16715__control0	0.4120855927467346	0.4120855927467346	0.24328018724918365	0.0024328018724918367	0.21200114488601685	0.21200114488601685	-0.0694417953491211	-6.488898202776909	-6.830359201878309	0.08266454935073853	8.266454935073853	0.3052736520767212	-0.12313221395015717	-0.019473785534501076	0.2995040714740753	0.030606620013713837	16168.650390625	14832.076171875
incumbent	b15_C	initial	cached_hard_cone	5	N16715	control1	N16715::control1	ok	0.030550000000000077	0.030550000000000077	0	0.84819	0.84819	3525	3525		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16715__control1	0.40493714809417725	0.40493714809417725	0.25845175981521606	0.0025845175981521608	0.22194857895374298	0.22194857895374298	-0.0628051608800888	-5.800115749239922	-6.160416003316641	0.0617862343788147	6.17862343788147	0.3056510090827942	-0.12354980409145355	-0.017735609784722328	0.2633322775363922	0.013399908319115639	16168.650390625	15169.650390625
incumbent	b15_C	initial	cached_hard_cone	6	N16715	observe	N16715::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16715__observe	0.4117708206176758	0.4117708206176758	0.23834869265556335	0.0023834869265556336	0.20624825358390808	0.20624825358390808	-0.06915712356567383	-6.471115410327911	-6.804563120007515	0.059448327869176865	5.9448327869176865	0.3070262670516968	-0.12397336959838867	-0.019482282921671867	0.2958042323589325	0.0027049679774791002	16168.650390625	15207.451171875
incumbent	b15_C	initial	cached_hard_cone	7	__buf_split_3	control0	__buf_split_3::control0	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_3__control0	0.40638452768325806	0.40638452768325806	0.2648738622665405	0.0026487386226654052	0.22395512461662292	0.22395512461662292	-0.06434641778469086	-5.945812791585922	-6.312434531748295	0.08932968974113464	8.932968974113464	0.3065981864929199	-0.12485502660274506	-0.01684684120118618	0.28189921379089355	0.0431177094578743	16170.0966796875	14725.626953125
incumbent	b15_C	initial	cached_hard_cone	8	__buf_split_3	control1	__buf_split_3::control1	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_3__control1	0.39294183254241943	0.39294183254241943	0.2781575322151184	0.002781575322151184	0.23377716541290283	0.23377716541290283	-0.057385507971048355	-5.226616099476814	-5.61056712269783	0.06067768856883049	6.067768856883049	0.30893218517303467	-0.12495672702789307	-0.015015659853816032	0.23963817954063416	0.017731506377458572	16170.0966796875	15188.9326171875
incumbent	b15_C	initial	cached_hard_cone	9	__buf_split_3	observe	__buf_split_3::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_3__observe	0.41157394647598267	0.41157394647598267	0.24225465953350067	0.002422546595335007	0.205391988158226	0.205391988158226	-0.06980307400226593	-6.532660752534866	-6.868395738303661	0.06364685297012329	6.364685297012329	0.30715036392211914	-0.12431548535823822	-0.019221032038331032	0.27637356519699097	0.01259762141853571	16170.0966796875	15140.9208984375
incumbent	b15_C	initial	cached_hard_cone	10	N16717	control0	N16717::control0	ok	0.030550000000000077	0.030550000000000077	0	0.84819	0.84819	3525	3525		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16717__control0	0.4119971990585327	0.4119971990585327	0.24339191615581512	0.002433919161558151	0.21170416474342346	0.21170416474342346	-0.06945711374282837	-6.490615293383598	-6.831937354058027	0.08232004940509796	8.232004940509796	0.3052206039428711	-0.12317453324794769	-0.019513415172696114	0.2983400523662567	0.030459418892860413	16168.671875	14837.666015625
incumbent	b15_C	initial	cached_hard_cone	11	N16717	control1	N16717::control1	ok	0.030550000000000077	0.030550000000000077	0	0.84819	0.84819	3525	3525		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16717__control1	0.40498805046081543	0.40498805046081543	0.2585539221763611	0.002585539221763611	0.22179722785949707	0.22179722785949707	-0.06283418834209442	-5.803067684173584	-6.163331046700478	0.06117081269621849	6.117081269621849	0.3056153655052185	-0.12358315289020538	-0.017760733142495155	0.26149624586105347	0.013078025542199612	16168.671875	15179.62109375
incumbent	b15_C	initial	cached_hard_cone	12	N16717	observe	N16717::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16717__observe	0.4116780161857605	0.4116780161857605	0.23850290477275848	0.002385029047727585	0.20602312684059143	0.20602312684059143	-0.06920754909515381	-6.476228877902031	-6.809623401612043	0.05930117890238762	5.930117890238762	0.30690330266952515	-0.12395913898944855	-0.019468771293759346	0.2943630814552307	0.0028690616600215435	16168.671875	15209.8505859375
incumbent	b15_C	initial	cached_hard_cone	13	__buf_split_5	control0	__buf_split_5::control0	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_5__control0	0.4063844680786133	0.4063844680786133	0.2648738622665405	0.0026487386226654052	0.2239551544189453	0.2239551544189453	-0.06434641778469086	-5.9458127617836	-6.312434524297714	0.08932963758707047	8.932963758707047	0.3065981864929199	-0.12485502660274506	-0.016846852377057076	0.28189921379089355	0.04311763495206833	16170.095703125	14725.626953125
incumbent	b15_C	initial	cached_hard_cone	14	__buf_split_5	control1	__buf_split_5::control1	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_5__control1	0.39294183254241943	0.39294183254241943	0.27815747261047363	0.0027815747261047364	0.23377719521522522	0.23377719521522522	-0.057385507971048355	-5.226616129279137	-5.610567130148411	0.060677628964185715	6.0677628964185715	0.30893218517303467	-0.12495672702789307	-0.015015656128525734	0.23963825404644012	0.017731431871652603	16170.095703125	15188.9326171875
incumbent	b15_C	initial	cached_hard_cone	15	__buf_split_5	observe	__buf_split_5::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_5__observe	0.4115738868713379	0.4115738868713379	0.24225471913814545	0.0024225471913814547	0.2053920030593872	0.2053920030593872	-0.06980305910110474	-6.532659187912941	-6.8683942295610905	0.06364680081605911	6.364680081605911	0.3071504235267639	-0.12431548535823822	-0.019221046939492226	0.27637356519699097	0.012597547844052315	16170.095703125	15140.9208984375
incumbent	b15_C	initial	cached_hard_cone	16	N16719	control0	N16719::control0	ok	0.030510000000000037	0.030510000000000037	0	0.84815	0.84815	3526	3526		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16719__control0	0.4119971990585327	0.4119971990585327	0.24339188635349274	0.0024339188635349274	0.2117041051387787	0.2117041051387787	-0.06945711374282837	-6.4906153827905655	-6.831937376409769	0.08231993764638901	8.2319937646389	0.3052205443382263	-0.1231745183467865	-0.019513415172696114	0.2983400523662567	0.030459346249699593	16168.669921875	14837.666015625
incumbent	b15_C	initial	cached_hard_cone	17	N16719	control1	N16719::control1	ok	0.030550000000000077	0.030550000000000077	0	0.84819	0.84819	3525	3525		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16719__control1	0.40498805046081543	0.40498805046081543	0.25855398178100586	0.002585539817810059	0.22179722785949707	0.22179722785949707	-0.06283418834209442	-5.803067624568939	-6.163331031799316	0.06117069721221924	6.117069721221924	0.30561530590057373	-0.12358315289020538	-0.01776072569191456	0.2614961862564087	0.013077951036393642	16168.669921875	15179.62109375
incumbent	b15_C	initial	cached_hard_cone	18	N16719	observe	N16719::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16719__observe	0.4116780161857605	0.4116780161857605	0.23850293457508087	0.0023850293457508085	0.20602312684059143	0.20602312684059143	-0.069207563996315	-6.476230338215828	-6.809624884277582	0.05930112302303314	5.930112302303314	0.30690330266952515	-0.12395913898944855	-0.019468771293759346	0.2943631410598755	0.0028690616600215435	16168.669921875	15209.849609375
incumbent	b15_C	initial	cached_hard_cone	19	__buf_split_7	control0	__buf_split_7::control0	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_7__control0	0.4063844084739685	0.4063844084739685	0.26487380266189575	0.0026487380266189573	0.22395512461662292	0.22395512461662292	-0.06434641778469086	-5.945812851190567	-6.312434546649456	0.08932982385158539	8.932982385158539	0.3065981864929199	-0.12485502660274506	-0.01684684492647648	0.28189921379089355	0.043117862194776535	16170.0947265625	14725.623046875
