timestamp	variant_id	status	benchmark_id	logic_gates	budget_mode	budget	planner	beam_objective	score_field	beam_width	lookahead_depth	max_candidates	k_recall	k_model	k_plan	discount_gamma	candidate_strategy	candidate_diversity_penalty	candidate_diversity_depth	candidate_sample_seed	patterns	seed	refresh_ratio_numerator	refresh_ratio_denominator	refresh_rounding	refresh_steps	prefix_state_mode	residual_prior_source	source_bench_sha256	plan_score_sum	plan_reward_sum	plan_fc_sum	plan_return_sum	plan_sequence_sum	plan_objective_sum	delta_test_coverage	delta_fault_coverage	delta_pattern_count	plan_csv	eval_dir	prior_setup_elapsed_sec	plan_elapsed_sec	eval_elapsed_sec	elapsed_sec	error
2026-07-21T19:08:24	residual_refresh__replay__ratio192of278__q_typed_reliable_context__c64	ok	iscas99__b15_1	27353	deeptpi_table2_fixed	278	greedy	cumulative	q_typed_reliable_context	1	1	64				1.0	hard_fault_cluster	0.0	4	0	300000	2026	192	278	floor	192	replay	intermediate_atpg_last_nonbaseline_row	29a453bd9ec3934fea2a01dc42ab9ee2c54854ef6fcc2e7e3c264bd26f8eaa3c	24.599016346037388	60.39921838790178	0.6039921838790179	9.116149075329304	69191.72362349191	505.48917051885064	0.12726000000000004	0.12726000000000004	0	autoresearch/loop-260720-0945/typed_winner_round13_refresh_five/b15_C/plans/iscas99__b15_1.csv	autoresearch/loop-260720-0945/typed_winner_round13_refresh_five/b15_C/evals/final	7.09	141.35	6.88	155.32	
