epoch	train_loss	train_value_loss	train_rank_loss	train_groups	train_pairs
1	0.8047656950851282	0.47948180904818904	0.8047656950851282	72	5032
2	0.7783382034136189	0.4955610984017969	0.7783382034136189	72	5032
3	0.7523653051919408	0.5255224611092773	0.7523653051919408	72	5032
4	0.7240246539521549	0.5898876144654221	0.7240246539521549	72	5032
5	0.7453464954677556	0.6411206528492686	0.7453464954677556	72	5032
