epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_hard_weight,train_oracle_loss,train_oracle_rank_loss,train_oracle_pairs,train_oracle_groups,train_oracle_weight,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_hard_weight,val_steps
1,1,0.5525408146977424,0.09348540239036084,0.01802315197698772,0.00010342835212213685,0.8361453222483397,0.21826838637888432,0.33737985184788705,0.9095607248544693,0.026921708498615773,0.0293434725055522,1.1196193335696627,1.1196193335696627,0.0,1.094145411376519,1.0,0.0,0.0,0.0,0.0,0.0,500.0,125.0,0.8514516889117658,0.06219535268610343,0.006148365520857624,3.5380083517111416e-05,1.5174073004163802,0.11830169464519713,0.27709468838293105,0.9832500433549285,0.01991330304008443,0.014089541662087868,0.046565167988319445,0.046565167988319445,0.0,0.04414099489679302,1.0,256.0
2,1,0.43178084135055544,0.08745087388902903,0.007307267592754215,6.341377389981062e-05,0.6223777611404657,0.1832001621403033,0.14057690493762492,0.8567568546533585,0.01877341479016468,0.02384749616838599,1.449322641596104,1.449322641596104,0.0,1.3812131091867195,1.0,0.036635809436440465,0.7327161779403687,261.84,3.192,0.049999999999999885,500.0,125.0,0.7962319471407682,0.07568762186565436,0.006195778361870907,2.306867396839607e-05,1.3800705908797681,0.09916594518290367,0.1800498894881457,0.9794597397558391,0.019523961018421687,0.014208177759883256,0.048368426938395714,0.048368426938395714,0.0,0.08201088654823252,1.0,256.0
3,1,0.3720253567099571,0.08624818889051676,0.005621996752917767,3.728188969762414e-05,0.5057630300223828,0.14219232632312923,0.07196470079943537,0.8242407748699189,0.01314423309767153,0.026804718057981517,1.0590065651244471,1.0590065651244471,0.0,0.9824560744847554,1.0,0.06334509916603565,0.633450979232788,265.512,3.128,0.09999999999999977,500.0,125.0,0.8455517808906734,0.08010152564384043,0.010499148411327042,1.3986567019230733e-05,1.4679101961664855,0.07797238922285032,0.12690768454922363,0.9750528507865965,0.014528232735756319,0.01477747082390124,0.040260845555086355,0.040260845555086355,0.0,0.05146023350916451,1.0,256.0
4,1,0.3083965887278318,0.07948403453081847,0.004716107420157641,1.4830530000836006e-05,0.3981542181801051,0.13423340928205288,0.044803228292614225,0.7691434485912323,0.010717003421625123,0.023926157589601645,1.3898793447717954,1.3898793447717954,0.0,1.3664769024465804,1.0,0.06201582887023687,0.6201582778692245,259.624,3.08,0.09999999999999977,500.0,125.0,0.9122178982943296,0.07693826948525384,0.004831842319617863,9.427692369001761e-06,1.6110920975916088,0.04777089600611362,0.1022384166426491,0.9701626917812973,0.017200666850840207,0.01431764558208215,0.059499262147585164,0.059499262147585164,0.0,0.10346536159045894,1.0,256.0
