benchmark_id	status	baseline_test_coverage	final_test_coverage	delta_test_coverage	baseline_fault_coverage	final_fault_coverage	delta_fault_coverage	pattern_count	effective_pattern_count	rows	plan_csv	eval_dir	elapsed_sec	error
iscas99__b17	ok	0.85623	0.91214	0.055909999999999904	0.85623	0.91214	0.055909999999999904	300000	2628	2	autoresearch/improve-260716-1344/round10_b17_suffix_splice/replace_25/plans/iscas99__b17.csv	autoresearch/improve-260716-1344/round10_b17_suffix_splice/replace_25/evaluation/evals/iscas99__b17	114.266	
