line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
63,__tpi_not_test_en->__tpi_cp_6___aig_and_32504 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_6___aig_and_32504,__tpi_cp_6___aig_and_32504,1,undetected,__tpi_cp_6___aig_and_32504,__tpi_cp_6___aig_and_32504,__tpi_cp_6___aig_and_32504,sa1,1
64,__tpi_not_test_en->__tpi_cp_166___aig_not_32503 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_166___aig_not_32503,__tpi_cp_166___aig_not_32503,1,undetected,__tpi_cp_166___aig_not_32503,__tpi_cp_166___aig_not_32503,__tpi_cp_166___aig_not_32503,sa1,1
65,__tpi_not_test_en->__tpi_cp_168___aig_not_32513 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_168___aig_not_32513,__tpi_cp_168___aig_not_32513,1,undetected,__tpi_cp_168___aig_not_32513,__tpi_cp_168___aig_not_32513,__tpi_cp_168___aig_not_32513,sa1,1
66,__tpi_not_test_en->__tpi_cp_27___aig_not_32495 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_27___aig_not_32495,__tpi_cp_27___aig_not_32495,1,undetected,__tpi_cp_27___aig_not_32495,__tpi_cp_27___aig_not_32495,__tpi_cp_27___aig_not_32495,sa1,1
67,__tpi_not_test_en->__tpi_cp_1___buf_split_18945 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_1___buf_split_18945,__tpi_cp_1___buf_split_18945,1,undetected,__tpi_cp_1___buf_split_18945,__tpi_cp_1___buf_split_18945,__tpi_cp_1___buf_split_18945,sa1,1
68,__tpi_not_test_en->__tpi_cp_105___aig_not_31220 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_105___aig_not_31220,__tpi_cp_105___aig_not_31220,1,undetected,__tpi_cp_105___aig_not_31220,__tpi_cp_105___aig_not_31220,__tpi_cp_105___aig_not_31220,sa1,1
69,__buf_split_18209->__aig_and_31217 /1 undetected,input_edge,__buf_split_18209,__aig_and_31217,__aig_and_31217,1,undetected,__aig_and_31217,__aig_and_31217,__aig_and_31217,sa1,1
70,__aig_not_31215->__aig_and_31216 /1 undetected,input_edge,__aig_not_31215,__aig_and_31216,__aig_and_31216,1,undetected,__aig_and_31216,__aig_and_31216,__aig_and_31216,sa1,1
71,__buf_split_18207 /1 undetected,output,,__buf_split_18207,__buf_split_18207,1,undetected,__buf_split_18207,__buf_split_18207,__buf_split_18207,sa1,1
72,test_en->__tpi_cp_104___aig_and_31214 /0 undetected,input_edge,test_en,__tpi_cp_104___aig_and_31214,__tpi_cp_104___aig_and_31214,0,undetected,__tpi_cp_104___aig_and_31214,__tpi_cp_104___aig_and_31214,__tpi_cp_104___aig_and_31214,sa0,1
73,__tpi_not_test_en->__tpi_cp_123___buf_split_18205 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_123___buf_split_18205,__tpi_cp_123___buf_split_18205,1,undetected,__tpi_cp_123___buf_split_18205,__tpi_cp_123___buf_split_18205,__tpi_cp_123___buf_split_18205,sa1,1
74,__aig_not_31212 /1 undetected,output,,__aig_not_31212,__aig_not_31212,1,undetected,__aig_not_31212,__aig_not_31212,__aig_not_31212,sa1,1
75,test_en->__tpi_cp_119___aig_and_32538 /0 undetected,input_edge,test_en,__tpi_cp_119___aig_and_32538,__tpi_cp_119___aig_and_32538,0,undetected,__tpi_cp_119___aig_and_32538,__tpi_cp_119___aig_and_32538,__tpi_cp_119___aig_and_32538,sa0,1
76,__tpi_not_test_en->__tpi_cp_16___aig_not_32539 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_16___aig_not_32539,__tpi_cp_16___aig_not_32539,1,undetected,__tpi_cp_16___aig_not_32539,__tpi_cp_16___aig_not_32539,__tpi_cp_16___aig_not_32539,sa1,1
77,__tpi_not_test_en->__tpi_cp_106___aig_not_32541 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_106___aig_not_32541,__tpi_cp_106___aig_not_32541,1,undetected,__tpi_cp_106___aig_not_32541,__tpi_cp_106___aig_not_32541,__tpi_cp_106___aig_not_32541,sa1,1
78,test_en->__tpi_cp_23___aig_and_31180 /0 undetected,input_edge,test_en,__tpi_cp_23___aig_and_31180,__tpi_cp_23___aig_and_31180,0,undetected,__tpi_cp_23___aig_and_31180,__tpi_cp_23___aig_and_31180,__tpi_cp_23___aig_and_31180,sa0,1
