checkpoint	score_field	benchmark_id	state_id	prefix_step	candidate_count	selected_action	selected_type	best_action	best_type	top1_hit	type_hit	within_best_type_top1_hit	within_best_type_regret_pp	selected_delta_tc_pp	best_delta_tc_pp	top1_regret_pp	negative_top1	spearman	pairwise_accuracy	same_type_pairwise_accuracy
round8_incumbent	typed_marginal_pred	subckt_0010	prefix_0032	32	9	new_n16284_::observe	observe	new_n16284_::observe	observe	1	1	1	0.0	0.37000000000000366	0.37000000000000366	0.0	0	0.8318003918560581	0.896551724137931	1.0
round8_incumbent	typed_return_pred	subckt_0010	prefix_0032	32	9	new_n16284_::observe	observe	new_n16284_::observe	observe	1	1	1	0.0	0.37000000000000366	0.37000000000000366	0.0	0	0.25993762245501817	0.6206896551724138	0.5
round8_incumbent	typed_marginal_pred	subckt_0010	prefix_0048	48	9	__buf_split_10689::observe	observe	__buf_split_10689::observe	observe	1	1	1	0.0	0.06800000000000139	0.06800000000000139	0.0	0	0.9617692030835673	1.0	1.0
round8_incumbent	typed_return_pred	subckt_0010	prefix_0048	48	9	__buf_split_10689::observe	observe	__buf_split_10689::observe	observe	1	1	1	0.0	0.06800000000000139	0.06800000000000139	0.0	0	0.7798128673650545	0.8620689655172413	0.5
round8_incumbent	typed_marginal_pred	subckt_0010	prefix_0064	64	9	new_n21573_::observe	observe	new_n21573_::observe	observe	1	1	1	0.0	0.21200000000000108	0.21200000000000108	0.0	0	0.6881023532039754	0.84	0.75
round8_incumbent	typed_return_pred	subckt_0010	prefix_0064	64	9	new_n21573_::observe	observe	new_n21573_::observe	observe	1	1	1	0.0	0.21200000000000108	0.21200000000000108	0.0	0	0.9082951062292475	1.0	1.0
round8_incumbent	typed_marginal_pred	subckt_0010	prefix_0096	96	9	__buf_split_5043::observe	observe	__buf_split_5040::observe	observe	0	1	0	0.0	0.0700000000000145	0.0700000000000145	0.0	0	0.7278253428740509	0.8275862068965517	0.6
round8_incumbent	typed_return_pred	subckt_0010	prefix_0096	96	9	new_n21576_::observe	observe	__buf_split_5040::observe	observe	0	1	0	0.0	0.0700000000000145	0.0700000000000145	0.0	0	0.7104961680437163	0.8275862068965517	0.6
round8_incumbent	typed_marginal_pred	subckt_0010	prefix_0127	127	9	new_n16284_::observe	observe	new_n16284_::observe	observe	1	1	1	0.0	0.28799999999999937	0.28799999999999937	0.0	0	0.8033264176742436	0.9230769230769231	1.0
round8_incumbent	typed_return_pred	subckt_0010	prefix_0127	127	9	new_n16284_::observe	observe	new_n16284_::observe	observe	1	1	1	0.0	0.28799999999999937	0.28799999999999937	0.0	0	0.8946135105917713	0.9615384615384616	1.0
