epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_hard_weight,train_rollout_steps,train_steps,val_loss,val_jepa_loss,val_scoap_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_hard_weight,val_rollout_steps,val_steps
1,2,4.106459797360003,0.6744877123273909,0.17291420768015087,3.259057896399682,3.259057896399682,0.0,0.04456364770885557,1.0,2.0,32.0,1.454871702939272,0.514226047322154,0.31012851651757956,0.6305171456187963,0.6305171456187963,0.0,0.025247852434404194,1.0,2.0,16.0
2,3,3.233002843956152,0.5235180789604784,0.11281190929003061,2.596672851461941,2.596672851461941,0.0,0.028668189896658685,1.0,3.0,32.0,0.9800387931366763,0.4418979715555906,0.15178090551247198,0.3863599123433233,0.3863599123433233,0.0,0.03170409492061784,1.0,3.0,16.0
