timestamp	variant_id	status	benchmark_id	logic_gates	budget_mode	budget	planner	beam_objective	score_field	beam_width	lookahead_depth	max_candidates	discount_gamma	candidate_strategy	candidate_diversity_penalty	candidate_diversity_depth	candidate_sample_seed	patterns	seed	plan_score_sum	plan_reward_sum	plan_fc_sum	plan_return_sum	plan_sequence_sum	plan_objective_sum	delta_test_coverage	delta_fault_coverage	delta_pattern_count	plan_csv	eval_dir	elapsed_sec	error
2026-06-27T10:02:08	beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p0__s0	ok	subckt_0001	532	fixed	5	beam	cumulative	hybrid_pred	4	3	256	1.0	hard_fault_recall_union	0.0	4	0	10000	2026	-0.24940499663352966	-0.24940499663352966	-0.002494049966335297	1.0379737690091133	62.956868566572666	83.34931810200214	0.01772000000000007	0.01772000000000007	0	autoresearch/new-candidate-pool-insertion-smoke-atalanta/plans/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p0__s0.csv	autoresearch/new-candidate-pool-insertion-smoke-atalanta/evals/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p0__s0	14.363	
2026-06-27T10:02:22	beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p02__s0	ok	subckt_0001	532	fixed	5	beam	cumulative	hybrid_pred	4	3	256	1.0	hard_fault_recall_union	0.02	4	0	10000	2026	-0.24940499663352966	-0.24940499663352966	-0.002494049966335297	1.0379737690091133	62.85686856657267	83.24131810200214	0.01772000000000007	0.01772000000000007	0	autoresearch/new-candidate-pool-insertion-smoke-atalanta/plans/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p02__s0.csv	autoresearch/new-candidate-pool-insertion-smoke-atalanta/evals/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p02__s0	12.4	
2026-06-27T10:02:34	beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p0__s0	ok	subckt_0001	532	fixed	5	beam	cumulative	hybrid_pred	4	3	256	1.0	hard_fault_ranked	0.0	4	0	10000	2026	-0.23116090893745422	-0.23116090893745422	-0.002311609089374542	1.0326744094491005	63.188579477369785	82.52059602737427	0.024939999999999962	0.024939999999999962	0	autoresearch/new-candidate-pool-insertion-smoke-atalanta/plans/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p0__s0.csv	autoresearch/new-candidate-pool-insertion-smoke-atalanta/evals/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p0__s0	11.624	
2026-06-27T10:02:46	beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p02__s0	ok	subckt_0001	532	fixed	5	beam	cumulative	hybrid_pred	4	3	256	1.0	hard_fault_ranked	0.02	4	0	10000	2026	-0.23116090893745422	-0.23116090893745422	-0.002311609089374542	1.0326744094491005	63.08857947736979	82.4089293607076	0.024939999999999962	0.024939999999999962	0	autoresearch/new-candidate-pool-insertion-smoke-atalanta/plans/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p02__s0.csv	autoresearch/new-candidate-pool-insertion-smoke-atalanta/evals/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p02__s0	11.584	
2026-06-27T10:02:57	beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candrecall_pool__div0p0__s0	ok	subckt_0001	532	fixed	5	beam	cumulative	hybrid_pred	4	3	256	1.0	recall_pool	0.0	4	0	10000	2026	-0.4884810149669647	-0.4884810149669647	-0.004884810149669647	0.7627426460385323	56.02754391171038	71.61538936942816	0.019519999999999982	0.019519999999999982	0	autoresearch/new-candidate-pool-insertion-smoke-atalanta/plans/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candrecall_pool__div0p0__s0.csv	autoresearch/new-candidate-pool-insertion-smoke-atalanta/evals/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candrecall_pool__div0p0__s0	12.455	
2026-06-27T10:03:10	beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candrecall_pool__div0p02__s0	ok	subckt_0001	532	fixed	5	beam	cumulative	hybrid_pred	4	3	256	1.0	recall_pool	0.02	4	0	10000	2026	-0.4884810149669647	-0.4884810149669647	-0.004884810149669647	0.7627426460385323	55.94754391171038	71.4703880610317	0.019519999999999982	0.019519999999999982	0	autoresearch/new-candidate-pool-insertion-smoke-atalanta/plans/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candrecall_pool__div0p02__s0.csv	autoresearch/new-candidate-pool-insertion-smoke-atalanta/evals/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candrecall_pool__div0p02__s0	12.651	
2026-06-27T10:03:23	beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p0__s0	ok	subckt_0001	532	fixed	5	beam	cumulative	reward_pred	4	3	256	1.0	hard_fault_recall_union	0.0	4	0	10000	2026	0.009779021143913269	0.009779021143913269	9.779021143913272e-05	1.2012208849191666	0.09216485917568207	-0.005819723010063171	0.05020999999999998	0.05020999999999998	0	autoresearch/new-candidate-pool-insertion-smoke-atalanta/plans/subckt_0001__beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p0__s0.csv	autoresearch/new-candidate-pool-insertion-smoke-atalanta/evals/subckt_0001__beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p0__s0	12.902	
2026-06-27T10:03:35	beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p02__s0	ok	subckt_0001	532	fixed	5	beam	cumulative	reward_pred	4	3	256	1.0	hard_fault_recall_union	0.02	4	0	10000	2026	-0.016444794833660126	-0.016444794833660126	-0.00016444794833660122	1.2114314883947372	-0.005911902487277992	-0.13892941683530807	0.05020999999999998	0.05020999999999998	0	autoresearch/new-candidate-pool-insertion-smoke-atalanta/plans/subckt_0001__beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p02__s0.csv	autoresearch/new-candidate-pool-insertion-smoke-atalanta/evals/subckt_0001__beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p02__s0	12.832	
2026-06-27T10:03:48	beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p0__s0	ok	subckt_0001	532	fixed	5	beam	cumulative	reward_pred	4	3	256	1.0	hard_fault_ranked	0.0	4	0	10000	2026	0.009779021143913269	0.009779021143913269	9.779021143913272e-05	1.2012208849191666	0.09216485917568207	-0.005819723010063171	0.05020999999999998	0.05020999999999998	0	autoresearch/new-candidate-pool-insertion-smoke-atalanta/plans/subckt_0001__beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p0__s0.csv	autoresearch/new-candidate-pool-insertion-smoke-atalanta/evals/subckt_0001__beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p0__s0	12.373	
2026-06-27T10:04:01	beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p02__s0	ok	subckt_0001	532	fixed	5	beam	cumulative	reward_pred	4	3	256	1.0	hard_fault_ranked	0.02	4	0	10000	2026	-0.016444794833660126	-0.016444794833660126	-0.00016444794833660122	1.2114314883947372	-0.005911902487277992	-0.13892941683530807	0.05020999999999998	0.05020999999999998	0	autoresearch/new-candidate-pool-insertion-smoke-atalanta/plans/subckt_0001__beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p02__s0.csv	autoresearch/new-candidate-pool-insertion-smoke-atalanta/evals/subckt_0001__beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p02__s0	13.205	
