step,node,type,q_pred,q_pred_mean,q_pred_std,q_pred_lcb,q_pred_context,score_pred,score_pred_mean,score_pred_std,score_pred_lcb,reward_pred,reward_pred_mean,reward_pred_std,reward_pred_lcb,reward_pred_context,fc_pred,pattern_pred,return_pred,return_pred_mean,return_pred_std,return_pred_lcb,guarded_reward,guarded_reward_mean,guarded_reward_std,guarded_reward_lcb,guarded_reward_context,hard_reduction_total_pred,hard_reduction_total_pred_mean,hard_reduction_total_pred_std,hard_reduction_total_pred_lcb,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,derived_hard_reduction_hybrid_pred_mean,derived_hard_reduction_hybrid_pred_std,derived_hard_reduction_hybrid_pred_lcb,hybrid_pred,hybrid_pred_mean,hybrid_pred_std,hybrid_pred_lcb,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_mean,bounded_residual_hybrid_pred_std,bounded_residual_hybrid_pred_lcb,bounded_residual_hybrid_pred_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy
1,N26513,control1,0.7654423713684082,0.7654423713684082,0.447573184967041,0.42976248264312744,2.783477382361889,0.7654423713684082,0.7654423713684082,0.447573184967041,0.42976248264312744,0.21947985887527466,0.21947985887527466,0.14174149930477142,0.11317373439669609,3.0509120747447014,0.0021947985887527466,-0.6624078750610352,-0.16493086516857147,-0.16493086516857147,0.10932955890893936,-0.246928034350276,-0.16493086516857147,-0.16493086516857147,0.10932955890893936,-0.246928034350276,0.33396801829338074,0.035972822457551956,0.035972822457551956,0.033875931054353714,0.01056587416678667,-0.016256405040621758,0.026595909148454666,124338.234375,48845.9609375,75492.2734375,122669.84375,48985.796875,73684.046875,0.013418162241578102,-0.0028627943247556686,0.02395247109234333,0.3846818208694458,0.3846818208694458,1.2596439123153687,-0.5600511133670807,3.65183162689209,3.65183162689209,3.617159128189087,0.9389622807502747,1.7170228964090346,3.610919952392578,3.610919952392578,3.444817066192627,1.027307152748108,1.6275251990556716,0.42976248264312744,0.42976248264312744,0.42976248264312744,greedy,0.42976248264312744,0.0,heuristic_recall_pool
2,N9778,control1,0.6084955334663391,0.6084955334663391,0.12234047055244446,0.5167401805520058,2.493459666520357,0.6084955334663391,0.6084955334663391,0.12234047055244446,0.5167401805520058,0.13604258000850677,0.13604258000850677,0.17414556443691254,0.0054334066808223724,1.6548644041270018,0.0013604258000850678,-0.5322535037994385,-0.10250852257013321,-0.10250852257013321,0.13121069967746735,-0.20091654732823372,-0.13414381444454193,-0.13414381444454193,0.09617020189762115,-0.2062714658677578,2.019806797504425,0.02154039591550827,0.02154039591550827,0.033048659563064575,-0.003246098756790161,-0.05034269019961357,0.0031543485820293427,122672.625,48986.97265625,73685.65625,122198.78125,49068.6875,73130.09375,0.0038626689929515123,-0.0016680933767929673,0.007539629004895687,0.14512574672698975,0.14512574672698975,0.6040341854095459,-0.3078998923301697,2.1875736713409424,2.1875736713409424,3.478182554244995,-0.42106324434280396,2.037702249586582,2.1624231338500977,2.1624231338500977,3.348007917404175,-0.34858280420303345,2.0240132084488867,0.5167401805520058,0.9465026631951332,0.9465026631951332,greedy,0.5167401805520058,0.0,heuristic_recall_pool
3,N27608,observe,0.3949640095233917,0.3949640095233917,0.21211864054203033,0.23587502911686897,1.1780010610818863,0.3949640095233917,0.3949640095233917,0.21211864054203033,0.23587502911686897,0.10359705239534378,0.10359705239534378,0.21441689133644104,-0.057215616106987,1.0405388697981834,0.0010359705239534377,-0.5193648338317871,-0.09892573952674866,-0.09892573952674866,0.1509394645690918,-0.2121303379535675,-0.17048625648021698,-0.17048625648021698,0.08568843454122543,-0.23475258238613605,1.0527248218655587,0.009821262210607529,0.009821262210607529,0.03882993757724762,-0.019301190972328186,-0.053757019340991974,-0.02388426661491394,122195.9609375,49067.96875,73127.9921875,121798.546875,49026.8984375,72771.6484375,0.0032522683031857014,0.0008370085852220654,0.004872877616435289,0.20436392724514008,0.20436392724514008,0.08575493097305298,0.14004772901535034,0.9867975115776062,0.9867975115776062,4.082099914550781,-2.0747774243354797,1.9929944610595705,0.9832940101623535,0.9832940101623535,3.932574510574341,-1.966136872768402,1.9941988801956179,0.23587502911686897,1.1823776923120022,1.1823776923120022,greedy,0.23587502911686897,0.0,heuristic_recall_pool
4,N7642,observe,0.4940549433231354,0.4940549433231354,0.4178498387336731,0.18066756427288055,2.1415585616230963,0.4940549433231354,0.4940549433231354,0.4178498387336731,0.18066756427288055,0.1662743240594864,0.1662743240594864,0.22468256950378418,-0.0022376030683517456,2.637565775215626,0.0016627432405948639,-0.5037319660186768,-0.06755459308624268,-0.06755459308624268,0.1252606213092804,-0.16150005906820297,-0.1405307799577713,-0.1405307799577713,0.06159290671348572,-0.1867254599928856,2.2261752744019034,0.011815088801085949,0.011815088801085949,0.04103659465909004,-0.018962357193231583,-0.05135895311832428,-0.041104286909103394,121799.1875,49027.3671875,72771.8203125,121442.6875,48839.44921875,72603.234375,0.002926948945969343,0.00383291975595057,0.0023166376631706953,-0.1844104528427124,-0.1844104528427124,0.3739440143108368,-0.46486846357584,1.280228614807129,1.280228614807129,4.265377044677734,-1.9188041687011719,1.450690884143114,1.2061887979507446,1.2061887979507446,4.1440110206604,-1.9018194675445557,1.3605771251022816,0.18066756427288055,1.3630452565848827,1.3630452565848827,greedy,0.18066756427288055,0.0,heuristic_recall_pool
5,N7632,observe,0.5699663758277893,0.5699663758277893,0.556150496006012,0.15285350382328033,2.9259997807443145,0.5699663758277893,0.5699663758277893,0.556150496006012,0.15285350382328033,0.2868199050426483,0.2868199050426483,0.17178677022457123,0.1579798273742199,3.3162545494735243,0.002868199050426483,-0.5480461120605469,-0.05041847005486488,-0.05041847005486488,0.16032461822032928,-0.17066193372011185,-0.06644448637962341,-0.06644448637962341,0.1407114565372467,-0.17197807878255844,2.4834301298856736,0.016178293153643608,0.016178293153643608,0.04039057344198227,-0.014114636927843094,-0.02451127953827381,-0.0382721945643425,121442.7109375,48839.4609375,72603.25,121158.5,48622.9453125,72535.5546875,0.002340288134291768,0.00443321093916893,0.0009324005804955959,0.07841642946004868,0.07841642946004868,0.14825758337974548,-0.03277675807476044,1.8542307615280151,1.8542307615280151,4.145458698272705,-1.2548632621765137,2.554140545129776,1.6769295930862427,1.6769295930862427,4.0651140213012695,-1.3719059228897095,2.43710267663002,0.15285350382328033,1.515898760408163,1.515898760408163,greedy,0.15285350382328033,0.0,heuristic_recall_pool
6,N7640,observe,0.6429147124290466,0.6429147124290466,0.633115291595459,0.1680782437324524,3.6205998241901396,0.6429147124290466,0.6429147124290466,0.633115291595459,0.1680782437324524,0.32595714926719666,0.32595714926719666,0.2067975401878357,0.17085899412631989,5.077784132957459,0.0032595714926719668,-0.5465320348739624,-0.05657827481627464,-0.05657827481627464,0.15705545246601105,-0.17436986416578293,-0.06468036025762558,-0.06468036025762558,0.14724087715148926,-0.17511101812124252,2.694580610990524,0.01856287010014057,0.01856287010014057,0.04076161980628967,-0.012008344754576683,-0.02549053728580475,-0.035527199506759644,121158.546875,48622.953125,72535.59375,120993.234375,48451.91015625,72541.3203125,0.0013644312275573611,0.003517741337418556,-7.89483092376031e-05,0.06447630375623703,0.06447630375623703,0.17412735521793365,-0.06611921265721321,2.1256659030914307,2.1256659030914307,4.227859020233154,-1.045228362083435,3.2691291618347167,1.9236317873001099,1.9236317873001099,4.113511562347412,-1.1615018844604492,2.9527553129196167,0.1680782437324524,1.6839770041406155,1.6839770041406155,greedy,0.1680782437324524,0.0,heuristic_recall_pool
7,N19320,observe,0.4580804407596588,0.4580804407596588,0.5631251335144043,0.03573659062385559,0.6252281397581101,0.4580804407596588,0.4580804407596588,0.5631251335144043,0.03573659062385559,0.3021773397922516,0.3021773397922516,0.18829452991485596,0.16095644235610962,0.35936273038387295,0.003021773397922516,-0.5311096906661987,-0.061227813363075256,-0.061227813363075256,0.1511368602514267,-0.17458045855164528,-0.06995360553264618,-0.06995360553264618,0.140909805893898,-0.1756359599530697,0.299992099404335,0.01817626692354679,0.01817626692354679,0.04084465280175209,-0.012457222677767277,-0.026294974610209465,-0.033908288925886154,120993.9375,48452.359375,72541.578125,120562.515625,48197.4453125,72365.0703125,0.00356564880348742,0.005261127837002277,0.002433195011690259,0.06350893527269363,0.06350893527269363,0.433199405670166,-0.2613906189799309,2.0585761070251465,2.0585761070251465,4.232245445251465,-1.1156079769134521,0.9558353486657142,1.8778640031814575,1.8778640031814575,4.121007919311523,-1.212891936302185,0.9568438056111335,0.03573659062385559,1.719713594764471,1.719713594764471,greedy,0.03573659062385559,0.0,heuristic_recall_pool
8,N19324,observe,0.40385523438453674,0.40385523438453674,0.5678630471229553,-0.02204205095767975,0.7962821692228317,0.40385523438453674,0.40385523438453674,0.5678630471229553,-0.02204205095767975,0.286312073469162,0.286312073469162,0.21873539686203003,0.12226052582263947,-0.5018723419308663,0.00286312073469162,-0.4885716140270233,-0.09882966428995132,-0.09882966428995132,0.11268911510705948,-0.18334650062024593,-0.09882966428995132,-0.09882966428995132,0.11268911510705948,-0.18334650062024593,-1.3247124528884888,0.019888432696461678,0.019888432696461678,0.04021411016583443,-0.010272149927914143,-0.028567137196660042,-0.034144286066293716,120562.484375,48197.4609375,72365.0234375,120312.5859375,48025.0859375,72287.5,0.002072771079838276,0.0035764332860708237,0.0010712832445278764,0.12829594314098358,0.12829594314098358,0.1247360110282898,0.034743934869766235,2.176325798034668,2.176325798034668,4.2387566566467285,-1.0027416944503784,1.5485347557067872,2.0357139110565186,2.0357139110565186,4.075636386871338,-1.0210133790969849,1.5148042607307435,-0.02204205095767975,1.6976715438067913,1.6976715438067913,greedy,-0.02204205095767975,0.0,heuristic_recall_pool
9,N19317,observe,0.41961339116096497,0.41961339116096497,0.5600082874298096,-0.0003928244113922119,1.3385397776961327,0.41961339116096497,0.41961339116096497,0.5600082874298096,-0.0003928244113922119,0.2673191726207733,0.2673191726207733,0.2540441155433655,0.0767860859632492,-0.34884762942790987,0.002673191726207733,-0.4779031574726105,-0.1042812243103981,-0.1042812243103981,0.11098913103342056,-0.18752307258546352,-0.12202870845794678,-0.12202870845794678,0.09600050747394562,-0.194029089063406,-0.5952798148989678,0.018672436475753784,0.018672436475753784,0.04098206013441086,-0.01206410862505436,-0.03214005008339882,-0.03770345449447632,120312.59375,48025.1328125,72287.4609375,120144.2265625,47893.5390625,72250.6875,0.0013994144974276423,0.002740101655945182,0.0005087111494503915,0.11965673416852951,0.11965673416852951,0.08184295892715454,0.058274514973163605,2.0302815437316895,2.0302815437316895,4.343979835510254,-1.227703332901001,1.4231101530790329,1.908003330230713,1.908003330230713,4.159605979919434,-1.2117011547088623,1.5379616993665695,-0.0003928244113922119,1.697278719395399,1.697278719395399,greedy,-0.0003928244113922119,0.0,heuristic_recall_pool
10,N19316,observe,0.4456491470336914,0.4456491470336914,0.5695157647132874,0.01851232349872589,2.3231585760600866,0.4456491470336914,0.4456491470336914,0.5695157647132874,0.01851232349872589,0.2794792950153351,0.2794792950153351,0.25821220874786377,0.08582013845443726,0.46780105531215666,0.002794792950153351,-0.4776856303215027,-0.10603127628564835,-0.10603127628564835,0.11161065101623535,-0.18973926454782486,-0.12211944907903671,-0.12211944907903671,0.09739769250154495,-0.19516771845519543,0.9128913665004075,0.01930110529065132,0.01930110529065132,0.04016813635826111,-0.01082499697804451,-0.03094823658466339,-0.037193119525909424,120144.2265625,47893.5703125,72250.65625,120015.7421875,47786.5,72229.2421875,0.0010694178054109216,0.0022355883847922087,0.00029638572596013546,0.15783102810382843,0.15783102810382843,0.0646837055683136,0.10931824892759323,2.1035585403442383,2.1035585403442383,4.26432991027832,-1.094688892364502,2.2163088113069533,1.9734724760055542,1.9734724760055542,4.07865571975708,-1.0855193138122559,2.240981271862984,0.01851232349872589,1.715791042894125,1.715791042894125,greedy,0.01851232349872589,0.0,heuristic_recall_pool
11,N24962,observe,0.5567407011985779,0.5567407011985779,0.7392410635948181,0.0023099035024642944,2.715591548383236,0.5567407011985779,0.5567407011985779,0.7392410635948181,0.0023099035024642944,0.2923556864261627,0.2923556864261627,0.2661080062389374,0.09277468174695969,1.37555383592844,0.002923556864261627,-0.45018795132637024,-0.12061301618814468,-0.12061301618814468,0.09868186712265015,-0.1946244165301323,-0.12061301618814468,-0.12061301618814468,0.09868186712265015,-0.1946244165301323,2.4856206159293652,0.023349910974502563,0.023349910974502563,0.037269048392772675,-0.0046018753200769424,-0.029310425743460655,-0.022878257557749748,120015.1875,47786.1484375,72229.0390625,120431.0859375,47869.5234375,72561.5625,-0.003465381683781743,-0.0017447525169700384,-0.004603736102581024,-0.015964454039931297,-0.015964454039931297,0.37360700964927673,-0.29616971127688885,2.5067338943481445,2.5067338943481445,4.006048202514648,-0.4978022575378418,3.183668886423111,2.377926826477051,2.377926826477051,3.7966885566711426,-0.46958959102630615,3.1734275686740876,0.0023099035024642944,1.7181009463965893,1.7181009463965893,greedy,0.0023099035024642944,0.0,heuristic_recall_pool
