timestamp	variant_id	status	benchmark_id	logic_gates	budget_mode	budget	planner	beam_objective	score_field	beam_width	lookahead_depth	max_candidates	discount_gamma	candidate_strategy	candidate_diversity_penalty	candidate_diversity_depth	patterns	seed	plan_score_sum	plan_reward_sum	plan_fc_sum	plan_return_sum	plan_sequence_sum	plan_objective_sum	delta_test_coverage	delta_fault_coverage	delta_pattern_count	plan_csv	eval_dir	elapsed_sec	error
2026-06-26T20:35:18	beam__cumulative__guarded_reward__bw2__d2__c32__g1p0__candnetlist__div0p0	ok	max_aig	12294	fixed	5	beam	cumulative	guarded_reward	2	2	32	1.0	netlist	0.0	4	50000	2026	0.7882570028305054	0.7882570028305054	0.007882570028305053	1.0301102101802826	2.471951350569725	1.5177913904190063	0.00020999999999993246	0.00020999999999993246	0	autoresearch/safe-rollout-smoke-260626-2002-par/runs/max_aig__netlist__guarded_reward__cumulative/plans/max_aig__beam__cumulative__guarded_reward__bw2__d2__c32__g1p0__candnetlist__div0p0.csv	autoresearch/safe-rollout-smoke-260626-2002-par/runs/max_aig__netlist__guarded_reward__cumulative/evals/max_aig__beam__cumulative__guarded_reward__bw2__d2__c32__g1p0__candnetlist__div0p0	9.208	
