variant	min_gap_pp	macro_gap_pp	all_beat	b22_final_tc_pct	b22_gap_pp	b17_final_tc_pct	b17_gap_pp
best_h5	-0.5240000000000009	-0.46050000000000324	False	95.066	-0.5240000000000009	91.273	-0.39700000000000557
best_h2	-2.058000000000007	-1.5490000000000066	False	94.55	-1.0400000000000063	89.612	-2.058000000000007
epoch10	-2.3029999999999973	-1.7880000000000038	False	94.317	-1.2730000000000103	89.367	-2.3029999999999973
best_h4	-2.445999999999998	-1.7805000000000035	False	94.475	-1.115000000000009	89.224	-2.445999999999998
best	-2.5360000000000014	-1.8780000000000001	False	94.37	-1.2199999999999989	89.134	-2.5360000000000014
best_h1	-2.5630000000000024	-1.8860000000000028	False	94.381	-1.2090000000000032	89.107	-2.5630000000000024
best_h3	-2.9839999999999947	-2.168999999999997	False	94.236	-1.3539999999999992	88.686	-2.9839999999999947
epoch12	-3.7750000000000057	-2.7865000000000038	False	93.792	-1.7980000000000018	87.895	-3.7750000000000057
