epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_hard_weight,train_rollout_steps,train_oracle_loss,train_oracle_rank_loss,train_oracle_value_loss,train_oracle_candidate_loss,train_oracle_pairs,train_oracle_groups,train_oracle_weight,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_hard_weight,val_rollout_steps,val_steps
1,1,0.31207640174776313,0.15213111547960176,0.15711660436458058,0.04132517632562667,0.9180311749461625,0.21650903888874584,0.42659068405628203,0.9102259153789944,0.061808560284165044,0.031069985856422337,0.5030664802138785,0.5030664802138785,0.0,0.5053153919163932,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,900.0,0.09408999016159214,0.12160407030023634,0.20451870176475495,0.03278579145990079,1.1327438661828637,0.2277416632277891,0.39815249503590167,0.9657273266930133,0.03319499375356827,0.010542455408085516,0.007983332946082555,0.007983332946082555,0.0,0.007205358147956531,1.0,1.0,256.0
2,2,0.45518848825246094,0.20217389140692021,0.20207362619953023,0.028339469492331976,0.8860766434503926,0.2232470501359138,0.3609616833759679,0.9086139648821618,0.0787124704186701,0.03107884074740898,0.6630686615687995,0.6630686615687995,0.0,1.0991097621606238,1.0,2.0,0.31200608604484137,0.29714616729153526,0.9207490831447972,2.786644516918394,311.81444444444446,10.0,0.17500000000000052,900.0,900.0,0.1106358216056833,0.1614217312890105,0.20790737852803431,0.024705121613806114,1.1153555039782077,0.2412076170439832,0.37210572039475664,0.9630693721119314,0.049839553648780566,0.01144152512557639,0.015154969125426021,0.015154969125426021,0.0,0.024518426877377486,1.0,2.0,256.0
3,2,0.5694487941265106,0.2162332442816761,0.20551330726179812,0.027517508753678865,0.8007444262214832,0.22423534277723067,0.28496128889421624,0.8831114914351039,0.09524871470717092,0.03503510310688575,0.8698616107660407,0.8698616107660407,0.0,1.4847593236685805,1.0,2.0,0.5118536895016829,0.12885094966739416,0.611053492890464,2.5251931664678784,310.3255555555556,10.0,0.35000000000000103,900.0,900.0,0.10839702650264371,0.1637933661986608,0.2070355798350647,0.023117440516216448,1.0953488242812455,0.24749324325239286,0.26662814914016053,0.9571588670369238,0.0331145267264219,0.011499579723235342,0.00910806698058253,0.00910806698058253,0.0,0.019073229361638515,1.0,2.0,256.0
4,3,0.6200983908358547,0.2533829794327419,0.20349978203574837,0.027690496228083426,0.8048238134328969,0.22376825481032353,0.2834687843449692,0.889389916592174,0.08820133252069359,0.027652751213193678,0.7893959064692003,0.7893959064692003,0.0,1.922748481390674,1.0,3.0,0.4905660187204679,0.10047491658892896,0.5583576287825902,2.467959045569102,309.2111111111111,10.0,0.35000000000000103,900.0,900.0,0.12196098900555324,0.19475823101432374,0.20627870043972507,0.025224217298576452,1.0833042229060088,0.2539670132100581,0.28308554688313337,0.9591798345403126,0.033471088621202696,0.010453333875181188,0.013013188427795674,0.013013188427795674,0.0,0.04923734197024258,1.0,3.0,256.0
5,3,0.6165888196699052,0.2647712355245042,0.20170156150780363,0.02669535840344099,0.8037479388962191,0.22253510725257605,0.2745720987794578,0.8933570829806513,0.08009763490891572,0.027573816788324504,0.7769578655194832,0.7769578655194832,0.0,1.8976500058514163,1.0,3.0,0.48406882693370185,0.08887137816804978,0.535213574634658,2.4569975344340005,308.30444444444447,10.0,0.35000000000000103,900.0,900.0,0.12059516936036133,0.1933864283297831,0.20186235020325194,0.02188010535852906,1.0206863767622656,0.23687091995573914,0.31377398187760264,0.9604674848572666,0.0309834747883239,0.010146664920985886,0.015759875214629383,0.015759875214629383,0.0,0.05245602336379219,1.0,3.0,256.0
6,4,0.788539342429075,0.3056014257379704,0.19918157437402342,0.0263753295966631,0.7746462855405277,0.2140489666624732,0.29147862239016425,0.8910611004299588,0.07522356894798576,0.02994051425756745,0.9024180217531345,0.9024180217531345,0.0,2.745818862777415,1.0,4.0,0.48124493728081386,0.08180584560458859,0.5022813261714246,2.4587069296836854,307.78444444444443,10.0,0.35000000000000103,900.0,900.0,0.14240835442615207,0.24817317510314751,0.20911549223819748,0.016249612415776937,0.9748518954147585,0.19375554866564926,0.3310324215271976,0.9613084492157213,0.028368033262268,0.01205880771124157,0.014536744465795993,0.014536744465795993,0.0,0.08860645430560157,1.0,4.0,256.0
7,4,0.7805811518492798,0.3002329387019078,0.2022197299140195,0.02501491181591215,0.7692427760238448,0.21051426729475173,0.305337565249453,0.9008715458048715,0.06652004683429065,0.02850746963728066,0.887314661310494,0.887314661310494,0.0,2.7370899632176955,1.0,4.0,0.4679467527402772,0.07481843187991116,0.46248086285259987,2.4028370438019433,310.89444444444445,10.0,0.35000000000000103,900.0,900.0,0.1396840216621058,0.24181126724579372,0.20442076031758916,0.018959319487294124,1.0172100206837058,0.22261917777359486,0.33172776325955056,0.9617785125155933,0.030047536338315695,0.011910921021538456,0.01171771086239394,0.01171771086239394,0.0,0.0801952345468728,1.0,4.0,256.0
8,5,0.9121981064776579,0.3461009416712652,0.19600622761580672,0.024966341580471247,0.758359725336233,0.20396567446209418,0.33313460177017556,0.9039726858933778,0.0711812358653794,0.02743056332912788,0.9074242362752099,0.9074242362752099,0.0,3.4973153093454385,1.0,5.0,0.4696918189194467,0.07344127637644608,0.45363769142164123,2.416192230383555,310.9866666666667,10.0,0.35000000000000103,900.0,900.0,0.19726532265776775,0.3482426782255061,0.21933773541823037,0.01699225842603482,0.99259954909794,0.21449593011057003,0.36015510810539086,0.9623792174272239,0.03249730778916271,0.012379243546376983,0.059712067068416946,0.059712067068416946,0.0,0.17343735862634696,1.0,5.0,256.0
9,5,0.8516923110418844,0.3489716600014104,0.1983418233477407,0.023638918342586194,0.7408266924305087,0.19645197876879106,0.3292801152533955,0.903332534233729,0.06668713306200998,0.02608182369270049,0.836633946608057,0.836633946608057,0.0,3.217386413530425,1.0,5.0,0.46765938863158224,0.06924828671746784,0.41628349031011264,2.4172044543425244,306.62111111111113,10.0,0.35000000000000103,900.0,900.0,0.15956847643828942,0.2723505985806695,0.21472860747016978,0.017043230139825026,0.8628863004036251,0.1782660557248164,0.33181337718851867,0.9589492158498619,0.030816926177067213,0.012727925213209815,0.03409790945643386,0.03409790945643386,0.0,0.14084066760762556,1.0,5.0,256.0
10,5,0.9098353703783609,0.3722438548670873,0.1974182582646607,0.02486442978969879,0.7213014593025051,0.19099104733718575,0.3376213770475651,0.9034613010088606,0.06938516950897042,0.025800012040743475,0.8871470096879411,0.8871470096879411,0.0,3.47976562363489,1.0,5.0,0.46604120877054,0.06833739123617609,0.41706073651711145,2.4098993929227195,307.1911111111111,10.0,0.35000000000000103,900.0,900.0,0.1913740457908717,0.30255943504162125,0.20041889467975116,0.0189051682682475,0.8528918893076479,0.14317129594855946,0.39523057939950396,0.9634140143636609,0.03322799123197911,0.013300687604078128,0.024970101377153393,0.024970101377153393,0.0,0.3060691673288171,1.0,5.0,256.0
11,5,0.873851978583467,0.36631244914730376,0.19735407407416244,0.022391014906991663,0.7123774406496032,0.19083805154875963,0.33057795295616,0.9028007679515414,0.06590924390405417,0.026401171754367247,0.8478513962818168,0.8478513962818168,0.0,3.315662957113946,1.0,5.0,0.46296329057878916,0.06694178193807603,0.391539602180322,2.398349216779073,310.3977777777778,10.0,0.35000000000000103,900.0,900.0,0.14500900543644085,0.2518116123857908,0.20244035132927818,0.020389084254566137,0.7847761790733782,0.1251016685564536,0.3535874040331692,0.9602710188832132,0.03343714427610394,0.012619944815864412,0.014150636199739722,0.014150636199739722,0.0,0.13422911955969058,1.0,5.0,256.0
