step,node,type,q_pred,q_pred_context,q_pred_type_context,q_pred_lcb_context,q_pred_context_lcb,q_typed_residual_context,typed_residual_correction,score_pred,reward_pred,reward_pred_context,reward_pred_type_context,fc_pred,pattern_pred,return_pred,typed_marginal_pred,typed_return_pred,typed_sa_reduction_total_pred,typed_sa0_reduction_pred,typed_sa1_reduction_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,consensus_pred_context,consensus_pred_type_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy,adaptive_confidence_gap,adaptive_expanded
1,N2219,control1,1.5957683324813843,2.766552909836173,1.846968650817871,0.42243399731814857,1.7982593913935125,2.831631678902756,0.6507876906658316,1.5957683324813843,0.7163988947868347,2.012239577248692,2.873063862323761,0.007163988947868347,0.3101165294647217,0.036327116191387177,1.3391321897506714,1.4414688348770142,-0.10382518731057644,-0.16480368375778198,-0.042846690863370895,0.036327116191387177,1.1208073886483907,0.07537908852100372,0.18683531880378723,0.05175628885626793,105212.2421875,42459.41796875,62752.82421875,108084.578125,45592.5703125,62492.00390625,-0.02730039693415165,-0.07379169017076492,0.004156311973929405,-2.730039693415165,8.290634863078594,2.087230101674795,7.726090354844928,1.9365918789803982,1.9100495662540196,1.9907368791662154,2.831631678902756,2.831631678902756,2.831631678902756,greedy,2.831631678902756,0.0,hard_fault_cluster,,False
2,N14033,control1,1.6646029949188232,2.662259769737721,1.9890300273895263,0.2341196170449257,1.7304688503295187,2.762259769737721,1.0,1.6646029949188232,0.7475789785385132,1.9678858757019042,1.417887943983078,0.007475789785385132,0.34897753596305847,0.02300603874027729,1.3887473344802856,1.2573621273040771,-0.08582905679941177,-0.12852096557617188,-0.04313714802265167,0.02300603874027729,-0.9123574870824814,0.0669962465763092,0.17578864097595215,0.05170596390962601,108084.140625,45592.25,62491.890625,108300.765625,45846.3203125,62454.4453125,-0.002004225505515933,-0.005572664551436901,0.000599202758166939,-0.2004225505515933,7.470209674909711,3.0903660690784456,6.892270911950618,3.276265255212784,2.500013852119446,1.857848040983081,2.762259769737721,5.593891448640477,5.593891448640477,greedy,2.762259769737721,0.0,hard_fault_cluster,,False
3,N5319,control0,1.3257780075073242,1.176667717397213,1.1411534309387206,0.1702799341082573,0.7648340163081886,1.2591529297924273,0.824852123952143,1.3257780075073242,0.7306811809539795,1.1913292437791823,1.1565610527992247,0.007306811809539795,0.37080708146095276,0.01947655715048313,1.0860346555709839,1.0274730920791626,-0.045513853430747986,-0.01463453471660614,-0.07639317214488983,0.01947655715048313,-0.40791005849838263,0.05739958584308624,0.16596010327339172,0.047222986817359924,108301.46875,45847.5859375,62453.8828125,108165.578125,45653.234375,62512.34765625,0.0012547440128400922,0.004239079542458057,-0.0009361282573081553,0.12547440128400922,6.490116322413087,0.9127745127677918,5.92749801883474,0.8676823949813842,1.263606059551239,1.295579647347331,1.2591529297924273,6.853044378432904,6.853044378432904,greedy,1.2591529297924273,0.0,hard_fault_cluster,,False
4,N6992,control0,1.476880431175232,1.6465554195642471,1.5445431232452391,0.2254267340898514,1.0702610227167606,1.7312868647127577,0.8473144514851052,1.476880431175232,0.7580863237380981,1.5318879276514055,1.5823891401290893,0.007580863237380981,0.3904580771923065,0.019161218777298927,1.1568623781204224,1.1514753103256226,-0.025399986654520035,0.04139239341020584,-0.09219236671924591,0.019161218777298927,-0.3673760515451432,0.0577082484960556,0.17055535316467285,0.049622636288404465,108165.7734375,45653.23828125,62512.53515625,107755.203125,45331.171875,62424.03515625,0.0037957506719976664,0.007054623682051897,0.0014157160185277462,0.37957506719976664,6.548072392120957,1.2726548266410826,5.96513673523441,1.2796149444580078,1.6383270144462585,1.7381940928101538,1.7312868647127577,8.584331243145662,8.584331243145662,greedy,1.7312868647127577,0.0,hard_fault_cluster,,False
5,N6780,control0,1.4466848373413086,1.7105397890508174,1.2566105782985688,0.29361085578799245,1.1118508628830313,1.771134122008252,0.6059433295743444,1.4466848373413086,0.8110328912734985,1.8503216758370398,1.8617705583572386,0.008110328912734985,0.4001116454601288,0.021079840138554573,1.1935975551605225,1.2349883317947388,-0.022280480712652206,0.0164903923869133,-0.06105135381221771,0.021079840138554573,-0.1923118197917939,0.05697126314043999,0.16976545751094818,0.04882768169045448,107755.140625,45331.234375,62423.90234375,107720.09375,45294.734375,62425.36328125,0.000325245491694659,0.0008051843615248799,-2.3403496015816927e-05,0.0325245491694659,6.529239045456052,1.4311874639987947,5.905154496897012,1.4557868611812592,1.7100887417793273,1.549878193885088,1.771134122008252,10.355465365153915,10.355465365153915,greedy,1.771134122008252,0.0,hard_fault_cluster,,False
6,N2849,control0,1.5815002918243408,2.274040855765343,1.8587736129760741,0.32851366460323334,1.478126556247473,2.3185241537790304,0.44483298013687367,1.5815002918243408,0.837506890296936,1.9273173570632933,1.6304203629493712,0.00837506890296936,0.41320908069610596,0.022622736170887947,1.2302134037017822,1.2913895845413208,-0.01337495632469654,0.0339403972029686,-0.06069030985236168,0.022622736170887947,-0.0006212592124940075,0.05947083607316017,0.1755383014678955,0.049529172480106354,107712.6328125,45285.04296875,62427.58984375,107224.890625,44955.9296875,62268.9609375,0.00452817976474762,0.007267593406140804,0.0025410063099116087,0.45281797647476196,6.807213233783841,1.9554604506492617,6.162116013932973,2.089766595363617,2.146053326129913,1.9611362746357917,2.3185241537790304,12.673989518932945,12.673989518932945,greedy,2.3185241537790304,0.0,hard_fault_cluster,,False
7,N13662,control0,1.5958675146102905,2.456064388677478,2.4425336122512817,0.42612089954316623,1.5964418526403605,2.470701833472742,0.14637444795264126,1.5958675146102905,0.8860327005386353,2.4573540605604647,2.9436065196990966,0.008860327005386352,0.41646620631217957,0.024192119017243385,1.248916506767273,1.323217749595642,-0.016317302361130714,0.014776729047298431,-0.04741133376955986,0.024192119017243385,0.2580702972412108,0.0573892667889595,0.1736898571252823,0.04854806140065193,107231.90625,44965.015625,62266.890625,106781.3125,44689.71875,62091.59375,0.004202049225568771,0.006122468039393425,0.002815250074490905,0.42020492255687714,6.649151498451829,2.086115923523903,5.96648288378492,1.844519916176796,2.272506296634674,2.6900514934957025,2.470701833472742,15.144691352405687,15.144691352405687,greedy,2.470701833472742,0.0,hard_fault_cluster,,False
8,N16937,control0,1.6094441413879395,2.0557440447807314,1.8844530344009398,0.6135050797462464,1.3362336291074755,2.0919442335626632,0.3620018878193198,1.6094441413879395,0.8969440460205078,3.207230272889137,3.27904405593872,0.008969440460205078,0.4222601354122162,0.024804161861538887,1.2473493814468384,1.2991178035736084,-0.00586206279695034,0.03345615416765213,-0.04518027976155281,0.024804161861538887,0.49415238916873927,0.05709857493638992,0.17337267100811005,0.0469643771648407,106781.796875,44690.22265625,62091.578125,106377.796875,44428.0546875,61949.7421875,0.0037834164686501026,0.0058663384988904,0.0022843023762106895,0.37834164686501026,6.631605701521039,1.473163877725601,5.940294545609504,1.4658560383319854,2.3249569177627563,2.555414835512638,2.0919442335626632,17.23663558596835,17.23663558596835,greedy,2.0919442335626632,0.0,hard_fault_cluster,,False
9,N11983,control0,1.577317714691162,2.1908452231343833,2.0985316157341005,0.43061384784989054,1.4240493950373492,2.229303476802984,0.3845825366860068,1.577317714691162,0.9254688024520874,2.2563829530961814,3.2140146732330317,0.009254688024520874,0.4284456968307495,0.02556067891418934,1.3173747062683105,1.4834480285644531,-0.011289021000266075,0.015343815088272095,-0.037921857088804245,0.02556067891418934,0.495246602743864,0.05816078931093216,0.17751017212867737,0.04832702502608299,106377.765625,44428.08203125,61949.6796875,106315.4375,44378.1015625,61937.3359375,0.0005859130760654807,0.0011249746894463897,0.00019925445667468011,0.05859130760654807,6.767108412459493,2.5355409363657233,6.053836301434785,2.336138651743531,2.0542580127716064,2.5449618172645567,2.229303476802984,19.465939062771334,19.465939062771334,greedy,2.229303476802984,0.0,hard_fault_cluster,,False
10,N7781,observe,1.7825723886489868,2.793272969722748,3.6063461065292355,0.1724118065834046,1.8156274303197861,2.8199763714126123,0.26703401689864237,1.7825723886489868,0.9698671102523804,2.1382825940847394,2.8446766138076782,0.009698671102523804,0.42559292912483215,0.010050447657704353,1.419293999671936,1.3613728284835815,0.005140434950590134,0.021723829209804535,-0.011442959308624268,0.010050447657704353,-2.2198146492242814,0.06522510945796967,0.1820821911096573,0.05208173394203186,106314.984375,44377.515625,61937.47265625,106548.65625,44586.8515625,61961.8046875,-0.0021979203447699547,-0.004717162344604731,-0.0003928483056370169,-0.21979203447699547,7.502428503707051,3.952114590406418,6.767490335274488,5.24339931845665,3.057073721289635,3.829337659329176,2.8199763714126123,22.285915434183945,22.285915434183945,greedy,2.8199763714126123,0.0,hard_fault_cluster,,False
