node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
SUB_110_U11,2,1,1,0,0
SUB_110_U22,2,1,1,0,0
__aig_and_379,2,0,1,0,1
__aig_and_700,2,1,0,0,1
__tpi_cp_11___buf_split_815,2,0,1,0,1
__tpi_cp_15_SUB_110_U30,2,0,1,0,1
__tpi_cp_19_U878,2,0,0,0,2
__tpi_cp_1_SUB_110_U33,2,0,1,0,1
__tpi_cp_21___aig_not_1215,2,0,1,0,1
__tpi_cp_24_SUB_110_U28,2,0,1,0,1
__tpi_cp_2_SUB_110_U32,2,0,1,0,1
__tpi_cp_3_SUB_110_U25,2,0,1,0,1
__tpi_cp_46_SUB_110_U7,2,0,1,0,1
__tpi_cp_48_SUB_110_U19,2,0,1,0,1
__tpi_cp_4___buf_split_265,2,0,1,0,1
__tpi_cp_54___aig_and_378,2,0,1,1,0
__tpi_cp_55_SUB_110_U34,2,0,1,0,1
__tpi_cp_66_U874,2,0,1,0,1
__tpi_cp_69_GT_108_U9,2,0,1,0,1
__tpi_cp_71_SUB_110_U31,2,0,1,0,1
__tpi_cp_7_SUB_110_U26,2,0,1,0,1
__tpi_cp_87___buf_split_786,2,0,1,0,1
__tpi_cp_88_SUB_110_U13,2,0,1,0,1
GT_108_U9,1,0,1,0,0
GT_118_U6,1,1,0,0,0
GT_118_U6_PO,1,0,0,1,0
SUB_110_U13,1,0,1,0,0
SUB_110_U14,1,0,1,0,0
SUB_110_U16,1,0,1,0,0
SUB_110_U17,1,0,1,0,0
SUB_110_U19,1,0,1,0,0
SUB_110_U21,1,0,1,0,0
SUB_110_U23,1,0,1,0,0
SUB_110_U24,1,0,1,0,0
SUB_110_U25,1,0,1,0,0
SUB_110_U26,1,0,1,0,0
SUB_110_U27,1,0,1,0,0
SUB_110_U28,1,0,1,0,0
SUB_110_U29,1,0,1,0,0
SUB_110_U30,1,0,1,0,0
SUB_110_U31,1,0,1,0,0
SUB_110_U32,1,0,1,0,0
SUB_110_U33,1,0,1,0,0
SUB_110_U34,1,0,1,0,0
SUB_110_U6,1,0,1,0,0
SUB_110_U7,1,0,1,0,0
SUB_110_U8,1,0,1,0,0
U1007,1,0,1,0,0
U1011,1,0,1,0,0
U1015,1,0,1,0,0
U1019,1,0,1,0,0
U611,1,0,1,0,0
U611_PO,1,0,0,0,1
U707,1,0,1,0,0
U707_PO,1,0,0,0,1
U874,1,0,1,0,0
U875,1,0,1,0,0
U876,1,0,1,0,0
U877,1,0,1,0,0
U913,1,0,1,0,0
U916,1,0,1,0,0
U919,1,0,1,0,0
__aig_and_1212,1,1,0,0,0
__aig_and_1214,1,0,1,0,0
__aig_and_1223,1,0,0,0,1
__aig_and_1237,1,0,0,0,1
__aig_and_306,1,1,0,0,0
__aig_and_368,1,1,0,0,0
__aig_and_513,1,1,0,0,0
__aig_and_696,1,0,0,0,1
__aig_and_702,1,0,0,0,1
__aig_and_704,1,1,0,0,0
__aig_and_707,1,1,0,0,0
__aig_and_710,1,1,0,0,0
__aig_and_711,1,0,0,0,1
__aig_not_1213,1,0,1,0,0
__aig_not_1215,1,0,1,0,0
__aig_not_1216,1,0,1,0,0
__aig_not_1219,1,0,1,0,0
__aig_not_1227,1,0,1,0,0
__aig_not_1228,1,0,1,0,0
__aig_not_1229,1,0,1,0,0
__aig_not_1232,1,0,1,0,0
__aig_not_1234,1,0,1,0,0
__aig_not_374,1,0,1,0,0
__aig_not_376,1,0,1,0,0
__aig_not_377,1,0,1,0,0
__aig_not_40,1,0,1,0,0
__aig_not_41,1,0,1,0,0
__aig_not_511,1,0,1,0,0
__aig_not_512,1,0,1,0,0
__aig_not_514,1,0,1,0,0
__aig_not_515,1,0,1,0,0
__aig_not_518,1,1,0,0,0
__aig_not_840,1,0,1,0,0
__aig_not_842,1,0,1,0,0
__aig_not_843,1,0,1,0,0
__buf_split_118,1,0,1,0,0
__buf_split_119,1,0,1,0,0
__buf_split_1269,1,0,1,0,0
__buf_split_1270,1,0,1,0,0
__buf_split_265,1,0,1,0,0
__buf_split_393,1,0,1,0,0
__buf_split_455,1,0,1,0,0
__buf_split_462,1,0,1,0,0
__buf_split_623,1,0,1,0,0
__buf_split_629,1,0,1,0,0
__buf_split_635,1,0,1,0,0
__buf_split_636,1,0,1,0,0
__buf_split_637,1,0,1,0,0
__buf_split_786,1,0,1,0,0
__buf_split_787,1,0,1,0,0
__buf_split_788,1,0,1,0,0
__buf_split_792,1,0,1,0,0
__buf_split_798,1,0,1,0,0
__buf_split_804,1,0,1,0,0
__buf_split_806,1,0,1,0,0
__buf_split_807,1,0,1,0,0
__buf_split_808,1,0,1,0,0
__buf_split_809,1,0,1,0,0
__buf_split_810,1,0,1,0,0
__buf_split_811,1,0,1,0,0
__buf_split_812,1,0,1,0,0
__buf_split_813,1,0,1,0,0
__buf_split_814,1,0,1,0,0
__buf_split_815,1,0,1,0,0
__buf_split_816,1,0,1,0,0
__buf_split_817,1,0,1,0,0
__buf_split_818,1,0,1,0,0
__buf_split_819,1,0,1,0,0
__tpi_cp_10_U634,1,0,0,0,1
__tpi_cp_13_SUB_103_U8,1,0,0,0,1
__tpi_cp_14_SUB_110_U16,1,0,0,0,1
__tpi_cp_16_U911,1,0,0,0,1
__tpi_cp_17___aig_not_1211,1,0,0,0,1
__tpi_cp_18___aig_and_82,1,0,0,0,1
__tpi_cp_20_U918,1,0,0,0,1
__tpi_cp_23_U920,1,0,0,0,1
__tpi_cp_25_U1009,1,0,0,0,1
__tpi_cp_26___aig_and_482,1,0,0,1,0
__tpi_cp_27_U914,1,0,0,0,1
__tpi_cp_29_U636,1,0,0,0,1
__tpi_cp_30_U1012,1,0,0,0,1
__tpi_cp_31_U755,1,0,0,0,1
__tpi_cp_34_U757,1,0,0,0,1
__tpi_cp_37_U753,1,0,0,0,1
__tpi_cp_39_U716,1,0,0,0,1
__tpi_cp_40___aig_and_638,1,0,0,1,0
__tpi_cp_41___aig_and_54,1,0,0,0,1
__tpi_cp_42___aig_and_704,1,0,0,1,0
__tpi_cp_44___aig_not_151,1,0,0,0,1
__tpi_cp_45___buf_split_624,1,0,0,0,1
__tpi_cp_49_U777,1,0,0,0,1
__tpi_cp_50_U726,1,0,0,1,0
