node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
new_n7928_,2,1,1,0,0
__buf_split_5216,1,0,1,0,0
__buf_split_5226,1,0,1,0,0
__buf_split_5227,1,0,1,0,0
__buf_split_5228,1,0,1,0,0
__buf_split_5234,1,0,1,0,0
__buf_split_5235,1,0,1,0,0
__buf_split_5242,1,0,1,0,0
__buf_split_5243,1,0,1,0,0
__buf_split_5244,1,0,1,0,0
__buf_split_5877,1,0,1,0,0
__buf_split_5878,1,0,1,0,0
__buf_split_5879,1,0,1,0,0
__buf_split_5880,1,0,1,0,0
__buf_split_5882,1,0,1,0,0
__buf_split_5884,1,0,1,0,0
__tpi_not_test_en,1,0,1,0,0
new_n7871_,1,0,1,0,0
new_n7901_,1,0,1,0,0
new_n7903_,1,0,1,0,0
new_n7905_,1,0,1,0,0
new_n7920_,1,0,1,0,0
new_n7922_,1,0,1,0,0
new_n7924_,1,0,1,0,0
new_n7926_,1,0,1,0,0
new_n7932_,1,0,1,0,0
new_n7933_,1,0,1,0,0
new_n7935_,1,0,1,0,0
new_n7937_,1,0,1,0,0
new_n7948_,1,0,1,0,0
new_n7949_,1,0,1,0,0
new_n7951_,1,0,1,0,0
new_n7953_,1,0,1,0,0
new_n7955_,1,0,1,0,0
new_n7957_,1,0,1,0,0
new_n7959_,1,0,1,0,0
new_n9028_,1,0,1,0,0
new_n9063_,1,0,1,0,0
new_n9064_,1,0,1,0,0
new_n9065_,1,0,1,0,0
new_n9067_,1,0,1,0,0
new_n9069_,1,0,1,0,0
new_n9070_,1,0,1,0,0
new_n9072_,1,0,1,0,0
new_n9073_,1,0,1,0,0
new_n9074_,1,0,1,0,0
new_n9076_,1,0,1,0,0
