epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_hard_weight,train_rollout_steps,train_oracle_loss,train_oracle_rank_loss,train_oracle_value_loss,train_oracle_candidate_loss,train_oracle_ndcg_loss,train_oracle_conservative_loss,train_oracle_context_loss,train_oracle_pairs,train_oracle_groups,train_oracle_weight,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_hard_weight,val_rollout_steps,val_steps
1,1,0.24250696938070987,0.16656857685082488,0.1488834983524349,0.012205217234861468,0.9319993181195524,0.22012938757737477,0.4277529360519515,0.9181127956840727,0.08085073537555419,0.03494450826092058,0.6621353863691353,0.6621353863691353,0.0,0.6672279108855663,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,900.0,0.0860457475646399,0.0845588055672124,0.19101726461667567,0.015804016173206037,1.2043641558848321,0.225236231519375,0.40475634671747684,0.9846095996908844,0.09827811774448492,0.011285065395441052,0.08007069926340049,0.08007069926340049,0.0,0.0338270490994077,1.0,1.0,256.0
2,2,0.2280548063127531,0.2185465628736549,0.17733602441847324,0.014446153277272566,0.866940506245527,0.21925308091772927,0.35601606869035296,0.9122092988093694,0.13251523735001683,0.027138018429585093,0.568103860716045,0.568103860716045,0.0,1.0806193898067253,1.0,2.0,0.36809804974330795,0.2770846093032095,0.5319717408592503,2.717810815970103,0.0,0.0,0.39656098519762356,311.63,10.0,0.18999999999999825,900.0,900.0,0.10853225874598138,0.20320027277921326,0.21797684146440588,0.016539199195904075,1.2715760829451028,0.23792636519647203,0.3521918411133811,0.9844353878870606,0.11595995267271064,0.006768666733847795,0.05317636771726009,0.05317636771726009,0.0,0.019298022103914396,1.0,2.0,256.0
3,2,0.27299318270136913,0.25034645275937184,0.18377734652409952,0.013552318340063922,0.8290490269578166,0.21615582816716697,0.31553489812546304,0.9046546940671073,0.1398432536340422,0.029053954398757974,0.735221490106111,0.735221490106111,0.0,1.4609834451114836,1.0,2.0,0.5733028687371148,0.11187363052119811,0.41951743331220415,2.496537684003512,0.0,0.0,0.1914107822957966,311.3311111111111,10.0,0.3799999999999965,900.0,900.0,0.09344221945502795,0.18188290984835476,0.21443965318030678,0.014103339392022463,1.226184005761752,0.23071106529096141,0.3435064812656492,0.9842163202119991,0.12903462033136748,0.00816870071298581,0.00984124005890195,0.00984124005890195,0.0,0.029535024551110706,1.0,2.0,256.0
4,3,0.2861525208365035,0.284541379892163,0.18399680212416009,0.01259964534081517,0.8447546576239435,0.2101447335285723,0.3226893817109093,0.9106037181174313,0.13336037360476674,0.027177758022388396,0.7596669597382011,0.7596669597382011,0.0,2.1915239231952843,1.0,3.0,0.5266533020138741,0.08429307402628991,0.3357548445545965,2.4289469974570803,0.0,0.0,0.12220428163392676,310.1188888888889,10.0,0.3799999999999965,900.0,900.0,0.09826862250338304,0.20219321050293132,0.21252127994860834,0.013519576971399756,1.2048452070351543,0.2209447346976958,0.37545590630422043,0.9848010499651233,0.13609322705694168,0.006516552491484379,0.015979181866563434,0.015979181866563434,0.0,0.05531703171882285,1.0,3.0,256.0
5,3,0.28631997714440016,0.2809612775952729,0.18293873659990476,0.01182690873845584,0.7718702325556015,0.2039324695333252,0.30873674545023155,0.9042935159692074,0.13104483412923615,0.02728462590242861,0.7727498249478335,0.7727498249478335,0.0,2.2284433050665546,1.0,3.0,0.5121978944871161,0.07702739216180311,0.2968062176141474,2.4188685988055334,0.0,0.0,0.09514649908989668,312.86333333333334,10.0,0.3799999999999965,900.0,900.0,0.10507297264606077,0.21945558189569675,0.19953558064298704,0.011911997217490951,0.998548781964927,0.1612839096245201,0.356283510569483,0.983758943233018,0.128653824989063,0.008571458572994574,0.04471054615111035,0.04471054615111035,0.0,0.05294762070131043,1.0,3.0,256.0
6,4,0.276227726019505,0.31656915264411106,0.1787225706813236,0.011485726614224,0.7687362920948201,0.19340050398381814,0.31822208837916455,0.9140113543801838,0.1211814164960136,0.02397802971412634,0.6960963578162849,0.6960963578162849,0.0,2.859057195082633,1.0,4.0,0.5040672504239612,0.07247911787488394,0.2601759752713972,2.4214092025491927,0.0,0.0,0.07942974214545555,312.09,10.0,0.3799999999999965,900.0,900.0,0.11144673405215144,0.23400247280369513,0.19001811496855225,0.010027120426002512,1.0641141972446349,0.17138627547683427,0.35290302024804987,0.9840300155919977,0.09653854710632004,0.007477143174078549,0.05292189858971863,0.05292189858971863,0.0,0.08306681717362938,1.0,4.0,256.0
7,4,0.3212179670855403,0.3155222671892908,0.17451122768016325,0.010876087043499056,0.7115187295898795,0.19450931133306665,0.31129078505353797,0.8999741290178563,0.11265651856549085,0.025903269243011916,0.9032389425734553,0.9032389425734553,0.0,3.4807129453141785,1.0,4.0,0.49646328118112354,0.06939728983677923,0.24801278108523953,2.401837110320727,0.0,0.0,0.07168237040233282,309.4222222222222,10.0,0.3799999999999965,900.0,900.0,0.11010004095442127,0.23504321197106037,0.18732695718063042,0.008512161025464593,1.125404033533414,0.1881075477867853,0.3629570545454044,0.9846300318022259,0.07952273076443817,0.007669019156196555,0.038058974416290914,0.038058974416290914,0.0,0.06459819575294522,1.0,4.0,256.0
8,5,0.3332952330410477,0.34385824222034905,0.1689873214910428,0.010825662128679038,0.7243144640972233,0.19374098754957483,0.3254430832333032,0.9003688697152666,0.11012263364510406,0.02509481235266256,0.926852253085003,0.926852253085003,0.0,4.6234329127118325,1.0,5.0,0.4909795588254929,0.06620555434582961,0.23504271557761564,2.3926612401008605,0.0,0.0,0.0653559689844648,314.4188888888889,10.0,0.3799999999999965,900.0,900.0,0.12140202778391533,0.2764079035958274,0.17800502112368116,0.008521781216040832,1.1524448925280006,0.1867050247383304,0.3573203023755926,0.9850440370384599,0.0974910439923405,0.007969759515759733,0.03844611527261002,0.03844611527261002,0.0,0.1108372640528591,1.0,5.0,256.0
9,5,0.2885363956607053,0.32369262624118084,0.16714001317984517,0.00988567934387053,0.7055108780413879,0.17987150840619914,0.3147973573207853,0.9109772142834127,0.09909661507854861,0.02498780707363156,0.7482891878000683,0.7482891878000683,0.0,3.6630118690212097,1.0,5.0,0.48426509350538255,0.06428579429785411,0.22199300636019972,2.3732951392067805,0.0,0.0,0.05953563727024529,310.4122222222222,10.0,0.3799999999999965,900.0,900.0,0.11154928126488815,0.2546347129740753,0.1858862194931136,0.00894551575911464,1.1163989961147307,0.17899441933841448,0.34414933419320753,0.9840571406763053,0.09177402120549223,0.00992669226013731,0.01676230304143313,0.01676230304143313,0.0,0.09349767773463859,1.0,5.0,256.0
10,5,0.3183441135585308,0.33145397517085057,0.16829527346955403,0.009916853289637302,0.6854001847538688,0.18866530732480252,0.3227538589735828,0.9076256419420241,0.09970564875503388,0.024219426760380018,0.8796669662006866,0.8796669662006866,0.0,4.312060069644601,1.0,5.0,0.48769038150707883,0.0654381766046087,0.22199854073425135,2.392073918581009,0.0,0.0,0.05796267916551895,310.39666666666665,10.0,0.3799999999999965,900.0,900.0,0.11558808723930274,0.27684280463727196,0.1761763372342101,0.007063061331245988,1.102857104985742,0.17590650267084132,0.3767105414764957,0.9845326122362162,0.07100565670407376,0.007068700898531689,0.019845347655175923,0.019845347655175923,0.0,0.08583676331249801,1.0,5.0,256.0
