variant	min_gap_pp	macro_gap_pp	all_beat	b22_final_tc_pct	b22_gap_pp	b17_final_tc_pct	b17_gap_pp
blend010	-0.8790000000000049	-0.5095000000000027	False	95.45	-0.14000000000000057	90.791	-0.8790000000000049
blend005	-1.7450000000000045	-1.1510000000000034	False	95.033	-0.5570000000000022	89.925	-1.7450000000000045
blend040	-2.0889999999999986	-1.347999999999999	False	94.983	-0.6069999999999993	89.581	-2.0889999999999986
blend020	-2.0940000000000083	-1.2135000000000034	False	95.257	-0.3329999999999984	89.576	-2.0940000000000083
