timestamp	variant_id	status	planner	beam_objective	score_field	beam_width	lookahead_depth	max_candidates	discount_gamma	candidate_strategy	candidate_diversity_penalty	candidate_diversity_depth	patterns	seed	benchmark_count	macro_mean_delta_tc	min_delta_tc	router_delta_tc	positive_count	negative_count	safe	elapsed_sec
2026-06-26T20:20:00	beam__terminal__guarded_reward__bw2__d2__c32__g1p0__candhard_fault_cone__div2p0	ok	beam	terminal	guarded_reward	2	2	32	1.0	hard_fault_cone	2.0	32	50000	2026	1	-0.009050000000000002	-0.009050000000000002	-0.009050000000000002	0	1	False	439.511
