node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
II538,1,1,0,0,0
__buf_split_144,1,0,1,0,0
__buf_split_145,1,0,1,0,0
__buf_split_146,1,0,1,0,0
