epoch	train_loss	train_value_loss	train_rank_loss	train_groups	train_pairs	val_rank_loss	val_spearman	val_negative_top1_rate	val_top1_regret	val_groups	val_pairs	is_best
1	0.7487067613854177	0.5078989094795866	0.7487067613854177	72	214	0.6056070650617281	-0.057420200947804485	0.5833333333333334	0.023676249999999968	24	80	1
2	0.699332115550836	0.5084956990613136	0.699332115550836	72	214	0.6052501648664474	-0.07893677509340125	0.5833333333333334	0.023676249999999968	24	80	0
