timestamp	variant_id	status	benchmark_id	logic_gates	budget_mode	budget	planner	beam_objective	score_field	beam_width	lookahead_depth	max_candidates	discount_gamma	candidate_strategy	candidate_diversity_penalty	candidate_diversity_depth	candidate_sample_seed	patterns	seed	plan_score_sum	plan_reward_sum	plan_fc_sum	plan_return_sum	plan_sequence_sum	plan_objective_sum	delta_test_coverage	delta_fault_coverage	delta_pattern_count	plan_csv	eval_dir	elapsed_sec	error
2026-06-27T03:35:54	beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p0__s0	eval_error	subckt_0001	532	fixed	5	beam	cumulative	hybrid_pred	4	3	256	1.0	hard_fault_recall_union	0.0	4	0	10000	2026	-0.24940499663352966	-0.24940499663352966	-0.002494049966335297	1.0379737690091133	62.956868566572666	83.34931810200214				autoresearch/new-candidate-pool-insertion-smoke/plans/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p0__s0.csv	autoresearch/new-candidate-pool-insertion-smoke/evals/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p0__s0	13.568	"Traceback (most recent call last):
  File ""<frozen runpy>"", line 198, in _run_module_as_main
  File ""<frozen runpy>"", line 88, in _run_code
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 344, in <module>
    main()
    ~~~~^^
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 317, in main
    rows = evaluate_plan(
        benchmark_id=args.benchmark_id,
    ...<10 lines>...
        cleanup_workdir=args.cleanup_workdir,
    )
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 202, in evaluate_plan
    baseline_report = evaluate_points(
        circuit_path=bench_path,
    ...<10 lines>...
        dry_run=dry_run,
    )
  File ""/data4/pengqingsong/DFT/Dataset/tpi_eval/random_labels.py"", line 161, in evaluate_points
    fault_report = fault_backend.evaluate(
        inserted_bench,
    ...<3 lines>...
        inserted_count=len(selected),
    )
  File ""/data4/pengqingsong/DFT/Dataset/tpi_eval/backends.py"", line 1003, in evaluate
    raise RuntimeError(
        f""TMAX failed with exit code {completed.returncode}. Logs: {log_dir}""
    )
RuntimeError: TMAX failed with exit code 127. Logs: /data4/pengqingsong/DFT/TPI-my.3/autoresearch/new-candidate-pool-insertion-smoke/evals/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p0__s0/subckt_0001/baseline/tmax_logs"
2026-06-27T03:36:07	beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p02__s0	eval_error	subckt_0001	532	fixed	5	beam	cumulative	hybrid_pred	4	3	256	1.0	hard_fault_recall_union	0.02	4	0	10000	2026	-0.24940499663352966	-0.24940499663352966	-0.002494049966335297	1.0379737690091133	62.85686856657267	83.24131810200214				autoresearch/new-candidate-pool-insertion-smoke/plans/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p02__s0.csv	autoresearch/new-candidate-pool-insertion-smoke/evals/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p02__s0	12.631	"Traceback (most recent call last):
  File ""<frozen runpy>"", line 198, in _run_module_as_main
  File ""<frozen runpy>"", line 88, in _run_code
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 344, in <module>
    main()
    ~~~~^^
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 317, in main
    rows = evaluate_plan(
        benchmark_id=args.benchmark_id,
    ...<10 lines>...
        cleanup_workdir=args.cleanup_workdir,
    )
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 202, in evaluate_plan
    baseline_report = evaluate_points(
        circuit_path=bench_path,
    ...<10 lines>...
        dry_run=dry_run,
    )
  File ""/data4/pengqingsong/DFT/Dataset/tpi_eval/random_labels.py"", line 161, in evaluate_points
    fault_report = fault_backend.evaluate(
        inserted_bench,
    ...<3 lines>...
        inserted_count=len(selected),
    )
  File ""/data4/pengqingsong/DFT/Dataset/tpi_eval/backends.py"", line 1003, in evaluate
    raise RuntimeError(
        f""TMAX failed with exit code {completed.returncode}. Logs: {log_dir}""
    )
RuntimeError: TMAX failed with exit code 127. Logs: /data4/pengqingsong/DFT/TPI-my.3/autoresearch/new-candidate-pool-insertion-smoke/evals/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p02__s0/subckt_0001/baseline/tmax_logs"
2026-06-27T03:36:20	beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p0__s0	eval_error	subckt_0001	532	fixed	5	beam	cumulative	hybrid_pred	4	3	256	1.0	hard_fault_ranked	0.0	4	0	10000	2026	-0.23116090893745422	-0.23116090893745422	-0.002311609089374542	1.0326744094491005	63.188579477369785	82.52059602737427				autoresearch/new-candidate-pool-insertion-smoke/plans/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p0__s0.csv	autoresearch/new-candidate-pool-insertion-smoke/evals/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p0__s0	12.039	"Traceback (most recent call last):
  File ""<frozen runpy>"", line 198, in _run_module_as_main
  File ""<frozen runpy>"", line 88, in _run_code
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 344, in <module>
    main()
    ~~~~^^
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 317, in main
    rows = evaluate_plan(
        benchmark_id=args.benchmark_id,
    ...<10 lines>...
        cleanup_workdir=args.cleanup_workdir,
    )
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 202, in evaluate_plan
    baseline_report = evaluate_points(
        circuit_path=bench_path,
    ...<10 lines>...
        dry_run=dry_run,
    )
  File ""/data4/pengqingsong/DFT/Dataset/tpi_eval/random_labels.py"", line 161, in evaluate_points
    fault_report = fault_backend.evaluate(
        inserted_bench,
    ...<3 lines>...
        inserted_count=len(selected),
    )
  File ""/data4/pengqingsong/DFT/Dataset/tpi_eval/backends.py"", line 1003, in evaluate
    raise RuntimeError(
        f""TMAX failed with exit code {completed.returncode}. Logs: {log_dir}""
    )
RuntimeError: TMAX failed with exit code 127. Logs: /data4/pengqingsong/DFT/TPI-my.3/autoresearch/new-candidate-pool-insertion-smoke/evals/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p0__s0/subckt_0001/baseline/tmax_logs"
2026-06-27T03:36:32	beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p02__s0	eval_error	subckt_0001	532	fixed	5	beam	cumulative	hybrid_pred	4	3	256	1.0	hard_fault_ranked	0.02	4	0	10000	2026	-0.23116090893745422	-0.23116090893745422	-0.002311609089374542	1.0326744094491005	63.08857947736979	82.4089293607076				autoresearch/new-candidate-pool-insertion-smoke/plans/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p02__s0.csv	autoresearch/new-candidate-pool-insertion-smoke/evals/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p02__s0	11.79	"Traceback (most recent call last):
  File ""<frozen runpy>"", line 198, in _run_module_as_main
  File ""<frozen runpy>"", line 88, in _run_code
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 344, in <module>
    main()
    ~~~~^^
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 317, in main
    rows = evaluate_plan(
        benchmark_id=args.benchmark_id,
    ...<10 lines>...
        cleanup_workdir=args.cleanup_workdir,
    )
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 202, in evaluate_plan
    baseline_report = evaluate_points(
        circuit_path=bench_path,
    ...<10 lines>...
        dry_run=dry_run,
    )
  File ""/data4/pengqingsong/DFT/Dataset/tpi_eval/random_labels.py"", line 161, in evaluate_points
    fault_report = fault_backend.evaluate(
        inserted_bench,
    ...<3 lines>...
        inserted_count=len(selected),
    )
  File ""/data4/pengqingsong/DFT/Dataset/tpi_eval/backends.py"", line 1003, in evaluate
    raise RuntimeError(
        f""TMAX failed with exit code {completed.returncode}. Logs: {log_dir}""
    )
RuntimeError: TMAX failed with exit code 127. Logs: /data4/pengqingsong/DFT/TPI-my.3/autoresearch/new-candidate-pool-insertion-smoke/evals/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p02__s0/subckt_0001/baseline/tmax_logs"
2026-06-27T03:36:44	beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candrecall_pool__div0p0__s0	eval_error	subckt_0001	532	fixed	5	beam	cumulative	hybrid_pred	4	3	256	1.0	recall_pool	0.0	4	0	10000	2026	-0.4884810149669647	-0.4884810149669647	-0.004884810149669647	0.7627426460385323	56.02754391171038	71.61538936942816				autoresearch/new-candidate-pool-insertion-smoke/plans/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candrecall_pool__div0p0__s0.csv	autoresearch/new-candidate-pool-insertion-smoke/evals/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candrecall_pool__div0p0__s0	12.839	"Traceback (most recent call last):
  File ""<frozen runpy>"", line 198, in _run_module_as_main
  File ""<frozen runpy>"", line 88, in _run_code
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 344, in <module>
    main()
    ~~~~^^
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 317, in main
    rows = evaluate_plan(
        benchmark_id=args.benchmark_id,
    ...<10 lines>...
        cleanup_workdir=args.cleanup_workdir,
    )
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 202, in evaluate_plan
    baseline_report = evaluate_points(
        circuit_path=bench_path,
    ...<10 lines>...
        dry_run=dry_run,
    )
  File ""/data4/pengqingsong/DFT/Dataset/tpi_eval/random_labels.py"", line 161, in evaluate_points
    fault_report = fault_backend.evaluate(
        inserted_bench,
    ...<3 lines>...
        inserted_count=len(selected),
    )
  File ""/data4/pengqingsong/DFT/Dataset/tpi_eval/backends.py"", line 1003, in evaluate
    raise RuntimeError(
        f""TMAX failed with exit code {completed.returncode}. Logs: {log_dir}""
    )
RuntimeError: TMAX failed with exit code 127. Logs: /data4/pengqingsong/DFT/TPI-my.3/autoresearch/new-candidate-pool-insertion-smoke/evals/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candrecall_pool__div0p0__s0/subckt_0001/baseline/tmax_logs"
2026-06-27T03:36:56	beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candrecall_pool__div0p02__s0	eval_error	subckt_0001	532	fixed	5	beam	cumulative	hybrid_pred	4	3	256	1.0	recall_pool	0.02	4	0	10000	2026	-0.4884810149669647	-0.4884810149669647	-0.004884810149669647	0.7627426460385323	55.94754391171038	71.4703880610317				autoresearch/new-candidate-pool-insertion-smoke/plans/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candrecall_pool__div0p02__s0.csv	autoresearch/new-candidate-pool-insertion-smoke/evals/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candrecall_pool__div0p02__s0	12.49	"Traceback (most recent call last):
  File ""<frozen runpy>"", line 198, in _run_module_as_main
  File ""<frozen runpy>"", line 88, in _run_code
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 344, in <module>
    main()
    ~~~~^^
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 317, in main
    rows = evaluate_plan(
        benchmark_id=args.benchmark_id,
    ...<10 lines>...
        cleanup_workdir=args.cleanup_workdir,
    )
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 202, in evaluate_plan
    baseline_report = evaluate_points(
        circuit_path=bench_path,
    ...<10 lines>...
        dry_run=dry_run,
    )
  File ""/data4/pengqingsong/DFT/Dataset/tpi_eval/random_labels.py"", line 161, in evaluate_points
    fault_report = fault_backend.evaluate(
        inserted_bench,
    ...<3 lines>...
        inserted_count=len(selected),
    )
  File ""/data4/pengqingsong/DFT/Dataset/tpi_eval/backends.py"", line 1003, in evaluate
    raise RuntimeError(
        f""TMAX failed with exit code {completed.returncode}. Logs: {log_dir}""
    )
RuntimeError: TMAX failed with exit code 127. Logs: /data4/pengqingsong/DFT/TPI-my.3/autoresearch/new-candidate-pool-insertion-smoke/evals/subckt_0001__beam__cumulative__hybrid_pred__bw4__d3__c256__g1p0__candrecall_pool__div0p02__s0/subckt_0001/baseline/tmax_logs"
2026-06-27T03:37:09	beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p0__s0	eval_error	subckt_0001	532	fixed	5	beam	cumulative	reward_pred	4	3	256	1.0	hard_fault_recall_union	0.0	4	0	10000	2026	0.009779021143913269	0.009779021143913269	9.779021143913272e-05	1.2012208849191666	0.09216485917568207	-0.005819723010063171				autoresearch/new-candidate-pool-insertion-smoke/plans/subckt_0001__beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p0__s0.csv	autoresearch/new-candidate-pool-insertion-smoke/evals/subckt_0001__beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p0__s0	13.683	"Traceback (most recent call last):
  File ""<frozen runpy>"", line 198, in _run_module_as_main
  File ""<frozen runpy>"", line 88, in _run_code
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 344, in <module>
    main()
    ~~~~^^
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 317, in main
    rows = evaluate_plan(
        benchmark_id=args.benchmark_id,
    ...<10 lines>...
        cleanup_workdir=args.cleanup_workdir,
    )
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 202, in evaluate_plan
    baseline_report = evaluate_points(
        circuit_path=bench_path,
    ...<10 lines>...
        dry_run=dry_run,
    )
  File ""/data4/pengqingsong/DFT/Dataset/tpi_eval/random_labels.py"", line 161, in evaluate_points
    fault_report = fault_backend.evaluate(
        inserted_bench,
    ...<3 lines>...
        inserted_count=len(selected),
    )
  File ""/data4/pengqingsong/DFT/Dataset/tpi_eval/backends.py"", line 1003, in evaluate
    raise RuntimeError(
        f""TMAX failed with exit code {completed.returncode}. Logs: {log_dir}""
    )
RuntimeError: TMAX failed with exit code 127. Logs: /data4/pengqingsong/DFT/TPI-my.3/autoresearch/new-candidate-pool-insertion-smoke/evals/subckt_0001__beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p0__s0/subckt_0001/baseline/tmax_logs"
2026-06-27T03:37:23	beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p02__s0	eval_error	subckt_0001	532	fixed	5	beam	cumulative	reward_pred	4	3	256	1.0	hard_fault_recall_union	0.02	4	0	10000	2026	-0.016444794833660126	-0.016444794833660126	-0.00016444794833660122	1.2114314883947372	-0.005911902487277992	-0.13892941683530807				autoresearch/new-candidate-pool-insertion-smoke/plans/subckt_0001__beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p02__s0.csv	autoresearch/new-candidate-pool-insertion-smoke/evals/subckt_0001__beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p02__s0	12.641	"Traceback (most recent call last):
  File ""<frozen runpy>"", line 198, in _run_module_as_main
  File ""<frozen runpy>"", line 88, in _run_code
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 344, in <module>
    main()
    ~~~~^^
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 317, in main
    rows = evaluate_plan(
        benchmark_id=args.benchmark_id,
    ...<10 lines>...
        cleanup_workdir=args.cleanup_workdir,
    )
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 202, in evaluate_plan
    baseline_report = evaluate_points(
        circuit_path=bench_path,
    ...<10 lines>...
        dry_run=dry_run,
    )
  File ""/data4/pengqingsong/DFT/Dataset/tpi_eval/random_labels.py"", line 161, in evaluate_points
    fault_report = fault_backend.evaluate(
        inserted_bench,
    ...<3 lines>...
        inserted_count=len(selected),
    )
  File ""/data4/pengqingsong/DFT/Dataset/tpi_eval/backends.py"", line 1003, in evaluate
    raise RuntimeError(
        f""TMAX failed with exit code {completed.returncode}. Logs: {log_dir}""
    )
RuntimeError: TMAX failed with exit code 127. Logs: /data4/pengqingsong/DFT/TPI-my.3/autoresearch/new-candidate-pool-insertion-smoke/evals/subckt_0001__beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p02__s0/subckt_0001/baseline/tmax_logs"
2026-06-27T03:37:35	beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p0__s0	eval_error	subckt_0001	532	fixed	5	beam	cumulative	reward_pred	4	3	256	1.0	hard_fault_ranked	0.0	4	0	10000	2026	0.009779021143913269	0.009779021143913269	9.779021143913272e-05	1.2012208849191666	0.09216485917568207	-0.005819723010063171				autoresearch/new-candidate-pool-insertion-smoke/plans/subckt_0001__beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p0__s0.csv	autoresearch/new-candidate-pool-insertion-smoke/evals/subckt_0001__beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p0__s0	13.494	"Traceback (most recent call last):
  File ""<frozen runpy>"", line 198, in _run_module_as_main
  File ""<frozen runpy>"", line 88, in _run_code
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 344, in <module>
    main()
    ~~~~^^
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 317, in main
    rows = evaluate_plan(
        benchmark_id=args.benchmark_id,
    ...<10 lines>...
        cleanup_workdir=args.cleanup_workdir,
    )
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 202, in evaluate_plan
    baseline_report = evaluate_points(
        circuit_path=bench_path,
    ...<10 lines>...
        dry_run=dry_run,
    )
  File ""/data4/pengqingsong/DFT/Dataset/tpi_eval/random_labels.py"", line 161, in evaluate_points
    fault_report = fault_backend.evaluate(
        inserted_bench,
    ...<3 lines>...
        inserted_count=len(selected),
    )
  File ""/data4/pengqingsong/DFT/Dataset/tpi_eval/backends.py"", line 1003, in evaluate
    raise RuntimeError(
        f""TMAX failed with exit code {completed.returncode}. Logs: {log_dir}""
    )
RuntimeError: TMAX failed with exit code 127. Logs: /data4/pengqingsong/DFT/TPI-my.3/autoresearch/new-candidate-pool-insertion-smoke/evals/subckt_0001__beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p0__s0/subckt_0001/baseline/tmax_logs"
2026-06-27T03:37:49	beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p02__s0	eval_error	subckt_0001	532	fixed	5	beam	cumulative	reward_pred	4	3	256	1.0	hard_fault_ranked	0.02	4	0	10000	2026	-0.016444794833660126	-0.016444794833660126	-0.00016444794833660122	1.2114314883947372	-0.005911902487277992	-0.13892941683530807				autoresearch/new-candidate-pool-insertion-smoke/plans/subckt_0001__beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p02__s0.csv	autoresearch/new-candidate-pool-insertion-smoke/evals/subckt_0001__beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p02__s0	12.255	"Traceback (most recent call last):
  File ""<frozen runpy>"", line 198, in _run_module_as_main
  File ""<frozen runpy>"", line 88, in _run_code
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 344, in <module>
    main()
    ~~~~^^
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 317, in main
    rows = evaluate_plan(
        benchmark_id=args.benchmark_id,
    ...<10 lines>...
        cleanup_workdir=args.cleanup_workdir,
    )
  File ""/data4/pengqingsong/DFT/TPI-my.3/tpi_jepa/evaluate_plan_tmax.py"", line 202, in evaluate_plan
    baseline_report = evaluate_points(
        circuit_path=bench_path,
    ...<10 lines>...
        dry_run=dry_run,
    )
  File ""/data4/pengqingsong/DFT/Dataset/tpi_eval/random_labels.py"", line 161, in evaluate_points
    fault_report = fault_backend.evaluate(
        inserted_bench,
    ...<3 lines>...
        inserted_count=len(selected),
    )
  File ""/data4/pengqingsong/DFT/Dataset/tpi_eval/backends.py"", line 1003, in evaluate
    raise RuntimeError(
        f""TMAX failed with exit code {completed.returncode}. Logs: {log_dir}""
    )
RuntimeError: TMAX failed with exit code 127. Logs: /data4/pengqingsong/DFT/TPI-my.3/autoresearch/new-candidate-pool-insertion-smoke/evals/subckt_0001__beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_ranked__div0p02__s0/subckt_0001/baseline/tmax_logs"
