circuit	benchmark_id	budget	allowlist_nodes	plan_nodes	legal_plan_nodes	legal_ratio_pct	baseline_tc_pct	filtered_final_tc_pct	filtered_delta_tc_pp	unfiltered_final_tc_pct	change_vs_unfiltered_pp	deeptpi_final_tc_pct	gap_vs_deeptpi_pp	beats_deeptpi	plan_elapsed_sec	eval_elapsed_sec	plan_csv	eval_dir
b15_C	iscas99__b15_1	278	7918	278	278	100.0	81.764	94.614	12.850000000000017	90.656	3.9579999999999984	93.2	1.4140000000000015	True	132.6	8.011	autoresearch/improve-260716-1344/round2_b15/reward_cluster_c48/plans/iscas99__b15_1__greedy__cumulative__reward_pred__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv	autoresearch/improve-260716-1344/round2_b15/reward_cluster_c48/evals/iscas99__b15_1__greedy__cumulative__reward_pred__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
b20_C	iscas99__b20	616	19175	616	616	100.0	90.757	95.483	4.725999999999997	97.087	-1.6039999999999992	95.02	0.46300000000000807	True	541.831	10.36	autoresearch/unified-b15-reward-c48-exact-260718/b20_C/plans/iscas99__b20__greedy__cumulative__reward_pred__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv	autoresearch/unified-b15-reward-c48-exact-260718/b20_C/evals/iscas99__b20__greedy__cumulative__reward_pred__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
b21_C	iscas99__b21	628	19520	628	628	100.0	89.682	92.443	2.7609999999999912	96.379	-3.936000000000007	94.51	-2.0670000000000073	False	554.154	10.404	autoresearch/unified-b15-reward-c48-exact-260718/b21_C/plans/iscas99__b21__greedy__cumulative__reward_pred__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv	autoresearch/unified-b15-reward-c48-exact-260718/b21_C/evals/iscas99__b21__greedy__cumulative__reward_pred__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
b22_C	iscas99__b22	915	28412	915	915	100.0	92.13	94.899	2.7689999999999992	97.187	-2.2879999999999967	95.59	-0.6910000000000025	False	1040.656	16.774	autoresearch/unified-b15-reward-c48-exact-260718/b22_C/plans/iscas99__b22__greedy__cumulative__reward_pred__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv	autoresearch/unified-b15-reward-c48-exact-260718/b22_C/evals/iscas99__b22__greedy__cumulative__reward_pred__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
b17_C	iscas99__b17	994	29334	994	994	100.0	85.623	89.062	3.438999999999992	89.869	-0.8070000000000022	91.67	-2.608000000000004	False	1313.17	74.259	autoresearch/improve-260716-1344/round7_b17/reward_cluster_c48_seed512/plans/iscas99__b17__greedy__cumulative__reward_pred__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv	autoresearch/improve-260716-1344/round7_b17/reward_cluster_c48_seed512/evals/iscas99__b17__greedy__cumulative__reward_pred__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
